Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2012,22.0,CHI,NBA,SG,42.0,0.0,359.0,4.8,11.8,0.405,0.3,1.6,0.182,4.5,10.2,0.441,6.4,8.4,0.768,3.4,4.9,8.4,2.1,1.6,0.7,2.1,3.0,16.3,,112.0,100.0
2013,23.0,CHI,NBA,SF,82.0,20.0,2134.0,6.0,12.9,0.467,1.0,2.6,0.381,5.0,10.2,0.489,4.7,5.9,0.803,3.4,4.8,8.3,2.9,2.0,0.8,1.6,2.4,17.7,,121.0,104.0
2014,24.0,CHI,NBA,SG,67.0,67.0,2591.0,5.6,14.2,0.397,1.4,4.9,0.283,4.3,9.3,0.457,5.3,6.9,0.769,1.8,5.0,6.8,3.6,2.6,0.7,2.1,2.2,18.0,,108.0,100.0
2015,25.0,CHI,NBA,SG,65.0,65.0,2513.0,8.7,18.8,0.462,1.5,4.0,0.378,7.2,14.8,0.484,7.9,9.5,0.834,2.3,5.5,7.8,4.4,2.3,0.7,1.9,2.2,26.8,,122.0,104.0
2016,26.0,CHI,NBA,SG,67.0,67.0,2474.0,9.5,21.0,0.454,1.3,4.2,0.312,8.2,16.8,0.489,8.0,9.6,0.832,1.6,5.7,7.3,6.5,2.2,0.9,2.7,2.5,28.4,,116.0,106.0
2017,27.0,CHI,NBA,SF,76.0,75.0,2809.0,10.2,22.5,0.455,1.6,4.4,0.367,8.6,18.0,0.477,10.5,12.1,0.865,2.3,6.1,8.4,7.5,2.6,0.6,2.9,2.0,32.6,,123.0,106.0
2018,28.0,MIN,NBA,SG,59.0,59.0,2164.0,10.1,21.3,0.474,1.6,4.6,0.35,8.5,16.7,0.509,8.4,9.8,0.854,1.8,5.4,7.3,6.7,2.7,0.6,2.5,1.8,30.2,,122.0,110.0
2019,29.0,TOT,NBA,"SF,SG",65.0,65.0,2185.0,9.1,19.6,0.462,1.5,4.2,0.347,7.6,15.4,0.494,6.8,7.9,0.855,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,,121.0,110.0
2019,29.0,MIN,NBA,SG,10.0,10.0,361.0,9.8,20.8,0.471,2.3,6.0,0.378,7.6,14.9,0.509,6.4,8.1,0.787,2.1,4.8,6.9,5.7,3.2,1.3,1.9,2.4,28.3,,122.0,111.0
2019,29.0,PHI,NBA,SF,55.0,55.0,1824.0,8.9,19.3,0.461,1.3,3.8,0.338,7.6,15.5,0.491,6.8,7.9,0.868,2.7,4.8,7.5,5.7,2.6,0.8,2.1,2.4,25.9,,120.0,109.0
2020,30.0,MIA,NBA,SF,58.0,58.0,1959.0,8.6,18.9,0.455,0.7,3.0,0.244,7.9,15.9,0.495,10.9,13.1,0.834,2.6,7.0,9.6,8.7,2.6,0.8,3.2,2.0,28.8,,123.0,108.0
2021,31.0,MIA,NBA,SF,6.0,6.0,174.0,9.2,20.9,0.442,0.0,1.9,0.0,9.2,19.0,0.486,7.3,7.9,0.931,2.7,6.2,9.0,8.7,3.5,1.1,3.0,1.1,25.8,,113.0,105.0
