Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,7,414,DAL,Dallas Mavericks,Greg Buckner,"September 16, 1976",23.0,NBA,SG,48.0,1.0,923.0,4.3,9.1,0.48,0.4,1.0,0.38,3.9,8.1,0.49,1.7,2.5,0.68,2.2,4.6,6.8,2.1,1.5,0.8,1.4,5.8,10.7
2001,7,414,DAL,Dallas Mavericks,Greg Buckner,"September 16, 1976",24.0,NBA,SG,37.0,9.0,820.0,3.7,8.4,0.44,0.1,0.3,0.29,3.6,8.1,0.44,2.6,3.6,0.73,2.6,4.3,6.9,2.2,1.4,0.4,1.2,5.2,10.1
2002,7,414,DAL,Dallas Mavericks,Greg Buckner,"September 16, 1976",25.0,NBA,SG,44.0,16.0,885.0,4.2,8.1,0.52,0.2,0.7,0.31,4.0,7.4,0.54,1.6,2.4,0.69,2.7,4.3,7.0,2.0,1.3,0.8,1.1,5.0,10.3
2003,23,414,PHI,Philadelphia 76Ers,Greg Buckner,"September 16, 1976",26.0,NBA,SG,75.0,5.0,1514.0,4.4,9.5,0.46,0.4,1.3,0.27,4.0,8.2,0.5,1.5,1.9,0.8,1.7,3.4,5.1,2.3,1.7,0.4,1.5,4.8,10.7
2004,23,414,PHI,Philadelphia 76Ers,Greg Buckner,"September 16, 1976",27.0,NBA,SG,53.0,3.0,703.0,3.4,9.0,0.38,0.6,2.3,0.27,2.8,6.7,0.41,1.0,1.4,0.74,1.4,3.8,5.3,2.3,1.1,0.2,1.7,3.9,8.4
2005,8,414,DEN,Denver Nuggets,Greg Buckner,"September 16, 1976",28.0,NBA,SG,70.0,41.0,1522.0,3.8,7.2,0.53,1.2,2.9,0.4,2.6,4.3,0.61,1.5,1.9,0.78,1.6,3.4,4.9,3.1,1.8,0.1,1.2,4.0,10.2
2006,8,414,DEN,Denver Nuggets,Greg Buckner,"September 16, 1976",29.0,NBA,SG,73.0,27.0,1758.0,3.7,8.5,0.43,1.8,5.0,0.35,1.9,3.6,0.55,0.9,1.1,0.78,0.6,3.6,4.3,2.6,1.8,0.4,1.1,3.7,10.1
2007,7,414,DAL,Dallas Mavericks,Greg Buckner,"September 16, 1976",30.0,NBA,SG,76.0,11.0,1372.0,3.2,7.8,0.41,0.8,2.7,0.31,2.4,5.1,0.46,0.7,0.9,0.79,0.9,3.2,4.1,1.8,1.2,0.2,1.0,4.0,8.0
2008,18,414,MIN,Minnesota Timberwolves,Greg Buckner,"September 16, 1976",31.0,NBA,SG,31.0,4.0,520.0,3.1,8.1,0.38,1.0,3.5,0.3,2.1,4.6,0.45,1.3,1.5,0.86,0.7,3.8,4.5,2.7,1.5,0.1,2.0,4.4,8.6
2009,15,414,MEM,Memphis Grizzlies,Greg Buckner,"September 16, 1976",32.0,NBA,SF,63.0,0.0,878.0,2.5,6.5,0.38,0.5,2.1,0.26,2.0,4.4,0.44,0.8,1.0,0.8,1.3,4.0,5.3,2.3,1.2,0.3,1.6,4.4,6.4
