Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1984,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",21.0,NBA,SG,82.0,3.0,1408.0,252.0,559.0,0.45,1.0,4.0,0.25,251.0,555.0,0.45,0.45,123.0,169.0,0.73,112.0,123.0,235.0,153.0,107.0,29.0,123.0,209.0,628.0,,0.0
1985,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",22.0,NBA,SG,80.0,43.0,2555.0,573.0,1161.0,0.49,8.0,37.0,0.22,565.0,1124.0,0.5,0.5,223.0,294.0,0.76,217.0,259.0,476.0,441.0,177.0,68.0,223.0,265.0,1377.0,,2.0
1986,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",23.0,NBA,SG,75.0,58.0,2576.0,542.0,1142.0,0.48,12.0,60.0,0.2,530.0,1082.0,0.49,0.48,293.0,381.0,0.77,171.0,250.0,421.0,600.0,197.0,46.0,282.0,270.0,1389.0,,4.0
1987,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",24.0,NBA,SG,82.0,82.0,3114.0,707.0,1408.0,0.5,11.0,47.0,0.23,696.0,1361.0,0.51,0.51,357.0,470.0,0.76,227.0,291.0,518.0,566.0,204.0,71.0,253.0,281.0,1782.0,,3.0
1988,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",25.0,NBA,SG,81.0,80.0,3060.0,849.0,1679.0,0.51,11.0,52.0,0.21,838.0,1627.0,0.52,0.51,476.0,587.0,0.81,261.0,272.0,533.0,467.0,203.0,52.0,236.0,250.0,2185.0,,0.0
1989,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",26.0,NBA,SG,78.0,78.0,3064.0,829.0,1672.0,0.5,27.0,104.0,0.26,802.0,1568.0,0.51,0.5,438.0,548.0,0.8,289.0,326.0,615.0,450.0,213.0,54.0,250.0,269.0,2123.0,,4.0
1990,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",27.0,NBA,SG,73.0,73.0,2683.0,670.0,1357.0,0.49,30.0,106.0,0.28,640.0,1251.0,0.51,0.5,333.0,430.0,0.77,208.0,299.0,507.0,432.0,145.0,51.0,191.0,222.0,1703.0,,1.0
1991,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",28.0,NBA,SG,82.0,82.0,2852.0,645.0,1338.0,0.48,61.0,191.0,0.32,584.0,1147.0,0.51,0.5,416.0,524.0,0.79,212.0,334.0,546.0,493.0,144.0,60.0,232.0,226.0,1767.0,,4.0
1992,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",29.0,NBA,SG,76.0,76.0,2751.0,694.0,1476.0,0.47,114.0,338.0,0.34,580.0,1138.0,0.51,0.51,401.0,505.0,0.79,166.0,334.0,500.0,512.0,138.0,70.0,240.0,229.0,1903.0,,0.0
1993,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",30.0,NBA,SG,49.0,49.0,1671.0,350.0,816.0,0.43,31.0,133.0,0.23,319.0,683.0,0.47,0.45,245.0,292.0,0.84,126.0,183.0,309.0,278.0,95.0,37.0,115.0,159.0,976.0,,0.0
1994,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",31.0,NBA,SG,68.0,68.0,2334.0,473.0,1105.0,0.43,71.0,219.0,0.32,402.0,886.0,0.45,0.46,286.0,368.0,0.78,154.0,291.0,445.0,333.0,98.0,34.0,167.0,202.0,1303.0,,0.0
1995,31,786,TOT,Total After Trade,Clyde Drexler,"June 22, 1962",32.0,NBA,SG,76.0,75.0,2728.0,571.0,1238.0,0.46,147.0,408.0,0.36,424.0,830.0,0.51,0.52,364.0,442.0,0.82,152.0,328.0,480.0,362.0,136.0,45.0,186.0,206.0,1653.0,,1.0
1995,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",32.0,NBA,SG,41.0,41.0,1428.0,305.0,712.0,0.43,87.0,240.0,0.36,218.0,472.0,0.46,0.49,207.0,248.0,0.84,84.0,150.0,234.0,208.0,74.0,22.0,97.0,117.0,904.0,,0.0
1995,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",32.0,NBA,SG,35.0,34.0,1300.0,266.0,526.0,0.51,60.0,168.0,0.36,206.0,358.0,0.57,0.56,157.0,194.0,0.81,68.0,178.0,246.0,154.0,62.0,23.0,89.0,89.0,749.0,,1.0
1996,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",33.0,NBA,SG,52.0,51.0,1997.0,331.0,764.0,0.43,78.0,235.0,0.33,253.0,529.0,0.48,0.48,265.0,338.0,0.78,97.0,276.0,373.0,302.0,105.0,24.0,134.0,153.0,1005.0,,3.0
1997,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",34.0,NBA,SG,62.0,62.0,2271.0,397.0,899.0,0.44,119.0,335.0,0.36,278.0,564.0,0.49,0.51,201.0,268.0,0.75,118.0,255.0,373.0,354.0,119.0,36.0,156.0,151.0,1114.0,,3.0
1998,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",35.0,NBA,SG,70.0,70.0,2473.0,452.0,1059.0,0.43,106.0,334.0,0.32,346.0,725.0,0.48,0.48,277.0,346.0,0.8,105.0,241.0,346.0,382.0,126.0,42.0,189.0,193.0,1287.0,,0.0
