Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,26,989,SAC,Sacramento Kings,24.0,NBA,SF,67.0,11.0,19.4,1.9,4.9,0.4,0.6,2.0,0.28,1.4,2.8,0.48,0.46,1.2,1.5,0.77,0.6,2.2,2.8,1.4,0.6,0.7,1.1,2.0,5.6
2007,26,989,SAC,Sacramento Kings,25.0,NBA,SF,79.0,5.0,17.8,2.1,4.8,0.43,0.7,1.9,0.36,1.4,2.9,0.48,0.5,1.2,1.4,0.83,0.7,1.9,2.6,1.1,0.6,0.5,0.9,2.4,6.0
2008,26,989,SAC,Sacramento Kings,26.0,NBA,SF,79.0,20.0,26.5,4.4,9.5,0.46,1.4,3.7,0.39,3.0,5.9,0.51,0.54,2.1,2.6,0.78,0.7,2.7,3.3,1.6,1.2,0.6,1.6,2.9,12.3
2009,26,989,SAC,Sacramento Kings,27.0,NBA,SF,65.0,36.0,30.4,4.5,10.2,0.44,1.4,3.4,0.4,3.2,6.8,0.47,0.51,2.2,2.7,0.82,0.9,2.5,3.4,2.3,1.2,1.0,1.7,3.0,12.7
2010,26,989,SAC,Sacramento Kings,28.0,NBA,SG,25.0,4.0,23.0,3.3,7.0,0.47,0.9,2.4,0.39,2.4,4.7,0.5,0.53,0.6,0.7,0.88,0.4,2.2,2.6,1.8,0.4,0.8,0.8,2.0,8.1
2011,26,989,SAC,Sacramento Kings,29.0,NBA,SF,58.0,34.0,23.9,3.6,8.2,0.44,1.4,3.9,0.36,2.2,4.3,0.5,0.52,1.1,1.3,0.86,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,9.7
2012,26,989,SAC,Sacramento Kings,30.0,NBA,SF,49.0,3.0,16.3,1.8,4.7,0.38,0.8,2.7,0.29,1.0,2.0,0.49,0.46,0.5,0.6,0.8,0.2,1.8,2.0,0.6,0.7,0.8,0.4,1.5,4.8
2013,31,989,TOT,Total After Trade,31.0,NBA,"SF,SG",58.0,20.0,17.7,2.0,5.2,0.39,1.2,3.1,0.37,0.9,2.1,0.42,0.5,0.3,0.4,0.86,0.1,1.4,1.6,1.1,0.8,0.7,0.6,1.5,5.5
2013,26,989,SAC,Sacramento Kings,31.0,NBA,SG,40.0,15.0,17.8,1.9,5.1,0.38,1.0,2.7,0.37,0.9,2.4,0.38,0.47,0.3,0.4,0.86,0.2,1.5,1.7,1.1,0.8,0.8,0.5,1.7,5.2
2013,11,989,HOU,Houston Rockets,31.0,NBA,SF,18.0,5.0,17.7,2.3,5.3,0.43,1.5,3.9,0.39,0.8,1.4,0.56,0.57,0.3,0.4,0.86,0.1,1.2,1.3,1.1,0.8,0.4,0.7,1.2,6.4
2014,11,989,HOU,Houston Rockets,32.0,NBA,SF,55.0,4.0,19.7,2.1,5.3,0.4,1.3,3.5,0.36,0.9,1.8,0.48,0.52,0.2,0.3,0.53,0.4,1.8,2.2,1.1,0.5,0.6,0.5,2.2,5.7
2015,11,989,HOU,Houston Rockets,33.0,NBA,SF,14.0,0.0,14.3,1.2,4.5,0.27,0.7,3.2,0.22,0.5,1.3,0.39,0.35,0.1,0.3,0.25,0.2,1.0,1.2,1.1,0.6,0.4,0.7,1.4,3.2
