Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,21.0,SEA,NBA,PF,61.0,16.0,1230.0,146.0,354.0,0.412,66.0,157.0,0.42,80.0,197.0,0.406,0.506,49.0,72.0,0.681,45.0,185.0,230.0,81.0,56.0,24.0,72.0,119.0,407.0
2002-03,22.0,SEA,NBA,PF,72.0,16.0,1910.0,274.0,668.0,0.41,104.0,293.0,0.355,170.0,375.0,0.453,0.488,72.0,102.0,0.706,76.0,247.0,323.0,97.0,64.0,22.0,100.0,136.0,724.0
2003-04,23.0,SEA,NBA,PF,77.0,38.0,2321.0,345.0,812.0,0.425,140.0,377.0,0.371,205.0,435.0,0.471,0.511,95.0,127.0,0.748,104.0,302.0,406.0,142.0,80.0,42.0,109.0,187.0,925.0
2004-05,24.0,SEA,NBA,PF,63.0,0.0,1856.0,266.0,650.0,0.409,128.0,329.0,0.389,138.0,321.0,0.43,0.508,81.0,103.0,0.786,52.0,237.0,289.0,86.0,57.0,31.0,80.0,172.0,741.0
2005-06,25.0,TOT,NBA,PF,77.0,27.0,1974.0,262.0,643.0,0.407,138.0,354.0,0.39,124.0,289.0,0.429,0.515,93.0,114.0,0.816,64.0,294.0,358.0,136.0,61.0,29.0,93.0,210.0,755.0
2005-06,25.0,SEA,NBA,PF,47.0,16.0,1089.0,154.0,384.0,0.401,72.0,196.0,0.367,82.0,188.0,0.436,0.495,55.0,62.0,0.887,39.0,148.0,187.0,72.0,32.0,15.0,53.0,130.0,435.0
2005-06,25.0,LAC,NBA,PF,30.0,11.0,885.0,108.0,259.0,0.417,66.0,158.0,0.418,42.0,101.0,0.416,0.544,38.0,52.0,0.731,25.0,146.0,171.0,64.0,29.0,14.0,40.0,80.0,320.0
2006-07,26.0,LAL,NBA,PF,55.0,15.0,986.0,134.0,316.0,0.424,40.0,118.0,0.339,94.0,198.0,0.475,0.487,53.0,73.0,0.726,53.0,127.0,180.0,66.0,25.0,18.0,69.0,125.0,361.0
2007-08,27.0,LAL,NBA,SF,65.0,41.0,1483.0,198.0,437.0,0.453,95.0,234.0,0.406,103.0,203.0,0.507,0.562,52.0,65.0,0.8,56.0,159.0,215.0,123.0,46.0,12.0,73.0,147.0,543.0
2008-09,28.0,TOT,NBA,SF,78.0,31.0,1445.0,196.0,466.0,0.421,105.0,262.0,0.401,91.0,204.0,0.446,0.533,43.0,58.0,0.741,45.0,177.0,222.0,81.0,46.0,15.0,98.0,111.0,540.0
2008-09,28.0,LAL,NBA,SF,46.0,28.0,771.0,95.0,214.0,0.444,60.0,136.0,0.441,35.0,78.0,0.449,0.584,23.0,27.0,0.852,18.0,99.0,117.0,38.0,28.0,7.0,47.0,51.0,273.0
2008-09,28.0,CHA,NBA,SF,32.0,3.0,674.0,101.0,252.0,0.401,45.0,126.0,0.357,56.0,126.0,0.444,0.49,20.0,31.0,0.645,27.0,78.0,105.0,43.0,18.0,8.0,51.0,60.0,267.0
2009-10,29.0,TOT,NBA,PF,41.0,20.0,891.0,103.0,273.0,0.377,30.0,108.0,0.278,73.0,165.0,0.442,0.432,20.0,27.0,0.741,51.0,127.0,178.0,45.0,29.0,7.0,44.0,97.0,256.0
2009-10,29.0,CHA,NBA,PF,8.0,0.0,133.0,14.0,42.0,0.333,7.0,22.0,0.318,7.0,20.0,0.35,0.417,4.0,6.0,0.667,8.0,21.0,29.0,7.0,3.0,1.0,5.0,18.0,39.0
2009-10,29.0,GSW,NBA,PF,33.0,20.0,758.0,89.0,231.0,0.385,23.0,86.0,0.267,66.0,145.0,0.455,0.435,16.0,21.0,0.762,43.0,106.0,149.0,38.0,26.0,6.0,39.0,79.0,217.0
2010-11,30.0,GSW,NBA,PF,74.0,6.0,1169.0,137.0,318.0,0.431,70.0,173.0,0.405,67.0,145.0,0.462,0.541,30.0,34.0,0.882,64.0,148.0,212.0,79.0,44.0,44.0,57.0,157.0,374.0
2011-12,31.0,ATL,NBA,SF,49.0,3.0,755.0,74.0,197.0,0.376,50.0,135.0,0.37,24.0,62.0,0.387,0.503,22.0,29.0,0.759,34.0,109.0,143.0,54.0,21.0,15.0,35.0,62.0,220.0
2012-13,32.0,CHI,NBA,PF,25.0,0.0,144.0,13.0,43.0,0.302,5.0,27.0,0.185,8.0,16.0,0.5,0.36,2.0,3.0,0.667,10.0,18.0,28.0,8.0,8.0,4.0,7.0,29.0,33.0
