Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,25,3011,POR,Portland Trail Blazers,22.0,NBA,PF,4.0,4.0,37.0,8.3,14.0,0.59,0.5,1.3,0.4,7.8,12.8,0.61,0.61,2.8,5.0,0.55,2.0,4.0,6.0,1.5,0.5,0.5,1.5,4.3,19.8
1998,25,3011,POR,Portland Trail Blazers,23.0,NBA,PF,4.0,4.0,39.3,5.8,11.8,0.49,1.0,1.3,0.8,4.8,10.5,0.45,0.53,2.0,4.0,0.5,1.8,3.0,4.8,2.8,0.5,0.5,1.3,4.0,14.5
1999,25,3011,POR,Portland Trail Blazers,24.0,NBA,PF,13.0,13.0,36.0,5.8,11.2,0.51,0.1,0.7,0.11,5.7,10.5,0.54,0.52,3.2,4.5,0.72,1.3,3.5,4.8,1.5,1.5,0.8,1.2,3.8,14.8
2001,25,3011,POR,Portland Trail Blazers,26.0,NBA,PF,3.0,3.0,42.7,6.3,17.0,0.37,1.3,3.7,0.36,5.0,13.3,0.38,0.41,2.7,4.7,0.57,1.7,6.3,8.0,2.3,0.3,1.0,1.3,3.0,16.7
2002,25,3011,POR,Portland Trail Blazers,27.0,NBA,PF,3.0,3.0,41.7,9.3,23.0,0.41,2.3,5.7,0.41,7.0,17.3,0.4,0.46,4.3,5.3,0.81,3.3,9.0,12.3,1.7,0.7,0.7,0.7,4.0,25.3
2003,25,3011,POR,Portland Trail Blazers,28.0,NBA,PF,7.0,7.0,37.1,6.3,13.9,0.45,2.0,5.0,0.4,4.3,8.9,0.48,0.53,2.9,4.0,0.71,1.4,3.7,5.1,2.6,0.6,0.7,0.9,3.7,17.4
2004,9,3011,DET,Detroit Pistons,29.0,NBA,PF,23.0,23.0,34.9,5.1,12.4,0.41,0.7,3.0,0.24,4.4,9.4,0.47,0.44,2.0,2.6,0.77,2.0,5.7,7.8,1.6,0.6,2.0,1.9,3.4,13.0
2005,9,3011,DET,Detroit Pistons,30.0,NBA,PF,25.0,25.0,33.0,5.4,12.4,0.44,1.2,3.4,0.34,4.3,9.0,0.48,0.48,1.6,2.2,0.74,1.6,5.4,6.9,1.3,1.0,1.8,1.5,3.8,13.6
2006,9,3011,DET,Detroit Pistons,31.0,NBA,PF,18.0,18.0,34.9,5.3,12.4,0.43,1.8,4.4,0.4,3.6,8.0,0.44,0.5,1.6,3.1,0.53,0.9,5.4,6.3,1.8,0.6,0.8,1.4,3.6,14.1
2007,9,3011,DET,Detroit Pistons,32.0,NBA,C,16.0,16.0,35.8,5.4,12.3,0.44,1.6,4.5,0.35,3.8,7.8,0.49,0.5,2.0,2.4,0.84,1.2,6.5,7.7,1.8,1.2,1.8,1.2,4.0,14.3
2008,9,3011,DET,Detroit Pistons,33.0,NBA,C,17.0,17.0,34.4,5.1,11.9,0.42,1.4,4.4,0.32,3.6,7.5,0.48,0.48,1.7,2.3,0.74,1.1,5.2,6.4,1.6,1.1,1.9,1.7,3.9,13.2
2009,9,3011,DET,Detroit Pistons,34.0,NBA,C,4.0,4.0,30.5,2.8,7.5,0.37,1.0,2.0,0.5,1.8,5.5,0.32,0.43,0.0,0.0,,0.5,5.8,6.3,0.8,0.5,0.3,0.8,3.0,6.5
2010,2,3011,BOS,Boston Celtics,35.0,NBA,C,24.0,1.0,17.1,2.2,5.2,0.42,0.8,2.3,0.34,1.4,2.9,0.47,0.49,1.0,1.2,0.83,0.2,2.8,3.0,0.4,0.4,0.6,0.4,3.4,6.1
