SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020,3,BRK,Joe Harris,28,69,2123,13.3,0.61,0.52,0.11,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,2.5,1.8,4.3,0.1,0.4,-0.6,-0.2,1.0
2020,3,BRK,Spencer Dinwiddie,26,64,1994,17.8,0.54,0.39,0.44,1.7,9.6,5.7,35.0,0.9,0.9,12.5,29.2,3.2,1.6,4.8,0.12,2.7,-0.8,1.8,1.9
2020,3,BRK,Taurean Prince,25,64,1857,9.1,0.5,0.58,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14.0,20.4,-1.7,2.3,0.6,0.01,-2.8,-0.1,-2.9,-0.4
2020,3,BRK,Jarrett Allen,21,70,1852,20.7,0.66,0.01,0.58,12.3,24.9,18.7,8.9,1.0,4.2,11.7,14.9,5.2,2.9,8.2,0.21,1.4,1.0,2.3,2.0
2020,3,BRK,Garrett Temple,33,62,1730,10.5,0.51,0.66,0.15,1.8,11.1,6.5,12.8,1.3,1.4,9.0,16.6,0.7,1.7,2.4,0.07,-1.4,0.3,-1.1,0.4
2020,3,BRK,Caris LeVert,25,45,1330,16.1,0.51,0.3,0.27,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.06,0.6,-0.9,-0.3,0.5
2020,3,BRK,DeAndre Jordan,31,56,1234,19.9,0.68,0.0,0.42,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3.0,2.2,5.2,0.2,1.2,1.8,3.0,1.5
2020,3,BRK,Timothe Luwawu-Cabarrot,24,47,853,11.0,0.6,0.6,0.3,3.6,11.6,7.7,4.9,1.0,0.7,10.8,16.8,0.9,0.7,1.7,0.1,-1.8,-0.5,-2.2,-0.1
2020,3,BRK,Wilson Chandler,32,35,734,7.4,0.53,0.66,0.13,1.6,18.5,10.2,7.3,1.0,1.4,15.0,12.9,-0.1,0.9,0.7,0.05,-3.8,1.0,-2.7,-0.1
2020,3,BRK,Rodions Kurucs,21,47,684,8.9,0.56,0.51,0.22,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.06,-3.6,0.8,-2.8,-0.1
2020,3,BRK,Kyrie Irving,27,20,658,26.2,0.6,0.34,0.24,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,2.1,0.8,2.9,0.21,6.7,0.9,7.7,1.6
2020,3,BRK,Dzanan Musa,20,40,487,9.4,0.48,0.45,0.35,4.6,13.5,9.1,12.6,1.5,0.2,15.4,20.1,-0.3,0.5,0.2,0.02,-3.5,-0.9,-4.4,-0.3
2020,3,BRK,Theo Pinson,24,33,365,5.2,0.37,0.52,0.1,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1.0,0.4,-0.6,-0.08,-6.8,-0.2,-7.0,-0.5
2020,3,BRK,Chris Chiozza,24,18,278,13.2,0.53,0.53,0.05,3.4,10.6,7.1,29.5,1.9,0.6,17.5,19.7,0.2,0.3,0.5,0.08,-0.8,-0.3,-1.1,0.1
2020,3,BRK,David Nwaba,27,20,268,14.0,0.63,0.39,0.38,3.2,14.0,8.7,4.3,1.9,3.7,8.8,14.2,0.4,0.4,0.8,0.14,-1.0,2.0,1.0,0.2
2020,3,BRK,Iman Shumpert,29,13,241,5.3,0.4,0.52,0.11,3.9,10.5,7.3,6.7,2.4,0.7,13.0,13.4,-0.3,0.3,0.0,-0.0,-6.3,0.8,-5.5,-0.2
2020,3,BRK,Tyler Johnson,27,8,194,15.6,0.55,0.46,0.23,4.4,8.4,6.4,18.6,1.0,0.4,5.4,19.8,0.4,0.1,0.6,0.14,0.6,-1.7,-1.1,0.0
2020,3,BRK,Nicolas Claxton,20,15,187,14.8,0.58,0.15,0.44,10.7,13.6,12.2,12.4,0.3,3.6,13.6,14.8,0.3,0.2,0.5,0.12,-0.7,0.0,-0.6,0.1
2020,3,BRK,Justin Anderson,26,10,107,3.2,0.35,0.76,0.1,1.0,18.9,10.2,10.1,0.0,4.7,9.1,17.1,-0.2,0.1,-0.1,-0.05,-6.8,-0.9,-7.7,-0.2
2020,3,BRK,Jeremiah Martin,23,9,99,21.8,0.54,0.34,0.26,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.18,1.5,1.7,3.2,0.1
2020,3,BRK,Lance Thomas,31,7,98,3.0,0.48,0.56,0.17,2.2,11.4,6.9,8.2,0.0,0.0,19.5,13.1,-0.1,0.1,0.0,-0.02,-5.7,-2.6,-8.3,-0.2
2020,3,BRK,Donta Hall,22,5,85,17.2,0.71,0.0,0.67,9.9,17.9,14.0,3.5,1.1,4.9,11.4,12.9,0.2,0.1,0.3,0.18,-2.1,0.3,-1.8,0.0
2020,3,BRK,Henry Ellenson,23,5,15,-1.3,0.14,0.57,0.0,14.1,27.0,20.7,8.7,0.0,0.0,0.0,19.5,-0.1,0.0,-0.1,-0.18,-7.8,-3.1,-10.9,0.0
2020,3,BRK,Jamal Crawford,39,1,6,33.2,0.62,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.9,0.1,0.0,0.1,0.49,12.4,2.6,15.0,0.0
