SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020,7,DAL,Dorian Finney-Smith,26,71,2120,12.3,0.6,0.58,0.21,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9
2020,7,DAL,Tim Hardaway,27,71,2091,14.5,0.58,0.58,0.21,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.1,1.2,-1.4,-0.1,1.0
2020,7,DAL,Luka Donaic,20,61,2047,27.6,0.58,0.43,0.45,4.1,25.0,14.7,45.7,1.5,0.6,14.8,36.8,6.5,2.3,8.8,0.21,7.4,1.0,8.4,5.4
2020,7,DAL,Maxi Kleber,28,74,1890,13.6,0.6,0.62,0.18,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,3.2,1.7,4.8,0.12,0.4,0.0,0.4,1.1
2020,7,DAL,Kristaps Porzingis,24,57,1814,20.2,0.55,0.43,0.3,5.9,25.1,15.6,8.8,1.1,5.4,8.0,27.0,2.6,2.6,5.2,0.14,1.8,0.1,1.9,1.8
2020,7,DAL,Seth Curry,29,64,1576,15.5,0.64,0.56,0.17,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2
2020,7,DAL,Delon Wright,27,73,1570,15.4,0.55,0.31,0.24,4.7,13.8,9.4,21.0,2.6,1.2,13.8,14.4,2.6,1.8,4.4,0.13,0.0,1.8,1.9,1.5
2020,7,DAL,Dwight Powell,28,40,1061,15.9,0.68,0.17,0.48,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,2.6,1.0,3.6,0.16,0.4,0.9,1.3,0.9
2020,7,DAL,Justin Jackson,24,65,1045,9.5,0.5,0.48,0.15,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,0.6,0.6,1.2,0.05,-2.1,-1.3,-3.4,-0.4
2020,7,DAL,Jalen Brunson,23,57,1022,14.9,0.55,0.31,0.19,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.1,0.1,-1.0,-0.9,0.3
2020,7,DAL,J.J. Barea,35,29,450,14.6,0.51,0.41,0.11,2.4,9.9,6.2,37.1,0.5,0.4,14.9,24.2,0.5,0.2,0.7,0.07,1.6,-3.0,-1.4,0.1
2020,7,DAL,Boban Marjanovic,31,44,422,25.7,0.61,0.08,0.27,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3
2020,7,DAL,Courtney Lee,34,24,345,10.8,0.63,0.57,0.08,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,0.09,-2.1,1.5,-0.6,0.1
2020,7,DAL,Trey Burke,27,8,191,16.0,0.55,0.45,0.13,0.6,7.6,4.1,23.2,2.3,0.4,9.4,21.4,0.3,0.2,0.5,0.12,1.0,-0.8,0.2,0.1
2020,7,DAL,Ryan Broekhoff,29,17,180,13.1,0.57,0.86,0.14,3.0,21.9,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.11,0.4,0.3,0.7,0.1
2020,7,DAL,Willie Cauley-Stein,26,13,157,22.2,0.68,0.02,0.2,8.8,31.0,20.1,9.6,1.2,6.0,9.3,14.7,0.5,0.3,0.7,0.22,0.9,2.2,3.1,0.2
2020,7,DAL,Michael Kidd-Gilchrist,26,13,121,1.7,0.4,0.23,0.38,4.4,23.1,13.9,4.0,0.8,2.1,37.2,8.5,-0.2,0.1,-0.1,-0.03,-7.6,-0.4,-8.0,-0.2
2020,7,DAL,Antonius Cleveland,25,11,46,2.5,0.34,0.21,0.36,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,-0.1,0.0,-0.1,-0.08,-9.0,-1.0,-10.1,-0.1
2020,7,DAL,Josh Reaves,22,4,28,5.8,0.4,0.22,0.22,3.8,7.4,5.6,14.2,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.03,-5.9,-4.0,-9.9,-0.1
