Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,13,2965,LAC,Los Angeles Clippers,22.0,NBA,PF,73.0,0.0,1178.0,5.3,11.0,0.49,0.0,0.1,0.0,5.3,10.9,0.49,1.5,2.3,0.66,3.8,6.9,10.7,1.2,0.6,0.7,1.5,4.1,12.2
1992,13,2965,LAC,Los Angeles Clippers,23.0,NBA,PF,79.0,38.0,1687.0,5.8,11.8,0.49,0.1,0.1,0.8,5.7,11.7,0.49,1.2,1.5,0.8,3.4,7.5,10.9,1.5,0.8,0.7,1.4,3.5,12.8
1993,13,2965,LAC,Los Angeles Clippers,24.0,NBA,PF,79.0,4.0,1653.0,6.8,13.4,0.51,0.0,0.1,0.25,6.8,13.3,0.51,2.5,3.4,0.75,3.6,7.1,10.7,1.2,1.2,0.8,1.8,3.7,16.2
1994,13,2965,LAC,Los Angeles Clippers,25.0,NBA,PF,75.0,56.0,2118.0,6.3,11.8,0.54,0.0,0.1,0.0,6.3,11.7,0.54,2.2,3.1,0.72,3.7,7.4,11.2,1.3,1.3,0.4,1.6,3.8,14.9
1995,13,2965,LAC,Los Angeles Clippers,26.0,NBA,PF,80.0,79.0,2966.0,7.4,14.4,0.51,0.1,0.4,0.21,7.3,14.0,0.52,2.1,3.0,0.71,3.2,6.2,9.4,1.7,1.3,0.4,2.0,2.9,17.0
1996,13,2965,LAC,Los Angeles Clippers,27.0,NBA,PF,80.0,78.0,2966.0,6.9,13.2,0.52,0.1,0.2,0.37,6.8,13.0,0.53,1.8,2.5,0.73,2.5,7.3,9.8,1.4,1.1,0.5,1.9,2.9,15.8
1997,13,2965,LAC,Los Angeles Clippers,28.0,NBA,PF,82.0,82.0,2838.0,6.9,13.8,0.5,0.0,0.2,0.17,6.8,13.6,0.5,1.7,2.4,0.7,2.8,7.5,10.4,1.4,1.1,0.3,1.7,3.1,15.5
1998,13,2965,LAC,Los Angeles Clippers,29.0,NBA,PF,10.0,6.0,265.0,4.9,11.4,0.43,0.0,0.3,0.0,4.9,11.1,0.44,0.4,1.1,0.38,2.2,6.7,8.8,1.0,0.5,0.3,1.8,4.5,10.2
1999,9,2965,DET,Detroit Pistons,30.0,NBA,PF,37.0,10.0,481.0,4.4,11.6,0.38,0.0,0.1,0.0,4.4,11.5,0.38,0.7,1.0,0.64,2.7,8.2,10.9,0.8,1.1,0.4,1.3,4.0,9.5
2001,31,2965,TOT,Total After Trade,32.0,NBA,PF,51.0,1.0,549.0,5.2,11.1,0.47,0.0,0.0,,5.2,11.1,0.47,0.5,0.7,0.8,3.3,8.0,11.3,1.5,1.4,0.5,1.7,4.9,11.0
2001,7,2965,DAL,Dallas Mavericks,32.0,NBA,PF,37.0,1.0,392.0,5.1,11.1,0.46,0.0,0.0,,5.1,11.1,0.46,0.4,0.6,0.67,3.2,8.1,11.3,1.5,1.4,0.5,1.7,5.6,10.5
2001,30,2965,WAS,Washington Wizards,32.0,NBA,PF,14.0,0.0,157.0,5.7,11.0,0.52,0.0,0.0,,5.7,11.0,0.52,0.9,0.9,1.0,3.7,7.8,11.5,1.6,1.4,0.5,1.8,3.0,12.4
