Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2008,5,1090,CHI,Chicago Bulls,Aaron Gray,"December 7, 1984",23.0,NBA,C,61.0,1.0,613.0,8.7,17.2,0.5,0.0,0.1,0.0,8.7,17.1,0.51,4.7,8.3,0.57,5.9,8.2,14.1,3.5,1.8,1.3,4.8,9.8,22.0,,100.0,105.0
2009,5,1090,CHI,Chicago Bulls,Aaron Gray,"December 7, 1984",24.0,NBA,C,56.0,18.0,715.0,5.8,12.0,0.48,0.0,0.1,0.0,5.8,12.0,0.49,2.5,4.3,0.58,6.1,9.8,15.9,3.3,1.0,1.3,2.9,9.7,14.1,,107.0,107.0
2010,31,1090,TOT,Total After Trade,Aaron Gray,"December 7, 1984",25.0,NBA,C,32.0,0.0,311.0,7.0,13.7,0.51,0.0,0.0,,7.0,13.7,0.51,3.3,4.7,0.71,7.5,10.2,17.6,3.7,1.5,1.8,3.0,9.0,17.3,,115.0,106.0
2010,5,1090,CHI,Chicago Bulls,Aaron Gray,"December 7, 1984",25.0,NBA,C,8.0,0.0,50.0,8.3,21.7,0.38,0.0,0.0,,8.3,21.7,0.38,2.1,7.2,0.29,5.2,11.3,16.5,2.1,0.0,0.0,1.0,10.3,18.6,,88.0,107.0
2010,19,1090,NOH,New Orleans Hornets,Aaron Gray,"December 7, 1984",25.0,NBA,C,24.0,0.0,261.0,6.8,12.1,0.56,0.0,0.0,,6.8,12.1,0.56,3.6,4.2,0.86,7.9,9.9,17.9,4.0,1.8,2.2,3.4,8.7,17.1,,121.0,106.0
2011,19,1090,NOH,New Orleans Hornets,Aaron Gray,"December 7, 1984",26.0,NBA,C,41.0,6.0,531.0,5.7,10.1,0.57,0.0,0.0,,5.7,10.1,0.57,1.7,3.5,0.5,6.0,11.4,17.4,1.6,1.1,1.2,3.3,9.8,13.1,,105.0,103.0
2012,28,1090,TOR,Toronto Raptors,Aaron Gray,"December 7, 1984",27.0,NBA,C,49.0,40.0,813.0,5.5,10.6,0.52,0.0,0.0,,5.5,10.6,0.52,1.7,3.1,0.53,5.5,13.1,18.6,1.8,1.5,1.1,3.4,8.4,12.6,,98.0,100.0
2013,28,1090,TOR,Toronto Raptors,Aaron Gray,"December 7, 1984",28.0,NBA,C,42.0,16.0,513.0,5.0,9.3,0.53,0.0,0.0,,5.0,9.3,0.53,2.4,4.6,0.52,5.0,8.8,13.8,3.4,0.7,0.5,3.7,8.8,12.3,,101.0,108.0
2014,31,1090,TOT,Total After Trade,Aaron Gray,"December 7, 1984",29.0,NBA,C,37.0,6.0,355.0,3.9,8.8,0.44,0.0,0.1,0.0,3.9,8.6,0.45,1.6,2.9,0.55,6.0,9.9,15.9,3.2,1.4,1.1,4.4,9.2,9.3,,90.0,106.0
2014,28,1090,TOR,Toronto Raptors,Aaron Gray,"December 7, 1984",29.0,NBA,C,4.0,0.0,20.0,5.2,7.8,0.67,0.0,0.0,,5.2,7.8,0.67,2.6,5.2,0.5,7.8,13.1,20.9,7.8,0.0,0.0,10.5,18.3,13.1,,88.0,105.0
2014,26,1090,SAC,Sacramento Kings,Aaron Gray,"December 7, 1984",29.0,NBA,C,33.0,6.0,335.0,3.8,8.8,0.43,0.0,0.2,0.0,3.8,8.7,0.44,1.5,2.7,0.56,5.9,9.7,15.6,2.9,1.5,1.2,4.1,8.7,9.1,,90.0,106.0
