Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,9.0,2934,DET,Detroit Pistons,23.0,NBA,SF,82,,32.6,5.2,11.3,.465,0.0,0.1,.167,5.2,11.1,.469,.466,1.7,2.3,.765,2.8,4.9,7.6,1.6,1.3,2.7,2.1,2.9,12.3
1981,9.0,2934,DET,Detroit Pistons,24.0,NBA,SF,82,,31.1,5.8,10.9,.532,0.0,0.1,.000,5.8,10.8,.537,.532,1.8,3.0,.592,2.4,4.5,6.9,1.7,1.4,2.2,2.0,2.6,13.4
1982,9.0,2934,DET,Detroit Pistons,25.0,NBA,PF,82,0,24.3,4.1,7.8,.523,0.0,0.0,.250,4.1,7.8,.524,.523,1.7,2.3,.740,1.9,4.1,6.0,1.5,0.9,2.0,1.5,2.2,9.9
1983,9.0,2934,DET,Detroit Pistons,26.0,NBA,SF,82,56,31.0,5.1,10.7,.478,0.0,0.2,.133,5.1,10.5,.484,.480,1.8,2.4,.745,2.2,4.4,6.6,1.9,1.3,2.0,1.5,2.7,12.1
1984,9.0,2934,DET,Detroit Pistons,27.0,NBA,SF,82,7,19.5,3.8,8.4,.453,0.0,0.2,.154,3.8,8.3,.459,.454,1.1,1.6,.712,1.3,2.2,3.5,0.9,0.8,0.7,1.0,1.8,8.8
1985,9.0,2934,DET,Detroit Pistons,28.0,NBA,SF,82,53,24.4,5.1,10.4,.494,0.0,0.1,.000,5.1,10.3,.498,.494,1.3,1.8,.716,1.8,3.4,5.2,0.8,0.6,1.1,0.9,2.3,11.6
1986,26.0,2934,SAC,Sacramento Kings,29.0,NBA,SF,71,52,23.3,4.2,9.1,.455,0.0,0.0,.000,4.2,9.1,.457,.455,1.2,1.6,.750,1.5,2.9,4.4,1.3,0.9,1.5,1.3,2.2,9.5
1987,26.0,2934,SAC,Sacramento Kings,30.0,NBA,SF,82,48,23.5,4.0,8.1,.495,0.0,0.0,.333,4.0,8.1,.496,.496,1.2,1.7,.721,1.4,2.6,4.0,0.9,0.7,1.0,1.0,1.8,9.3
1988,26.0,2934,SAC,Sacramento Kings,31.0,NBA,SF,74,28,16.0,2.5,5.5,.452,0.0,0.1,.143,2.5,5.4,.458,.453,0.6,0.9,.641,1.2,2.1,3.3,0.8,0.6,0.6,0.6,1.1,5.5
1989,7.0,2934,DAL,Dallas Mavericks,32.0,NBA,SF,70,11,15.1,2.4,5.1,.469,0.0,0.1,.111,2.4,5.0,.479,.471,0.7,0.9,.758,1.1,1.9,3.0,0.6,0.3,0.6,0.7,1.3,5.5
