Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,17,MIL,Milwaukee Bucks,Gary Payton,34,6,6,251,6.9,16.1,0.43,0.1,2.2,0.07,6.7,13.9,0.48,2.0,2.9,0.7,0.6,2.0,2.6,7.5,1.1,0.1,1.9,2.6,15.9
2003,17,MIL,Milwaukee Bucks,Sam Cassell,33,6,6,217,6.5,13.8,0.47,1.8,3.5,0.52,4.6,10.3,0.45,2.3,2.5,0.93,0.5,2.7,3.2,2.7,0.5,0.2,2.8,3.3,17.1
2003,17,MIL,Milwaukee Bucks,Desmond Mason,25,6,6,204,4.9,9.7,0.51,0.0,0.7,0.0,4.9,9.0,0.55,3.9,5.5,0.71,1.1,6.4,7.4,0.9,1.1,0.7,1.2,3.4,13.8
2003,17,MIL,Milwaukee Bucks,Tim Thomas,25,6,5,191,6.8,14.7,0.46,2.3,4.0,0.57,4.5,10.7,0.42,4.3,6.0,0.72,1.5,4.0,5.5,1.5,0.6,1.1,1.5,5.1,20.2
2003,17,MIL,Milwaukee Bucks,Toni Kukoc,34,6,0,184,6.3,12.7,0.49,2.2,5.7,0.38,4.1,7.0,0.58,2.7,3.9,0.7,1.2,3.7,4.9,4.3,2.5,0.2,2.2,2.3,17.4
2003,17,MIL,Milwaukee Bucks,Anthony Mason,36,6,0,157,1.6,3.9,0.41,0.0,0.0,,1.6,3.9,0.41,2.1,3.0,0.69,0.9,3.7,4.6,0.2,0.7,0.2,1.8,3.9,5.3
2003,17,MIL,Milwaukee Bucks,Michael Redd,23,6,0,128,5.9,14.6,0.4,0.8,3.4,0.25,5.1,11.3,0.45,3.7,3.9,0.93,2.5,3.4,5.9,3.1,0.6,0.3,2.0,4.2,16.3
2003,17,MIL,Milwaukee Bucks,Ervin Johnson,35,6,3,76,1.4,3.8,0.38,0.0,0.0,,1.4,3.8,0.38,0.0,0.0,,2.8,8.5,11.4,1.4,1.4,2.4,1.4,9.5,2.8
2003,17,MIL,Milwaukee Bucks,Joel Przybilla,23,4,3,33,1.1,1.1,1.0,0.0,0.0,,1.1,1.1,1.0,0.0,0.0,,2.2,8.7,10.9,1.1,0.0,2.2,1.1,12.0,2.2
2003,17,MIL,Milwaukee Bucks,Marcus Haislip,22,2,1,24,6.0,9.0,0.67,0.0,0.0,,6.0,9.0,0.67,3.0,6.0,0.5,3.0,3.0,6.0,3.0,3.0,1.5,1.5,7.5,15.0
