Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2007,28,TOR,Toronto Raptors,Chris Bosh,22,69,69,38.5,7.9,15.9,0.5,0.2,0.5,0.34,7.7,15.3,0.5,0.5,6.7,8.6,0.78,2.7,8.0,10.7,2.5,0.6,1.3,2.6,2.4,22.6
2007,28,TOR,Toronto Raptors,Anthony Parker,31,73,73,33.4,4.5,9.4,0.48,1.6,3.6,0.44,2.9,5.8,0.5,0.56,1.8,2.2,0.84,0.8,3.1,3.9,2.1,1.0,0.2,1.0,1.8,12.4
2007,28,TOR,Toronto Raptors,T.J. Ford,23,75,71,29.9,5.2,12.0,0.44,0.3,0.9,0.3,5.0,11.1,0.45,0.45,3.2,3.9,0.82,0.7,2.4,3.1,7.9,1.3,0.1,3.1,2.5,14.0
2007,28,TOR,Toronto Raptors,Jorge Garbajosa,29,67,60,28.5,3.3,7.9,0.42,1.0,2.9,0.34,2.3,5.0,0.46,0.48,0.9,1.2,0.73,0.7,4.2,4.9,1.9,1.2,0.2,1.0,1.3,8.5
2007,28,TOR,Toronto Raptors,Juan Dixon,28,26,5,26.3,4.2,10.0,0.42,1.0,3.2,0.32,3.2,6.8,0.47,0.48,1.6,1.7,0.93,0.4,2.4,2.8,1.6,1.0,0.1,0.9,2.5,11.1
2007,28,TOR,Toronto Raptors,Andrea Bargnani,21,65,2,25.1,4.1,9.6,0.43,1.5,4.1,0.37,2.6,5.5,0.47,0.51,1.8,2.2,0.82,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6
2007,28,TOR,Toronto Raptors,Fred Jones,27,39,9,22.3,2.5,6.4,0.39,0.8,2.6,0.32,1.6,3.8,0.43,0.45,1.9,2.3,0.83,0.4,1.7,2.1,1.4,0.8,0.3,1.3,2.1,7.6
2007,28,TOR,Toronto Raptors,Morris Peterson,29,71,12,21.3,3.1,7.3,0.43,1.5,4.2,0.36,1.6,3.1,0.52,0.53,1.2,1.7,0.68,0.5,2.9,3.3,0.7,0.6,0.2,0.7,1.8,8.9
2007,28,TOR,Toronto Raptors,Jose Calderon,25,77,11,21.0,3.4,6.6,0.52,0.3,1.0,0.33,3.1,5.6,0.55,0.55,1.5,1.9,0.82,0.3,1.5,1.7,5.0,0.8,0.1,1.4,1.8,8.7
2007,28,TOR,Toronto Raptors,Rasho Nesterovic,30,80,73,21.0,2.9,5.3,0.55,0.0,0.0,0.0,2.9,5.3,0.55,0.55,0.4,0.6,0.68,1.4,3.1,4.5,0.9,0.5,1.1,0.7,2.4,6.2
2007,28,TOR,Toronto Raptors,Joey Graham,24,79,21,16.7,2.4,4.9,0.5,0.1,0.4,0.29,2.3,4.5,0.51,0.51,1.4,1.7,0.84,0.7,2.4,3.1,0.6,0.4,0.1,0.6,2.0,6.4
2007,28,TOR,Toronto Raptors,Luke Jackson,25,10,2,12.2,1.8,3.5,0.51,0.4,1.3,0.31,1.4,2.2,0.64,0.57,0.5,0.9,0.56,0.2,0.7,0.9,0.9,0.5,0.1,0.6,1.2,4.5
2007,28,TOR,Toronto Raptors,Kris Humphries,21,60,2,11.2,1.5,3.1,0.47,0.0,0.0,,1.5,3.1,0.47,0.47,0.9,1.3,0.67,1.3,1.8,3.1,0.3,0.2,0.4,0.5,1.6,3.8
2007,28,TOR,Toronto Raptors,Darrick Martin,35,31,0,7.1,1.1,3.0,0.35,0.4,1.2,0.35,0.6,1.8,0.35,0.42,0.5,0.7,0.71,0.1,0.3,0.4,1.4,0.1,0.0,0.4,0.7,3.0
2007,28,TOR,Toronto Raptors,Pape Sow,25,7,0,4.9,0.4,1.3,0.33,0.0,0.0,,0.4,1.3,0.33,0.33,0.6,0.9,0.67,0.9,0.7,1.6,0.3,0.1,0.1,0.1,0.3,1.4
2007,28,TOR,Toronto Raptors,P.J. Tucker,21,17,0,4.9,0.6,1.3,0.5,0.0,0.0,,0.6,1.3,0.5,0.5,0.5,0.8,0.57,0.6,0.7,1.4,0.2,0.1,0.0,0.4,0.7,1.8
2007,28,TOR,Toronto Raptors,Uros Slokar,23,20,0,3.6,0.7,1.3,0.54,0.1,0.1,0.5,0.7,1.2,0.54,0.56,0.5,0.7,0.69,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9
