SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2007,3,NJN,Vince Carter,30,82,82,38.1,8.9,19.5,0.45,1.9,5.3,0.36,7.0,14.2,0.49,0.5,5.6,7.0,0.8,1.4,4.6,6.0,4.8,1.0,0.4,2.6,3.2,25.2
2007,3,NJN,Jason Kidd,33,80,80,36.7,4.6,11.4,0.41,1.6,4.5,0.34,3.1,6.8,0.45,0.48,2.2,2.9,0.78,1.7,6.5,8.2,9.2,1.6,0.3,2.7,1.8,13.0
2007,3,NJN,Richard Jefferson,26,55,53,35.6,5.5,12.1,0.46,0.9,2.6,0.36,4.6,9.5,0.48,0.5,4.3,5.9,0.73,0.9,3.5,4.4,2.7,0.6,0.1,2.2,2.2,16.3
2007,3,NJN,Nenad Krstic,23,26,26,32.6,6.5,12.4,0.53,0.0,0.0,0.0,6.5,12.4,0.53,0.53,3.3,4.7,0.71,2.0,4.8,6.8,1.8,0.4,0.9,2.0,3.4,16.4
2007,3,NJN,Mikki Moore,31,79,55,26.4,3.9,6.4,0.61,0.0,0.0,0.0,3.9,6.4,0.61,0.61,2.0,3.0,0.68,1.8,3.3,5.1,0.9,0.6,0.8,1.4,3.3,9.8
2007,3,NJN,Jason Collins,28,80,78,23.1,0.7,1.9,0.36,0.0,0.0,0.0,0.7,1.9,0.37,0.36,0.7,1.6,0.46,1.1,2.8,4.0,0.6,0.5,0.5,0.9,3.4,2.1
2007,3,NJN,Bostjan Nachbar,26,76,1,20.2,3.0,6.5,0.46,1.5,3.5,0.42,1.5,3.0,0.5,0.57,1.7,2.2,0.8,0.4,3.0,3.3,0.8,0.4,0.3,0.9,2.4,9.2
2007,3,NJN,Clifford Robinson,40,50,1,19.1,1.6,4.4,0.37,0.5,1.3,0.38,1.1,3.0,0.37,0.43,0.3,0.7,0.44,0.6,1.8,2.4,1.0,0.2,0.5,0.6,2.0,4.1
2007,3,NJN,Antoine Wright,22,63,23,18.0,1.7,4.0,0.44,0.3,0.9,0.32,1.4,3.0,0.47,0.48,0.7,1.2,0.6,0.6,2.2,2.8,0.9,0.5,0.2,0.7,1.9,4.5
2007,3,NJN,Eddie House,28,56,1,16.9,3.2,7.5,0.43,1.3,3.1,0.43,1.9,4.4,0.43,0.52,0.6,0.6,0.92,0.3,1.4,1.6,1.2,0.5,0.1,0.5,1.2,8.4
2007,3,NJN,Marcus Williams,21,79,2,16.6,2.6,6.7,0.4,0.6,2.1,0.28,2.1,4.6,0.45,0.44,0.9,1.1,0.85,0.4,1.7,2.1,3.3,0.4,0.0,1.8,1.2,6.8
2007,3,NJN,Josh Boone,22,61,0,11.0,1.6,2.8,0.58,0.0,0.0,,1.6,2.8,0.58,0.58,0.9,1.7,0.54,1.0,1.8,2.9,0.2,0.2,0.3,0.5,1.5,4.2
2007,3,NJN,Hassan Adams,22,61,8,8.1,1.2,2.2,0.56,0.0,0.0,0.0,1.2,2.2,0.56,0.56,0.4,0.6,0.67,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9
2007,3,NJN,Bernard Robinson,26,10,0,3.7,0.3,0.8,0.38,0.0,0.0,,0.3,0.8,0.38,0.38,0.4,0.5,0.8,0.1,0.5,0.6,0.2,0.4,0.1,0.0,0.4,1.0
2007,3,NJN,Mile Ilic,22,5,0,1.2,0.0,0.6,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.0
