SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2007,21,SEA,Ray Allen,31.0,55.0,2219.0,0.44,0.48,0.37,0.51,0.9,0.56,0.27,0.38,96.0,99.0,104.0,103.0,120.0,104.0,82.0,181.0,30.4,58.2
2007,21,SEA,Rashard Lewis,27.0,60.0,2348.0,0.46,0.5,0.39,0.54,0.84,0.59,0.31,0.38,101.0,104.0,109.0,108.0,112.0,108.0,96.0,181.0,79.3,103.6
2007,21,SEA,Chris Wilcox,24.0,82.0,2586.0,0.53,0.53,0.0,0.53,0.68,0.57,0.43,0.01,115.0,110.0,,107.0,91.0,105.0,131.0,3.0,53.0,51.8
2007,21,SEA,Nick Collison,26.0,82.0,2378.0,0.5,0.5,0.0,0.5,0.77,0.55,0.31,0.0,109.0,103.0,,101.0,103.0,101.0,96.0,1.0,4.6,6.4
2007,21,SEA,Luke Ridnour,25.0,71.0,2091.0,0.43,0.45,0.35,0.47,0.8,0.51,0.23,0.2,95.0,93.0,98.0,94.0,107.0,94.0,70.0,94.0,-38.9,-49.4
2007,21,SEA,Earl Watson,27.0,77.0,2152.0,0.38,0.42,0.33,0.45,0.74,0.48,0.21,0.41,84.0,87.0,92.0,91.0,98.0,89.0,65.0,192.0,-64.0,-88.0
2007,21,SEA,Damien Wilkins,27.0,82.0,2037.0,0.44,0.44,0.41,0.48,0.88,0.54,0.28,0.2,95.0,91.0,114.0,96.0,117.0,99.0,86.0,95.0,-23.6,-8.9
2007,21,SEA,Johan Petro,21.0,81.0,1510.0,0.52,0.52,,0.52,0.65,0.53,0.18,0.0,113.0,106.0,,104.0,86.0,98.0,54.0,,17.2,-9.0
2007,21,SEA,Mickael Gelabale,23.0,70.0,1239.0,0.46,0.51,0.23,0.48,0.8,0.54,0.31,0.18,101.0,105.0,65.0,97.0,107.0,99.0,95.0,84.0,-7.1,-4.0
2007,21,SEA,Mike Wilks,27.0,47.0,534.0,0.47,0.48,0.33,0.49,0.79,0.53,0.3,0.11,102.0,100.0,93.0,98.0,104.0,98.0,91.0,50.0,-3.0,-2.7
2007,21,SEA,Andre Brown,25.0,38.0,271.0,0.57,0.57,0.0,0.57,0.6,0.58,0.2,0.01,124.0,119.0,,114.0,80.0,107.0,62.0,6.0,10.5,5.7
2007,21,SEA,Mouhamed Sene,20.0,28.0,169.0,0.37,0.37,,0.37,0.59,0.43,0.59,0.0,80.0,76.0,,74.0,78.0,79.0,181.0,,-12.6,-13.9
2007,21,SEA,Danny Fortson,30.0,14.0,158.0,0.5,0.52,0.0,0.5,0.77,0.56,0.43,0.03,109.0,107.0,,101.0,102.0,103.0,132.0,16.0,0.2,1.3
2007,21,SEA,Andreas Glyniadakis,25.0,13.0,81.0,0.47,0.47,,0.47,0.5,0.48,0.12,0.0,103.0,97.0,,95.0,66.0,88.0,36.0,,-0.9,-2.4
2007,21,SEA,Desmon Farmer,25.0,8.0,32.0,0.33,0.43,0.25,0.4,1.0,0.42,0.07,0.53,73.0,88.0,70.0,81.0,133.0,78.0,20.0,251.0,-2.9,-3.7
2007,21,SEA,Randy Livingston,31.0,4.0,26.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-3.0,-3.2
2007,21,SEA,Team,,,,0.46,0.49,0.36,0.5,0.79,0.54,0.29,0.22,100.0,100.0,101.0,101.0,105.0,101.0,88.0,103.0,39.2,41.8
2007,21,SEA,League Average,,,,0.46,0.48,0.36,0.5,0.75,0.54,0.33,0.21,,,,,,,,,,
