Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1999,17,54,MIL,Milwaukee Bucks,23.0,NBA,SG,3.0,120.0,23.7,0.64,0.4,0.28,8.1,14.0,11.1,22.7,1.4,0.8,17.3,25.3,0.4,-0.1,0.3,0.11,6.8,-0.8,6.0,0.2
2001,17,54,MIL,Milwaukee Bucks,25.0,NBA,SG,18.0,768.0,23.7,0.61,0.36,0.26,2.8,7.4,5.2,27.1,1.7,0.9,10.4,24.9,3.2,0.4,3.6,0.22,8.2,0.1,8.3,2.0
2005,21,54,SEA,Seattle Supersonics,29.0,NBA,SG,11.0,436.0,23.5,0.6,0.38,0.29,3.5,9.7,6.6,19.5,1.7,0.7,12.3,29.3,1.5,0.1,1.6,0.18,7.5,-0.4,7.1,1.0
2008,2,54,BOS,Boston Celtics,32.0,NBA,SG,26.0,987.0,14.9,0.58,0.45,0.3,3.2,9.2,6.2,12.7,1.4,0.7,9.8,19.0,2.0,1.1,3.1,0.15,2.2,0.8,3.0,1.3
2009,2,54,BOS,Boston Celtics,33.0,NBA,SG,14.0,565.0,14.2,0.55,0.48,0.28,2.7,9.0,5.8,11.0,1.4,0.7,9.7,21.0,0.7,0.5,1.2,0.1,1.8,-0.4,1.4,0.4
2010,2,54,BOS,Boston Celtics,34.0,NBA,SG,24.0,925.0,13.1,0.57,0.48,0.26,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,1.1,1.3,2.4,0.13,1.5,0.4,1.9,0.9
2011,2,54,BOS,Boston Celtics,35.0,NBA,SG,9.0,361.0,19.6,0.71,0.51,0.23,1.8,9.3,5.8,10.5,1.6,0.2,7.7,17.2,1.3,0.3,1.7,0.22,4.9,2.3,7.1,0.8
2012,2,54,BOS,Boston Celtics,36.0,NBA,SG,18.0,616.0,10.0,0.51,0.55,0.27,1.6,12.3,7.1,5.0,1.5,0.3,8.3,16.2,0.2,0.8,1.0,0.08,-1.1,0.4,-0.7,0.2
2013,16,54,MIA,Miami Heat,37.0,NBA,SG,23.0,573.0,14.4,0.6,0.56,0.31,2.9,10.8,6.9,8.3,1.2,0.4,12.1,18.8,1.1,0.5,1.5,0.13,1.5,-0.8,0.7,0.4
2014,16,54,MIA,Miami Heat,38.0,NBA,SG,20.0,527.0,12.8,0.58,0.59,0.26,3.4,13.2,8.5,9.7,1.5,0.7,13.1,17.8,0.6,0.3,0.9,0.08,1.1,-0.9,0.2,0.3
