Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,5.0,2715,CHI,Charlotte Bobcats,27.0,NBA,PG,82.0,2673.0,12.5,0.52,0.07,0.24,3.2,6.9,5.1,23.8,2.4,0.4,20.3,21.2,,0.5,1.9,2.4,0.04,,-1.3,-0.6,-1.9,0.1
1981,5.0,2715,CHI,Charlotte Bobcats,28.0,NBA,PG,71.0,1803.0,15.6,0.55,0.09,0.32,3.0,5.9,4.6,23.3,2.6,0.5,19.0,24.5,,2.2,1.6,3.8,0.1,,-0.1,-0.5,-0.6,0.6
1982,5.0,2715,CHI,Charlotte Bobcats,29.0,NBA,SG,80.0,1938.0,12.2,0.52,0.1,0.32,2.3,5.9,4.2,23.5,1.8,0.5,19.2,24.4,,-0.2,1.2,1.0,0.02,,-2.0,-1.4,-3.4,-0.7
1983,,2715,WSB,None,30.0,NBA,SG,41.0,1438.0,12.8,0.52,0.1,0.35,2.7,5.2,3.9,22.6,2.0,0.6,19.3,22.0,,0.4,2.0,2.4,0.08,,-1.2,0.6,-0.7,0.5
1984,,2715,WSB,None,31.0,NBA,SG,81.0,2624.0,13.2,0.51,0.1,0.24,2.3,5.7,4.0,22.2,2.2,0.4,15.3,23.6,,0.4,2.5,2.9,0.05,,-1.3,-0.2,-1.6,0.3
1985,21.0,2715,SEA,Seattle Supersonics,32.0,NBA,SG,71.0,1490.0,11.3,0.5,0.04,0.26,2.1,5.9,4.0,26.3,1.6,0.3,18.4,24.1,,-0.9,1.0,0.1,0.0,,-2.3,-1.3,-3.7,-0.6
1986,21.0,2715,SEA,Seattle Supersonics,33.0,NBA,SG,78.0,1279.0,13.4,0.51,0.08,0.23,2.6,6.6,4.6,21.7,1.7,0.1,12.5,22.3,,1.1,1.1,2.2,0.08,,-0.7,-0.6,-1.3,0.2
