SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1989,14,LAL,James Worthy,27,15,600,21.6,0.61,0.03,0.3,7.7,11.4,9.7,12.1,1.5,1.6,9.8,24.5,1.6,0.5,2.2,0.18,4.8,0.3,5.1,1.1
1989,14,LAL,Magic Johnson,29,14,518,23.4,0.61,0.2,0.49,3.6,14.1,9.2,47.6,2.6,0.3,20.0,22.2,1.5,0.6,2.2,0.2,6.2,2.0,8.2,1.3
1989,14,LAL,A.C. Green,25,15,502,12.1,0.52,0.03,0.67,9.4,21.2,15.7,4.8,1.6,0.7,13.5,14.8,0.4,0.6,1.0,0.1,-0.6,-0.7,-1.3,0.1
1989,14,LAL,Michael Cooper,32,15,414,12.2,0.58,0.62,0.27,2.7,8.0,5.6,23.1,1.1,1.1,14.6,12.2,0.7,0.3,1.0,0.11,2.0,0.8,2.8,0.5
1989,14,LAL,Byron Scott,27,11,402,17.1,0.59,0.24,0.34,3.1,9.3,6.4,9.8,2.3,0.3,9.8,22.1,0.8,0.4,1.2,0.14,1.6,0.6,2.2,0.4
1989,14,LAL,Mychal Thompson,34,15,377,14.9,0.55,0.0,0.47,12.8,10.8,11.8,4.4,0.8,1.9,8.3,19.4,0.7,0.3,1.0,0.13,0.2,-1.0,-0.8,0.1
1989,14,LAL,Kareem Abdul-Jabbar,41,15,351,11.9,0.5,0.0,0.29,4.6,14.1,9.7,8.5,0.7,1.9,11.7,23.3,0.0,0.3,0.3,0.04,-2.6,-0.6,-3.2,-0.1
1989,14,LAL,Orlando Woolridge,29,15,276,15.2,0.6,0.0,0.83,9.0,19.4,14.6,8.9,0.4,3.2,17.7,19.6,0.3,0.3,0.7,0.11,-0.3,0.6,0.4,0.2
1989,14,LAL,Tony Campbell,26,9,106,13.3,0.69,0.13,0.71,4.7,8.1,6.5,8.7,1.4,0.0,18.1,20.4,0.2,0.1,0.3,0.13,-1.4,0.3,-1.1,0.0
1989,14,LAL,David Rivers,24,6,33,8.4,0.48,0.17,0.67,3.8,9.8,7.0,25.5,0.0,0.0,20.5,25.7,0.0,0.0,0.0,-0.01,-5.0,-4.4,-9.4,-0.1
1989,14,LAL,Jeff Lamp,29,5,14,11.8,0.51,0.0,0.33,17.7,7.7,12.3,11.5,0.0,0.0,12.7,24.5,0.0,0.0,0.0,0.05,-3.3,-3.9,-7.2,0.0
1989,14,LAL,Mark McNamara,29,3,7,11.8,0.52,0.0,1.0,0.0,15.3,8.2,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.07,-1.2,-4.4,-5.6,0.0
