Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,21,33,OKC,Oklahoma City Thunder,22.0,NBA,C,18.0,142.0,7.0,0.54,0.0,0.27,11.1,17.5,14.4,4.0,1.8,3.6,32.3,7.9,0.0,0.2,0.2,0.07,-5.6,1.6,-4.0,-0.1
2012,21,33,OKC,Oklahoma City Thunder,23.0,NBA,C,26.0,173.0,17.7,0.59,0.0,0.33,9.2,21.6,15.8,2.7,2.4,6.7,15.7,14.9,0.3,0.4,0.6,0.18,-1.3,2.2,1.0,0.1
2013,31,33,TOT,Total After Trade,24.0,NBA,C,45.0,388.0,11.1,0.56,0.0,0.25,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,0.1,0.4,0.6,0.07,-3.5,0.6,-2.9,-0.1
2013,11,33,HOU,Houston Rockets,24.0,NBA,C,30.0,213.0,7.3,0.53,0.0,0.21,6.5,23.7,15.2,4.1,0.7,3.2,23.0,12.5,-0.1,0.3,0.2,0.04,-5.6,0.6,-5.0,-0.2
2013,26,33,SAC,Sacramento Kings,24.0,NBA,C,15.0,175.0,15.7,0.6,0.0,0.3,11.5,30.4,20.7,2.6,0.6,6.3,17.7,12.9,0.2,0.2,0.4,0.11,-1.0,0.5,-0.5,0.1
2014,20,33,NYK,New York Knicks,25.0,NBA,C,46.0,330.0,19.1,0.62,0.0,0.49,12.8,33.8,23.0,6.4,1.3,8.1,19.5,13.0,0.6,0.6,1.2,0.18,-0.1,1.6,1.5,0.3
2015,20,33,NYK,New York Knicks,26.0,NBA,C,61.0,976.0,18.1,0.51,0.0,0.21,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,0.8,1.4,2.2,0.11,-0.8,1.1,0.3,0.6
2016,13,33,LAC,Los Angeles Clippers,27.0,NBA,C,60.0,800.0,21.3,0.63,0.0,0.37,11.9,27.1,19.6,10.0,2.9,6.7,19.6,18.4,1.4,2.0,3.5,0.21,-0.9,3.4,2.4,0.9
2017,18,33,MIN,Minnesota Timberwolves,28.0,NBA,C,62.0,531.0,12.7,0.55,0.0,0.26,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,0.12,-2.3,1.5,-0.8,0.2
2018,18,33,MIN,Minnesota Timberwolves,29.0,NBA,C,21.0,49.0,6.0,0.34,0.0,0.4,7.0,28.6,17.6,8.2,2.0,1.8,5.4,16.8,-0.1,0.1,0.0,-0.01,-6.8,-0.7,-7.5,-0.1
