PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Payton,28,82,82,3213,7.9,16.6,0.47600000000000003,1.3,4.3,0.313,6.6,12.3,0.5329999999999999,2.8,4.0,0.715,1.2,3.0,4.2,6.5,2.2,0.1,2.4,2.3,20.0
Hersey Hawkins,30,82,82,2755,4.8,10.4,0.46399999999999997,1.9,4.6,0.40299999999999997,3.0,5.7,0.514,3.4,3.9,0.875,1.2,3.0,4.2,3.3,2.1,0.2,1.7,1.9,14.9
Shawn Kemp,27,81,75,2750,6.9,13.5,0.51,0.2,0.4,0.364,6.7,13.1,0.515,5.9,8.0,0.742,3.6,7.0,10.6,2.0,1.6,1.1,3.7,4.2,19.8
Detlef Schrempf,34,61,60,2192,5.8,11.9,0.49200000000000005,0.9,2.6,0.354,4.9,9.2,0.531,4.2,5.2,0.8009999999999999,1.4,5.0,6.5,4.4,1.0,0.3,2.5,2.5,16.8
Sam Perkins,35,81,4,1976,5.3,12.0,0.439,2.2,5.6,0.395,3.1,6.4,0.47700000000000004,3.4,4.2,0.8170000000000001,1.3,4.1,5.5,1.9,1.3,0.9,1.4,2.4,16.2
Jim McIlvaine,24,82,79,1477,3.2,6.7,0.47100000000000003,0.0,0.2,0.14300000000000002,3.1,6.6,0.48,1.3,2.6,0.495,3.2,4.8,8.0,0.6,1.0,4.0,1.5,6.0,7.7
Larry Stewart,28,70,21,982,4.1,9.2,0.444,0.3,1.4,0.243,3.8,7.9,0.479,2.5,3.4,0.72,2.7,3.5,6.3,1.9,1.1,0.8,2.3,4.0,11.0
David Wingate,33,65,2,929,3.4,8.3,0.41600000000000004,1.0,2.8,0.35200000000000004,2.5,5.5,0.44799999999999995,1.3,1.6,0.825,0.9,2.0,2.9,3.1,1.7,0.2,1.4,4.2,9.1
Craig Ehlo,35,62,0,848,3.7,10.5,0.35100000000000003,1.1,4.0,0.284,2.5,6.5,0.392,0.6,1.1,0.5,1.7,3.0,4.7,2.9,1.5,0.2,1.9,3.0,9.1
Terry Cummings,35,45,3,828,6.7,13.9,0.486,0.1,0.2,0.6,6.6,13.7,0.484,2.5,3.6,0.695,3.0,4.9,8.0,1.7,1.4,0.3,2.0,4.9,16.1
Nate McMillan,32,37,2,798,2.8,6.7,0.409,1.3,3.8,0.33299999999999996,1.5,2.9,0.508,0.9,1.3,0.655,0.7,4.6,5.3,6.3,2.6,0.3,1.4,3.5,7.6
Eric Snow,23,67,0,775,3.4,7.6,0.451,0.2,0.7,0.267,3.3,6.9,0.47,2.2,3.1,0.7120000000000001,0.8,2.5,3.3,7.4,1.7,0.1,2.2,4.4,9.2
Greg Graham,26,28,0,197,5.3,14.6,0.363,1.6,5.7,0.29,3.7,9.0,0.408,4.8,7.3,0.65,0.4,2.0,2.4,2.0,2.2,0.2,1.8,2.2,17.0
Steve Scheffler,29,7,0,29,7.4,8.7,0.857,0.0,0.0,,7.4,8.7,0.857,1.2,2.5,0.5,1.2,2.5,3.7,0.0,0.0,0.0,6.2,6.2,16.1
Antonio Harvey,26,6,0,26,6.9,15.2,0.455,0.0,0.0,,6.9,15.2,0.455,6.9,8.3,0.833,2.8,11.1,13.8,1.4,0.0,5.5,1.4,11.1,20.8
Elmore Spencer,27,1,0,5,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.2,0.0,7.2,0.0,0.0
