Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,9,464,DET,Detroit Pistons,Tony Campbell,"May 7, 1962",22.0,NBA,SF,56.0,625.0,10.3,0.54,0.0,0.27,6.6,8.4,7.4,5.1,2.0,0.3,19.1,22.2,-0.2,0.6,0.4,0.03,-4.3,-0.7,-5.0,-0.5
1986,9,464,DET,Detroit Pistons,Tony Campbell,"May 7, 1962",23.0,NBA,SF,82.0,1292.0,12.6,0.51,0.02,0.12,6.7,12.9,9.7,4.8,2.2,0.3,11.8,22.0,0.1,1.3,1.4,0.05,-2.1,-0.5,-2.7,-0.2
1987,9,464,DET,Detroit Pistons,Tony Campbell,"May 7, 1962",24.0,NBA,SF,40.0,332.0,7.0,0.43,0.02,0.27,7.0,11.7,9.4,7.9,1.7,0.2,17.3,23.9,-0.7,0.4,-0.3,-0.04,-5.7,-0.9,-6.6,-0.4
1988,14,464,LAL,Los Angeles Lakers,Tony Campbell,"May 7, 1962",25.0,NBA,SF,13.0,242.0,14.2,0.6,0.03,0.39,3.9,8.5,6.3,9.3,2.2,0.5,18.0,24.9,0.2,0.2,0.4,0.08,-2.9,-0.6,-3.5,-0.1
1989,14,464,LAL,Los Angeles Lakers,Tony Campbell,"May 7, 1962",26.0,NBA,SF,63.0,787.0,12.5,0.51,0.06,0.24,8.0,10.2,9.2,8.5,2.3,0.4,14.0,23.3,0.2,0.9,1.1,0.06,-2.7,-0.9,-3.6,-0.3
1990,18,464,MIN,Minnesota Timberwolves,Tony Campbell,"May 7, 1962",27.0,NBA,SG,82.0,3164.0,17.1,0.52,0.03,0.36,7.5,9.8,8.5,12.4,1.8,0.6,12.1,29.0,2.8,2.5,5.3,0.08,1.6,-1.3,0.3,1.8
1991,18,464,MIN,Minnesota Timberwolves,Tony Campbell,"May 7, 1962",28.0,NBA,SG,77.0,2893.0,16.6,0.49,0.04,0.3,6.1,7.9,6.9,12.4,2.2,1.1,10.1,28.1,2.3,1.4,3.7,0.06,1.0,-1.2,-0.2,1.3
1992,18,464,MIN,Minnesota Timberwolves,Tony Campbell,"May 7, 1962",29.0,NBA,SF,78.0,2441.0,15.3,0.52,0.03,0.26,6.2,6.8,6.5,14.8,1.7,0.8,11.5,25.0,1.9,0.6,2.5,0.05,0.6,-1.7,-1.2,0.5
1993,20,464,NYK,New York Knicks,Tony Campbell,"May 7, 1962",30.0,NBA,SF,58.0,1062.0,11.6,0.52,0.01,0.22,6.4,9.8,8.1,9.4,1.6,0.3,10.5,19.8,0.7,1.9,2.5,0.12,-2.3,0.9,-1.4,0.2
1994,31,464,TOT,Total After Trade,Tony Campbell,"May 7, 1962",31.0,NBA,SF,63.0,1214.0,13.3,0.49,0.06,0.23,6.8,10.7,8.6,11.4,2.1,0.8,12.9,22.8,0.4,1.2,1.5,0.06,-1.5,-0.5,-2.0,0.0
1994,20,464,NYK,New York Knicks,Tony Campbell,"May 7, 1962",31.0,NBA,SF,22.0,379.0,13.3,0.54,0.02,0.29,8.5,9.4,9.0,13.2,2.7,0.2,16.7,20.0,0.3,0.7,1.1,0.14,-1.8,2.0,0.3,0.2
1994,7,464,DAL,Dallas Mavericks,Tony Campbell,"May 7, 1962",31.0,NBA,SF,41.0,835.0,13.3,0.47,0.06,0.22,6.0,11.3,8.5,10.6,1.8,1.1,11.6,24.1,0.0,0.4,0.5,0.03,-1.4,-1.6,-3.0,-0.2
1995,6,464,CLE,Cleveland Cavaliers,Tony Campbell,"May 7, 1962",32.0,NBA,SF,78.0,1128.0,12.9,0.51,0.11,0.41,6.4,10.6,8.5,11.1,1.6,0.6,12.3,22.4,0.7,1.4,2.1,0.09,-2.0,-0.4,-2.3,-0.1
