OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
2004,27,SAS,82,19755,35.6,87.0,0.41,4.2,13.0,0.33,31.4,74.1,0.42,18.7,25.1,0.74,12.4,33.5,45.9,19.3,8.6,5.2,17.1,25.0,94.1
2004,9,DET,82,19780,36.4,88.1,0.41,4.9,16.3,0.3,31.4,71.8,0.44,17.8,23.9,0.74,13.5,32.5,46.0,21.6,9.0,5.7,18.1,25.9,95.4
2004,12,IND,82,19805,37.0,85.6,0.43,4.6,14.0,0.32,32.4,71.5,0.45,18.7,24.9,0.75,12.0,33.6,45.6,22.8,8.1,7.1,18.0,24.8,97.2
2004,3,NJN,82,19705,36.7,85.8,0.43,5.7,16.2,0.35,31.0,69.6,0.44,19.0,24.9,0.76,11.9,33.7,45.5,22.2,8.9,5.1,18.0,23.7,98.0
2004,11,HOU,82,19930,36.1,87.8,0.41,6.3,16.8,0.37,29.9,71.0,0.42,20.4,27.8,0.74,12.4,32.2,44.7,23.2,9.7,4.9,15.1,23.2,99.0
2004,28,TOR,82,19980,37.7,88.1,0.43,3.8,12.3,0.31,33.9,75.8,0.45,21.3,28.4,0.75,14.3,36.8,51.2,21.0,8.2,4.6,16.6,22.4,100.4
2004,18,MIN,82,19755,37.4,90.5,0.41,5.4,16.1,0.33,32.0,74.3,0.43,19.5,25.8,0.75,13.7,32.8,46.4,23.2,7.5,4.0,15.1,22.6,99.7
2004,16,MIA,82,19755,36.7,85.7,0.43,6.0,17.3,0.34,30.8,68.4,0.45,22.3,29.0,0.77,12.3,34.3,46.7,21.1,8.0,6.1,16.7,23.9,101.7
2004,29,UTA,82,19780,35.6,82.4,0.43,5.8,16.9,0.34,29.8,65.4,0.46,26.3,34.1,0.77,12.2,29.9,42.0,21.4,9.3,7.4,17.7,28.0,103.3
2004,23,PHI,82,19855,37.8,87.5,0.43,6.1,18.2,0.33,31.7,69.2,0.46,20.2,27.2,0.74,13.7,32.9,46.6,24.0,9.3,6.4,17.1,24.1,101.9
2004,19,NOH,82,19830,38.6,87.5,0.44,6.0,17.7,0.34,32.6,69.8,0.47,19.1,25.5,0.75,13.2,33.6,46.8,24.3,8.3,5.8,17.4,23.6,102.4
2004,25,POR,82,19980,41.2,91.5,0.45,5.8,17.0,0.34,35.3,74.5,0.48,17.0,22.5,0.75,14.2,31.9,46.1,26.6,9.2,5.4,15.6,21.4,105.1
2004,20,NYK,82,19880,37.6,87.5,0.43,5.6,16.6,0.34,32.0,71.0,0.45,22.6,29.6,0.76,12.8,33.0,45.8,22.6,9.1,5.2,15.3,21.6,103.3
2004,10,GSW,82,19855,39.7,89.3,0.44,5.6,14.9,0.37,34.1,74.4,0.46,18.8,25.2,0.75,13.2,34.1,47.3,23.7,9.0,5.6,15.4,24.2,103.8
2004,15,MEM,82,19880,37.8,86.6,0.44,4.9,14.4,0.34,32.9,72.1,0.46,21.7,28.4,0.76,14.5,33.1,47.7,22.1,8.9,6.1,18.4,25.0,102.2
2004,14,LAL,82,19855,38.2,87.0,0.44,5.5,16.3,0.34,32.7,70.6,0.46,19.3,25.7,0.75,12.1,33.5,45.6,22.4,8.1,4.0,16.4,26.5,101.3
2004,6,CLE,82,19855,39.3,89.9,0.44,5.7,15.5,0.37,33.6,74.5,0.45,19.8,26.5,0.75,12.9,32.9,45.9,23.7,8.4,5.8,14.3,22.0,104.2
2004,5,CHI,82,19830,37.8,86.8,0.44,5.8,16.2,0.36,32.1,70.6,0.45,22.0,29.4,0.75,13.3,35.2,48.5,24.8,9.1,5.9,16.4,22.1,103.4
2004,8,DEN,82,19730,39.3,86.8,0.45,4.9,13.8,0.36,34.4,73.1,0.47,19.2,26.3,0.73,13.8,32.1,45.9,25.2,8.7,6.2,18.2,24.7,102.7
2004,2,BOS,82,19705,37.8,86.6,0.44,7.3,20.1,0.36,30.6,66.6,0.46,20.7,28.2,0.74,14.0,33.0,47.0,24.6,9.4,5.3,18.4,23.8,103.7
2004,17,MIL,82,19780,40.2,89.0,0.45,6.0,17.2,0.35,34.2,71.9,0.48,18.9,25.6,0.74,13.0,33.4,46.4,24.8,8.1,5.4,15.4,24.9,105.4
2004,30,WAS,82,19830,40.2,88.4,0.45,5.6,16.2,0.34,34.6,72.2,0.48,18.9,24.6,0.77,13.7,33.1,46.8,25.8,10.3,5.9,17.3,23.4,104.8
