Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,23.0,1531,PHI,Philadelphia 76Ers,Caldwell Jones,1950-08-04,29.0,NBA,C,80.0,80.0,2771.0,3.0,6.9,0.44,0.0,0.0,0.0,3.0,6.9,0.44,1.6,2.3,0.7,2.8,9.5,12.3,2.1,0.6,2.1,2.8,3.9,7.6
1981,23.0,1531,PHI,Philadelphia 76Ers,Caldwell Jones,1950-08-04,30.0,NBA,C,81.0,81.0,2639.0,3.0,6.6,0.45,0.0,0.0,,3.0,6.6,0.45,2.0,2.6,0.77,2.7,8.4,11.1,1.7,0.7,1.8,2.3,3.7,8.0
1982,23.0,1531,PHI,Philadelphia 76Ers,Caldwell Jones,1950-08-04,31.0,NBA,C,81.0,47.0,2446.0,3.4,6.8,0.5,0.0,0.0,0.0,3.4,6.8,0.5,2.6,3.2,0.82,2.4,8.0,10.4,1.5,0.6,2.1,2.3,4.4,9.4
1983,11.0,1531,HOU,Houston Rockets,Caldwell Jones,1950-08-04,32.0,NBA,C,82.0,82.0,2440.0,4.5,10.0,0.45,0.0,0.0,0.0,4.5,10.0,0.46,2.4,3.0,0.79,3.3,6.6,9.9,2.0,0.7,1.9,2.5,4.1,11.4
1984,11.0,1531,HOU,Houston Rockets,Caldwell Jones,1950-08-04,33.0,NBA,C,81.0,73.0,2506.0,4.6,9.1,0.5,0.0,0.0,0.33,4.6,9.1,0.5,2.4,2.8,0.84,2.4,5.9,8.4,2.2,0.7,1.1,2.3,4.8,11.5
1985,5.0,1531,CHI,Chicago Bulls,Caldwell Jones,1950-08-04,34.0,NBA,C,42.0,32.0,885.0,2.2,4.7,0.46,0.0,0.1,0.0,2.2,4.6,0.47,1.5,1.9,0.77,2.0,6.6,8.6,1.4,0.5,1.3,1.6,5.1,5.8
1986,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,35.0,NBA,C,80.0,19.0,1437.0,3.2,6.4,0.5,0.0,0.2,0.0,3.2,6.2,0.51,3.1,3.8,0.83,2.6,6.3,8.9,1.9,1.0,1.5,2.6,6.1,9.4
1987,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,36.0,NBA,PF,78.0,37.0,1578.0,2.5,5.1,0.5,0.0,0.0,0.0,2.5,5.1,0.5,2.2,2.8,0.78,2.6,7.8,10.4,1.5,0.5,1.8,2.0,5.2,7.3
1988,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,37.0,NBA,C,79.0,77.0,1778.0,2.6,5.3,0.49,0.0,0.1,0.0,2.6,5.2,0.49,1.6,2.1,0.74,2.1,6.1,8.3,1.6,0.6,2.0,1.7,5.1,6.8
1989,25.0,1531,POR,Portland Trail Blazers,Caldwell Jones,1950-08-04,38.0,NBA,PF,72.0,40.0,1279.0,2.2,5.2,0.42,0.0,0.0,0.0,2.2,5.1,0.42,1.4,1.7,0.79,2.5,6.0,8.4,1.7,0.7,2.4,2.3,4.7,5.7
1990,27.0,1531,SAS,San Antonio Spurs,Caldwell Jones,1950-08-04,39.0,NBA,PF,72.0,2.0,885.0,2.7,5.9,0.46,0.0,0.2,0.2,2.7,5.7,0.48,1.5,2.2,0.7,3.1,6.3,9.4,0.8,0.8,1.1,2.0,5.9,7.0
