Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1980,2,BOS,Boston Celtics,27.3,61.0,21.0,60,22,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.33,0.06,0.55,0.5,15.4,34.8,0.26,67.8,Boston Garden,596349.0,14664.0
1980,14,LAL,Los Angeles Lakers,26.2,60.0,22.0,55,27,5.9,-0.51,5.4,109.5,103.9,5.6,104.1,0.28,0.01,0.57,0.53,16.5,32.6,0.22,66.9,The Forum,582882.0,17505.0
1980,21,SEA,Seattle Supersonics,27.0,56.0,26.0,53,29,4.66,-0.42,4.24,105.8,101.2,4.6,101.8,0.3,0.02,0.52,0.47,14.9,36.4,0.23,67.9,King County Domed Stadium,,28726.0
1980,23,PHI,Philadelphia 76Ers,27.0,59.0,23.0,52,30,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.02,0.54,0.49,17.2,33.5,0.26,66.7,The Spectrum,,
1980,17,MIL,Milwaukee Bucks,25.3,49.0,33.0,51,31,3.94,-0.37,3.57,106.8,102.9,3.9,102.4,0.28,0.02,0.53,0.49,15.0,35.2,0.21,63.8,MECCA Arena,,
1980,24,PHO,Phoenix Suns,26.5,55.0,27.0,50,32,3.6,-0.35,3.25,105.6,102.2,3.4,104.8,0.34,0.04,0.55,0.5,16.4,30.4,0.26,66.9,Arizona Veterans Memorial Coliseum,,
1980,1,ALT,Atlanta Hawks,26.1,50.0,32.0,49,33,2.91,-0.09,2.83,105.2,102.3,2.9,98.9,0.38,0.01,0.52,0.46,15.4,36.9,0.29,65.6,Omni Coliseum,,
1980,26,KCK,Kansas City Kings,25.5,47.0,35.0,49,33,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.02,0.52,0.48,14.5,31.0,0.22,68.1,Kemper Arena,,
1980,6,CLE,Cleveland Cavaliers,27.4,37.0,45.0,42,40,0.34,0.09,0.43,106.7,106.4,0.3,105.6,0.27,0.02,0.52,0.48,13.2,33.1,0.21,65.9,Coliseum at Richfield,,15443.0
1980,11,HOU,Houston Rockets,27.3,41.0,41.0,41,41,0.17,0.1,0.27,108.1,108.0,0.1,101.2,0.31,0.05,0.53,0.49,15.5,37.6,0.24,63.2,The Summit,,13656.0
1980,27,SAS,San Antonio Spurs,26.9,41.0,41.0,40,42,-0.38,0.13,-0.24,108.6,109.0,-0.4,109.5,0.33,0.03,0.55,0.5,15.2,31.8,0.26,66.8,HemisFair Arena,,
1980,12,IND,Indiana Pacers,25.3,37.0,45.0,39,43,-0.7,0.16,-0.54,105.5,106.2,-0.7,104.4,0.3,0.04,0.52,0.48,14.8,35.4,0.23,62.5,Market Square Arena,,
1980,25,POR,Portland Trail Blazers,26.3,38.0,44.0,39,43,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.29,0.02,0.52,0.48,16.1,35.5,0.22,67.9,Memorial Coliseum,,
1980,20,NYK,New York Knicks,24.1,39.0,43.0,38,44,-1.15,0.19,-0.96,106.5,107.5,-1.0,106.5,0.3,0.02,0.54,0.5,15.7,33.7,0.22,64.0,Madison Square Garden (IV),,19591.0
1980,3,NJN,New Jersey Nets,26.1,34.0,48.0,38,44,-1.17,0.19,-0.98,101.5,102.5,-1.0,106.1,0.32,0.04,0.52,0.47,16.6,32.1,0.25,66.4,Rutgers Athletic Center,,7364.0
1980,30,WAB,Washington Bullets,29.0,39.0,43.0,34,48,-2.55,0.28,-2.27,103.2,105.7,-2.5,102.6,0.26,0.03,0.5,0.46,13.7,33.3,0.2,69.5,Capital Centre,,9518.0
1980,5,CHI,Chicago Bulls,25.9,30.0,52.0,34,48,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.37,0.04,0.55,0.49,17.2,32.2,0.29,68.0,Chicago Stadium,,18508.0
1980,13,SDC,San Diego Clippers,27.6,35.0,47.0,30,52,-4.15,0.18,-3.97,105.7,109.8,-4.1,101.4,0.29,0.07,0.52,0.48,14.6,34.2,0.21,65.4,San Diego Sports Arena,,8503.0
1980,10,GSW,Golden State Warriors,26.3,24.0,58.0,29,53,-4.39,0.2,-4.2,102.0,106.3,-4.3,100.5,0.26,0.02,0.52,0.48,15.5,31.1,0.19,69.8,Oakland-Alameda County Coliseum Arena,,13257.0
1980,8,DEN,Denver Nuggets,27.1,30.0,52.0,30,52,-4.41,0.2,-4.22,103.4,107.6,-4.2,103.9,0.34,0.03,0.52,0.47,15.1,33.6,0.25,67.8,McNichols Sports Arena,,17298.0
1980,29,UTA,Utah Jazz,25.9,24.0,58.0,25,57,-6.01,0.31,-5.71,104.2,110.4,-6.2,97.6,0.28,0.03,0.55,0.5,16.7,29.7,0.23,67.1,Salt Palace,,12327.0
1980,9,DET,Detroit Pistons,24.7,16.0,66.0,22,60,-8.24,0.67,-7.57,101.2,108.8,-7.6,107.1,0.28,0.03,0.52,0.48,16.9,32.3,0.21,64.7,Pontiac Silverdome,,11138.0
