NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
17,Brent Barry,SG,6-6,185,1971-12-31,US,10,Oregon State
12,Bruce Bowen,SF,6-7,185,1971-06-14,US,9,Cal State Fullerton
21,Tim Duncan,PF,6-11,250,1976-04-25,VI,8,Wake Forest
4,Michael Finley,SG,6-7,215,1973-03-06,US,10,Wisconsin
20,Manu Ginóbili,SG,6-6,205,1977-07-28,AR,3,
5,Robert Horry,PF,6-10,240,1970-08-25,US,13,Alabama
40,Sean Marks,PF,6-10,250,1975-08-23,NZ,5,California
2,Nazr Mohammed,C,6-10,221,1977-09-05,US,7,Kentucky
8,Rasho Nesterović,C,7-0,248,1976-05-30,SI,7,
7,Fabricio Oberto,C,6-10,245,1975-03-21,AR,R,
9,Tony Parker,PG,6-2,185,1982-05-17,BE,4,
34,Melvin Sanders,SG,6-5,210,1981-01-03,US,R,"Seward County Community College, Oklahoma State"
25,Alex Scales,SG,6-4,185,1978-07-03,US,R,Oregon
14,Beno Udrih,PG,6-3,205,1982-07-05,SI,1,
31,Nick Van Exel,PG,6-1,170,1971-11-27,US,12,"Trinity Valley CC, Cincinnati"
