SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2006,24,PHO,10,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,2,
2006,24,PHO,12,Andre Barrett,PG,5-10,172,1982-02-21,US,1,Seton Hall
2006,24,PHO,19,Raja Bell,SG,6-5,204,1976-09-19,VI,5,"Boston University, Florida International University"
2006,24,PHO,11,Pat Burke,C,6-11,250,1973-12-14,IE,1,Auburn
2006,24,PHO,15,Josh Davis,PF,6-8,235,1980-08-10,US,2,Wyoming
2006,24,PHO,3,Boris Diaw,PF,6-8,250,1982-04-16,FR,2,
2006,24,PHO,23,Sharrod Ford,PF,6-9,225,1982-01-09,US,R,Clemson
2006,24,PHO,55,Brian Grant,C,6-9,254,1972-03-05,US,11,Xavier
2006,24,PHO,50,Eddie House,PG,6-1,180,1978-05-14,US,5,Arizona State
2006,24,PHO,21,Jim Jackson,SF,6-6,220,1970-10-14,US,13,Ohio State
2006,24,PHO,22,James Jones,SF,6-8,218,1980-10-04,US,2,Miami (FL)
2006,24,PHO,31,Shawn Marion,PF,6-7,220,1978-05-07,US,6,UNLV
2006,24,PHO,13,Steve Nash,PG,6-3,195,1974-02-07,ZA,9,Santa Clara
2006,24,PHO,32,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,3,
2006,24,PHO,40,Kurt Thomas,C,6-9,230,1972-10-04,US,10,TCU
2006,24,PHO,2,Tim Thomas,PF,6-10,230,1977-02-26,US,8,Villanova
2006,24,PHO,1,Dijon Thompson,SG,6-7,195,1983-02-23,US,R,UCLA
2006,24,PHO,15,Nikoloz Tskitishvili,SF,7-0,225,1983-04-14,GE,3,
