SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2006,2,BOS,42,Tony Allen,PG,6-4,213,1982-01-11,US,1,"Butler County Community College, Oklahoma State"
2006,2,BOS,11,Marcus Banks,PG,6-2,200,1981-11-19,US,2,UNLV
2006,2,BOS,30,Mark Blount,C,7-0,230,1975-11-30,US,5,Pitt
2006,2,BOS,12,Ricky Davis,SG,6-6,195,1979-09-23,US,7,Iowa
2006,2,BOS,20,Dan Dickau,PG,6-0,190,1978-09-16,US,3,"Washington, Gonzaga"
2006,2,BOS,4,Ryan Gomes,PF,6-7,250,1982-09-01,US,R,Providence
2006,2,BOS,5,Gerald Green,SG,6-6,205,1986-01-26,US,R,
2006,2,BOS,0,Orien Greene,PG,6-4,208,1982-02-04,US,R,"Florida, Louisiana"
2006,2,BOS,7,Al Jefferson,PF,6-10,289,1985-01-04,US,1,
2006,2,BOS,27,Dwayne Jones,PF,6-11,250,1983-06-09,US,R,Saint Joseph's
2006,2,BOS,45,Raef LaFrentz,PF,6-11,240,1976-05-29,US,7,Kansas
2006,2,BOS,41,Michael Olowokandi,C,7-0,269,1975-04-03,NG,7,University of the Pacific
2006,2,BOS,43,Kendrick Perkins,C,6-10,270,1984-11-10,US,2,
2006,2,BOS,34,Paul Pierce,SF,6-7,235,1977-10-13,US,7,Kansas
2006,2,BOS,9,Justin Reed,SF,6-8,240,1982-01-16,US,1,Ole Miss
2006,2,BOS,44,Brian Scalabrine,PF,6-9,241,1978-03-18,US,4,USC
2006,2,BOS,55,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,6,Miami University
2006,2,BOS,13,Delonte West,PG,6-4,180,1983-07-26,US,1,Saint Joseph's
