NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
24,Jonathan Bender,SF,6-11,202,1981-01-30,US,6,
44,Austin Croshere,PF,6-9,235,1975-05-01,US,8,Providence
10,Jeff Foster,C,6-11,236,1977-01-16,US,6,Texas State University
4,Eddie Gill,PG,6-0,190,1978-08-16,US,4,Weber State
33,Danny Granger,SF,6-9,222,1983-04-20,US,R,"Bradley, New Mexico"
13,David Harrison,C,7-0,280,1982-08-15,US,1,Colorado
1,Stephen Jackson,SG,6-8,218,1978-04-05,US,5,Butler County Community College
3,Šarūnas Jasikevičius,PG,6-4,195,1976-03-05,LT,R,Maryland
8,Anthony Johnson,PG,6-3,190,1974-10-02,US,8,College of Charleston
20,Fred Jones,SG,6-4,210,1979-03-11,US,3,Oregon
7,Jermaine O'Neal,PF,6-11,226,1978-10-13,US,9,
62,Scot Pollard,C,6-11,265,1975-02-12,US,8,Kansas
16,Peja Stojaković,SF,6-10,229,1977-06-09,HR,7,
11,Jamaal Tinsley,PG,6-3,195,1978-02-28,US,4,Iowa State
52,Samaki Walker,PF,6-9,240,1976-02-25,US,9,Louisville
15,Metta World Peace,SF,6-6,260,1979-11-13,US,6,St. John's
