SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2006,14,LAL,54,Kwame Brown,C,6-11,270,1982-03-10,US,4,
2006,14,LAL,8,Kobe Bryant,SG,6-6,212,1978-08-23,US,9,
2006,14,LAL,17,Andrew Bynum,C,7-0,285,1987-10-27,US,R,
2006,14,LAL,43,Brian Cook,PF,6-9,234,1980-12-04,US,2,Illinois
2006,14,LAL,3,Devean George,SF,6-8,220,1977-08-29,US,6,Augsburg College
2006,14,LAL,11,Devin Green,SG,6-7,210,1982-10-25,US,R,Hampton
2006,14,LAL,24,Jim Jackson,SF,6-6,220,1970-10-14,US,13,Ohio State
2006,14,LAL,2,Aaron McKie,PG,6-5,209,1972-10-02,US,11,Temple
2006,14,LAL,14,Stanislav Medvedenko,PF,6-10,250,1979-04-04,UA,5,
2006,14,LAL,31,Chris Mihm,C,7-0,265,1979-07-16,US,5,Texas
2006,14,LAL,7,Lamar Odom,PF,6-10,220,1979-11-06,US,6,Rhode Island
2006,14,LAL,1,Smush Parker,PG,6-4,190,1981-06-01,US,2,Fordham
2006,14,LAL,9,Laron Profit,SG,6-5,204,1977-08-05,US,3,Maryland
2006,14,LAL,21,Ronny Turiaf,C,6-10,249,1983-01-13,MQ,R,Gonzaga
2006,14,LAL,18,Sasha Vujacic,PG,6-7,195,1984-03-08,SI,1,
2006,14,LAL,23,Von Wafer,SG,6-5,210,1985-07-21,US,R,Florida State
2006,14,LAL,4,Luke Walton,SF,6-8,235,1980-03-28,US,2,Arizona
