Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2013,21,1752,OKC,Oklahoma City Thunder,DeAndre Liggins,"March 31, 1988",24.0,NBA,SG,8.0,0.0,68.0,2.3,6.8,0.33,0.8,3.8,0.2,1.5,3.0,0.5,0.8,3.0,0.25,0.0,10.7,10.7,3.0,0.8,0.8,1.5,7.6,6.1,77.0,103.0
2018,19,1752,NOP,New Orleans Pelicans,DeAndre Liggins,"March 31, 1988",29.0,NBA,SG,3.0,0.0,14.0,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,0.0,3.3,6.7,0.5,0.0,3.3,3.3,0.0,0.0,0.0,6.7,0.0,3.3,26.0,115.0
