Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1990,3.0,1864,NJN,New Jersey Nets,Anthony Mason,"December 14, 1966",23.0,NBA,PF,21.0,0.0,108.0,6.3,17.9,0.35,0.0,0.0,,6.3,17.9,0.35,4.0,6.7,0.6,4.9,10.3,15.2,3.1,0.9,0.9,4.9,9.0,16.6,,82.0,107.0
1991,8.0,1864,DEN,Denver Nuggets,Anthony Mason,"December 14, 1966",24.0,NBA,PF,3.0,0.0,21.0,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,12.1,16.1,0.75,6.0,4.0,10.1,0.0,2.0,0.0,0.0,12.1,20.1,,156.0,116.0
1992,20.0,1864,NYK,New York Knicks,Anthony Mason,"December 14, 1966",25.0,NBA,PF,82.0,0.0,2198.0,4.8,9.4,0.51,0.0,0.0,,4.8,9.4,0.51,3.9,6.1,0.64,5.1,8.4,13.5,2.5,1.1,0.5,2.4,5.4,13.5,,113.0,104.0
1993,20.0,1864,NYK,New York Knicks,Anthony Mason,"December 14, 1966",26.0,NBA,PF,81.0,0.0,2482.0,6.5,12.9,0.5,0.0,0.0,,6.5,12.9,0.5,4.1,6.0,0.68,4.7,8.4,13.1,3.5,0.9,0.4,2.8,4.9,17.0,,111.0,101.0
1994,20.0,1864,NYK,New York Knicks,Anthony Mason,"December 14, 1966",27.0,NBA,PF,73.0,12.0,1903.0,5.6,11.8,0.48,0.0,0.0,0.0,5.6,11.7,0.48,3.2,4.4,0.72,4.3,7.3,11.6,4.1,0.8,0.2,2.9,5.2,14.3,,107.0,101.0
1995,20.0,1864,NYK,New York Knicks,Anthony Mason,"December 14, 1966",28.0,NBA,PF,77.0,11.0,2496.0,6.1,10.7,0.57,0.0,0.0,0.0,6.1,10.7,0.57,4.0,6.3,0.64,3.8,9.9,13.7,5.1,1.5,0.4,2.6,5.3,16.1,,119.0,102.0
1996,20.0,1864,NYK,New York Knicks,Anthony Mason,"December 14, 1966",29.0,NBA,SF,82.0,82.0,3457.0,6.9,12.2,0.56,0.0,0.0,,6.9,12.2,0.56,4.5,6.3,0.72,3.4,8.3,11.7,5.5,1.1,0.5,3.2,3.8,18.2,,117.0,104.0
1997,,1864,CHH,None,Anthony Mason,"December 14, 1966",30.0,NBA,PF,73.0,73.0,3143.0,7.5,14.2,0.52,0.0,0.1,0.33,7.4,14.2,0.53,5.5,7.4,0.74,3.2,11.1,14.3,7.1,1.3,0.6,2.8,3.5,20.5,,121.0,106.0
1998,,1864,CHH,None,Anthony Mason,"December 14, 1966",31.0,NBA,PF,81.0,80.0,3148.0,6.6,13.0,0.51,0.0,0.1,0.0,6.6,13.0,0.51,4.5,6.9,0.65,3.0,11.1,14.1,5.8,1.2,0.3,2.5,3.1,17.7,,114.0,104.0
2001,16.0,1864,MIA,Miami Heat,Anthony Mason,"December 14, 1966",34.0,NBA,PF,80.0,80.0,3254.0,7.8,16.2,0.48,0.0,0.0,,7.8,16.2,0.48,6.3,8.0,0.78,2.9,10.2,13.0,4.2,1.4,0.4,3.0,3.9,21.9,,109.0,98.0
2002,17.0,1864,MIL,Milwaukee Bucks,Anthony Mason,"December 14, 1966",35.0,NBA,PF,82.0,82.0,3143.0,5.3,10.6,0.5,0.0,0.0,1.0,5.3,10.6,0.5,2.6,3.7,0.7,2.1,8.8,10.9,5.9,1.0,0.4,2.2,3.2,13.3,,113.0,108.0
2003,17.0,1864,MIL,Milwaukee Bucks,Anthony Mason,"December 14, 1966",36.0,NBA,C,65.0,58.0,2119.0,4.8,9.8,0.49,0.0,0.0,0.0,4.8,9.8,0.49,2.1,2.9,0.72,2.3,8.2,10.4,5.2,0.8,0.3,2.0,3.7,11.7,,111.0,110.0
