Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,23,PHI,Philadelphia 76Ers,Tim McCormick,24,81,79,2817,5.0,9.2,0.55,0.0,0.1,0.0,5.0,9.1,0.55,3.2,4.5,0.72,2.3,5.5,7.8,1.5,0.5,0.8,2.0,3.5,13.2
1987,23,PHI,Philadelphia 76Ers,Charles Barkley,23,68,62,2740,7.3,12.3,0.59,0.3,1.4,0.2,7.0,10.9,0.64,5.6,7.4,0.76,5.1,7.9,13.1,4.3,1.6,1.4,4.2,3.3,20.5
1987,23,PHI,Philadelphia 76Ers,Maurice Cheeks,30,68,68,2624,5.7,10.8,0.53,0.1,0.2,0.24,5.6,10.6,0.53,3.1,4.0,0.78,0.6,2.3,2.9,7.4,2.5,0.2,2.4,1.5,14.6
1987,23,PHI,Philadelphia 76Ers,Roy Hinson,25,76,58,2489,5.7,11.9,0.48,0.0,0.0,0.0,5.7,11.9,0.48,3.9,5.2,0.76,2.2,4.9,7.1,0.9,0.7,2.3,2.2,4.1,15.3
1987,23,PHI,Philadelphia 76Ers,Julius Erving,36,60,60,1918,7.5,16.0,0.47,0.3,1.0,0.26,7.2,15.0,0.48,3.6,4.4,0.81,2.2,2.8,5.0,3.6,1.4,1.8,3.0,2.6,18.9
1987,23,PHI,Philadelphia 76Ers,David Wingate,23,77,9,1612,5.8,13.4,0.43,0.3,1.2,0.25,5.5,12.3,0.45,3.3,4.5,0.74,1.6,1.9,3.5,3.5,2.1,0.4,2.9,3.8,15.2
1987,23,PHI,Philadelphia 76Ers,Cliff Robinson,26,55,30,1586,7.7,16.5,0.46,0.0,0.1,0.0,7.7,16.5,0.47,3.2,4.2,0.76,2.0,5.0,7.0,2.0,2.0,0.7,2.8,3.4,18.5
1987,23,PHI,Philadelphia 76Ers,Andrew Toney,29,52,12,1058,6.7,14.9,0.45,0.7,2.3,0.33,6.0,12.6,0.47,4.5,5.7,0.8,0.5,2.3,2.9,6.4,0.6,0.3,3.8,2.7,18.7
1987,23,PHI,Philadelphia 76Ers,Steve Colter,24,43,13,849,5.1,10.8,0.47,0.2,0.3,0.5,4.9,10.5,0.47,2.1,2.9,0.72,0.6,2.2,2.8,4.9,1.6,0.3,1.6,2.6,12.4
1987,23,PHI,Philadelphia 76Ers,Danny Vranes,28,58,6,817,2.6,6.1,0.43,0.0,0.2,0.2,2.6,5.9,0.44,0.9,2.0,0.47,2.2,4.2,6.4,1.3,1.5,1.1,1.1,5.6,6.2
1987,23,PHI,Philadelphia 76Ers,Sedale Threatt,25,28,8,668,5.8,14.1,0.41,0.4,0.9,0.44,5.4,13.2,0.41,2.3,2.9,0.79,1.0,2.1,3.1,4.4,1.7,0.2,2.5,4.1,14.3
1987,23,PHI,Philadelphia 76Ers,World B. Free,33,20,2,285,4.9,15.5,0.32,0.3,1.1,0.22,4.7,14.4,0.32,4.5,5.9,0.77,0.6,1.8,2.4,3.8,0.6,0.5,2.3,3.3,14.7
1987,23,PHI,Philadelphia 76Ers,Kenny Green,22,19,0,172,5.2,14.7,0.36,0.0,0.0,,5.2,14.7,0.36,2.9,4.0,0.74,1.3,4.6,5.9,1.5,0.8,0.4,3.1,1.7,13.4
1987,23,PHI,Philadelphia 76Ers,Jeff Ruland,28,5,2,116,5.9,8.7,0.68,0.0,0.0,,5.9,8.7,0.68,2.8,3.7,0.75,3.7,5.0,8.7,3.1,0.0,1.2,3.1,4.0,14.6
1987,23,PHI,Philadelphia 76Ers,Mark McNamara,27,11,1,113,4.5,9.6,0.47,0.0,0.0,,4.5,9.6,0.47,2.2,6.1,0.37,5.4,6.1,11.5,0.6,0.3,0.0,2.5,5.4,11.2
1987,23,PHI,Philadelphia 76Ers,Jim Lampley,26,1,0,16,2.3,6.8,0.33,0.0,0.0,,2.3,6.8,0.33,2.3,4.5,0.5,2.3,9.0,11.3,0.0,2.3,0.0,2.3,0.0,6.8
