Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,13,LAC,Los Angeles Clippers,Michael Cage,25,80,76,2922,5.6,10.8,0.52,0.0,0.0,0.0,5.6,10.8,0.52,4.2,5.8,0.73,4.4,7.0,11.4,1.6,1.2,0.8,2.1,2.7,15.5
1987,13,LAC,Los Angeles Clippers,Benoit Benjamin,22,72,61,2230,5.2,11.5,0.45,0.0,0.0,0.0,5.2,11.5,0.45,3.0,4.2,0.72,2.2,7.3,9.5,2.2,1.0,3.0,3.0,4.1,13.4
1987,13,LAC,Los Angeles Clippers,Mike Woodson,28,74,66,2126,8.4,19.1,0.44,0.6,2.1,0.28,7.8,17.1,0.46,4.1,4.9,0.83,1.2,1.6,2.7,3.3,1.7,0.3,2.8,3.4,21.4
1987,13,LAC,Los Angeles Clippers,Darnell Valentine,27,65,52,1759,5.6,13.7,0.41,0.3,1.1,0.23,5.4,12.6,0.43,3.3,4.1,0.82,0.8,2.3,3.1,9.1,2.4,0.2,3.4,3.0,14.9
1987,13,LAC,Los Angeles Clippers,Larry Drew,28,60,22,1566,6.8,15.7,0.43,0.3,1.7,0.17,6.5,14.0,0.46,3.2,3.8,0.84,0.6,1.8,2.4,7.5,1.4,0.0,3.5,2.5,17.0
1987,13,LAC,Los Angeles Clippers,Rory White,27,68,35,1545,6.2,12.9,0.48,0.0,0.1,0.0,6.2,12.8,0.48,2.2,3.4,0.65,2.1,2.4,4.5,1.8,1.1,0.4,1.7,3.7,14.5
1987,13,LAC,Los Angeles Clippers,Cedric Maxwell,31,35,31,1132,4.8,9.2,0.52,0.0,0.0,,4.8,9.2,0.52,5.6,7.3,0.78,3.3,4.7,8.0,3.9,0.8,0.3,2.8,3.2,15.2
1987,13,LAC,Los Angeles Clippers,Lancaster Gordon,24,70,4,1130,7.0,17.4,0.41,0.4,1.5,0.29,6.6,15.8,0.42,2.2,3.0,0.74,2.0,2.0,4.0,4.4,1.9,0.4,3.2,3.4,16.8
1987,13,LAC,Los Angeles Clippers,Tim Kempton,23,66,6,936,3.7,7.9,0.47,0.0,0.0,0.0,3.7,7.9,0.47,3.7,5.3,0.69,2.7,4.8,7.5,2.0,1.5,0.5,1.9,6.2,11.1
1987,13,LAC,Los Angeles Clippers,Quintin Dailey,26,49,5,924,7.8,19.1,0.41,0.0,0.4,0.1,7.8,18.7,0.41,4.6,6.0,0.77,1.3,1.9,3.2,3.1,1.7,0.3,2.8,4.4,20.3
1987,13,LAC,Los Angeles Clippers,Earl Cureton,29,35,11,868,4.7,9.7,0.49,0.0,0.0,0.0,4.7,9.7,0.49,1.8,3.3,0.54,4.1,5.2,9.3,2.2,0.7,1.2,1.5,3.6,11.2
1987,13,LAC,Los Angeles Clippers,Kenny Fields,24,44,17,861,6.4,14.4,0.44,0.1,0.5,0.25,6.3,13.9,0.45,3.0,3.7,0.81,2.6,3.5,6.1,2.5,1.3,0.5,2.2,5.0,15.9
1987,13,LAC,Los Angeles Clippers,Kurt Nimphius,28,38,6,811,5.3,11.2,0.47,0.0,0.1,0.0,5.3,11.1,0.48,2.5,3.9,0.65,2.6,3.3,5.9,0.8,0.7,1.8,2.1,5.2,13.1
1987,13,LAC,Los Angeles Clippers,Geoff Huston,29,19,8,428,4.6,10.2,0.46,0.1,0.2,0.5,4.5,10.0,0.45,1.5,2.9,0.53,0.5,0.9,1.4,8.5,1.2,0.0,3.8,2.4,10.9
1987,13,LAC,Los Angeles Clippers,Marques Johnson,30,10,10,302,8.1,18.5,0.44,0.0,0.7,0.0,8.1,17.8,0.46,3.6,5.0,0.71,1.1,2.9,3.9,3.3,1.4,0.6,2.0,2.9,19.8
1987,13,LAC,Los Angeles Clippers,Steffond Johnson,24,29,0,234,4.2,9.8,0.42,0.0,0.5,0.0,4.2,9.4,0.44,3.1,5.8,0.53,2.3,4.3,6.6,0.8,1.4,0.3,2.8,8.5,11.4
1987,13,LAC,Los Angeles Clippers,Dwayne Polee,23,1,0,6,6.0,24.0,0.25,0.0,18.0,0.0,6.0,6.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,6.0,18.0,12.0
