Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
1998,15,VAN,Vancouver Grizzlies,19,63,0.23,6th of 7,-7.47,92.1,1.8,104.1,-0.9,112.0,7.0,,B. Hill (19-63)
