Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,5,1296,CHI,Chicago Bulls,23.0,NBA,PG,76.0,66.0,2706.0,6.1,15.8,0.39,2.8,7.1,0.39,3.3,8.7,0.38,2.6,3.2,0.8,0.8,4.2,5.0,9.9,1.9,0.4,3.9,5.3,17.6,,101.0,105.0
2005,5,1296,CHI,Chicago Bulls,24.0,NBA,PG,77.0,77.0,2800.0,8.3,20.8,0.4,2.7,7.6,0.36,5.6,13.2,0.42,3.2,4.0,0.79,0.6,5.0,5.6,9.2,2.3,0.4,3.3,4.5,22.4,,104.0,101.0
2006,5,1296,CHI,Chicago Bulls,25.0,NBA,PG,81.0,81.0,2955.0,7.9,18.8,0.42,2.2,6.0,0.37,5.7,12.9,0.44,4.5,5.5,0.82,0.5,4.5,5.0,9.0,1.6,0.4,3.3,4.4,22.4,,108.0,105.0
2007,5,1296,CHI,Chicago Bulls,26.0,NBA,PG,80.0,80.0,2839.0,8.6,19.2,0.45,2.5,6.1,0.42,6.0,13.1,0.46,4.3,5.1,0.84,0.6,4.4,4.9,9.0,1.8,0.4,3.4,4.9,24.0,,113.0,102.0
2008,5,1296,CHI,Chicago Bulls,27.0,NBA,PG,75.0,72.0,2380.0,7.2,17.3,0.41,1.8,5.2,0.35,5.3,12.1,0.44,2.6,3.1,0.83,0.6,4.7,5.3,9.8,1.9,0.4,3.4,4.9,18.7,,104.0,109.0
2009,5,1296,CHI,Chicago Bulls,28.0,NBA,SG,51.0,4.0,1339.0,7.0,16.1,0.44,2.7,6.5,0.41,4.4,9.6,0.46,2.6,3.3,0.79,0.6,4.1,4.7,7.6,2.5,0.7,3.4,4.9,19.4,,108.0,109.0
2010,5,1296,CHI,Chicago Bulls,29.0,NBA,SG,74.0,53.0,2481.0,6.4,15.6,0.41,2.2,5.8,0.37,4.2,9.8,0.43,1.8,2.3,0.75,0.5,4.9,5.4,6.9,1.8,0.5,2.3,4.2,16.7,,104.0,107.0
2011,31,1296,TOT,Total After Trade,30.0,NBA,"PG,SG",72.0,51.0,2157.0,6.7,15.0,0.45,1.8,4.5,0.4,4.9,10.5,0.47,2.6,3.0,0.84,0.5,3.9,4.4,6.9,1.8,0.4,2.9,4.5,17.7,,107.0,111.0
2011,30,1296,WAS,Washington Wizards,30.0,NBA,SG,48.0,29.0,1471.0,6.9,15.2,0.45,1.5,3.9,0.38,5.4,11.3,0.48,3.2,3.7,0.88,0.5,4.0,4.5,7.3,1.9,0.3,2.9,4.1,18.5,,109.0,112.0
2011,1,1296,ATL,Atlanta Hawks,30.0,NBA,PG,24.0,22.0,686.0,6.3,14.5,0.43,2.5,6.0,0.42,3.8,8.5,0.44,1.1,1.6,0.67,0.5,3.6,4.2,6.1,1.5,0.5,2.9,5.2,16.1,,101.0,109.0
2012,1,1296,ATL,Atlanta Hawks,31.0,NBA,SG,48.0,31.0,1237.0,5.2,12.7,0.41,2.0,5.8,0.35,3.2,6.8,0.47,1.1,1.4,0.78,0.5,3.9,4.3,5.7,1.6,0.5,2.5,4.3,13.6,,100.0,104.0
2013,5,1296,CHI,Chicago Bulls,32.0,NBA,PG,60.0,60.0,1764.0,4.8,12.9,0.38,2.2,5.5,0.39,2.7,7.3,0.37,2.1,3.0,0.71,0.5,4.3,4.8,9.6,1.9,0.8,3.0,5.8,14.0,,103.0,105.0
2014,5,1296,CHI,Chicago Bulls,33.0,NBA,PG,73.0,61.0,2116.0,6.1,15.6,0.39,2.1,6.1,0.35,4.0,9.5,0.42,2.4,3.1,0.76,0.8,4.0,4.8,7.2,2.0,0.7,3.0,5.1,16.7,,100.0,102.0
2015,5,1296,CHI,Chicago Bulls,34.0,NBA,SG,66.0,22.0,1610.0,4.6,12.2,0.37,1.9,5.4,0.34,2.7,6.8,0.39,1.1,1.6,0.7,0.6,3.2,3.9,4.8,1.5,0.4,2.3,4.6,12.1,,95.0,108.0
2016,31,1296,TOT,Total After Trade,35.0,NBA,PG,46.0,7.0,631.0,3.9,10.2,0.38,1.9,4.9,0.39,2.0,5.3,0.37,1.2,1.3,0.94,0.6,4.9,5.6,5.8,1.2,0.2,2.4,5.1,10.9,,101.0,109.0
2016,5,1296,CHI,Chicago Bulls,35.0,NBA,PG,35.0,7.0,555.0,4.2,10.7,0.4,2.1,5.1,0.41,2.2,5.6,0.39,1.4,1.4,0.94,0.6,4.6,5.2,5.3,1.2,0.1,2.4,5.7,11.9,,103.0,110.0
2016,1,1296,ATL,Atlanta Hawks,35.0,NBA,PG,11.0,0.0,76.0,1.3,7.2,0.18,0.7,3.9,0.17,0.7,3.3,0.2,0.0,0.0,,0.7,7.2,7.8,9.1,1.3,0.7,2.0,0.7,3.3,,82.0,104.0
