Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,11,83,HOU,Houston Rockets,3,Ryan Anderson,PF,6-9,240,"May 6, 1988",US,8,California
2017,11,105,HOU,Houston Rockets,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",US,12,UCLA
2017,11,235,HOU,Houston Rockets,2,Patrick Beverley,SG,6-1,180,"July 12, 1988",US,4,Arkansas
2017,11,342,HOU,Houston Rockets,33,Corey Brewer,SF,6-9,186,"March 5, 1986",US,9,Florida
2017,11,369,HOU,Houston Rockets,8,Bobby Brown,PG,6-2,175,"September 24, 1984",US,2,Cal State Fullerton
2017,11,467,HOU,Houston Rockets,15,Clint Capela,C,6-10,240,"May 18, 1994",CH,2,
2017,11,720,HOU,Houston Rockets,7,Sam Dekker,PF,6-9,230,"May 6, 1994",US,1,Wisconsin
2017,11,867,HOU,Houston Rockets,6,Tyler Ennis,PG,6-3,194,"August 24, 1994",CA,2,Syracuse
2017,11,1063,HOU,Houston Rockets,10,Eric Gordon,SG,6-3,215,"December 25, 1988",US,8,Indiana
2017,11,1183,HOU,Houston Rockets,13,James Harden,PG,6-5,220,"August 26, 1989",US,7,Arizona State
2017,11,1194,HOU,Houston Rockets,5,Montrezl Harrell,C,6-7,240,"January 26, 1994",US,1,Louisville
2017,11,1287,HOU,Houston Rockets,42,Nene Hilario,C,6-11,250,"September 13, 1982",BR,14,
2017,11,1922,HOU,Houston Rockets,32,K.J. McDaniels,SF,6-6,205,"February 9, 1993",US,2,Clemson
2017,11,2213,HOU,Houston Rockets,21,Chinanu Onuaku,C,6-10,245,"November 1, 1996",US,R,Louisville
2017,11,2814,HOU,Houston Rockets,17,Isaiah Taylor,PG,6-3,170,"July 11, 1994",US,R,Texas
2017,11,3160,HOU,Houston Rockets,12,Lou Williams,SG,6-1,175,"October 27, 1986",US,11,
2017,11,3186,HOU,Houston Rockets,14,Troy Williams,SF,6-7,218,"December 30, 1994",US,R,Indiana
2017,11,3204,HOU,Houston Rockets,30,Kyle Wiltjer,PF,6-10,240,"October 20, 1992",US,R,Gonzaga
