Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,8,112,DEN,Denver Nuggets,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",US,7,Kansas
2017,8,178,DEN,Denver Nuggets,5,Will Barton,SG,6-6,181,"January 6, 1991",US,4,Memphis
2017,8,202,DEN,Denver Nuggets,25,Malik Beasley,SG,6-4,187,"November 26, 1996",US,R,Florida State
2017,8,515,DEN,Denver Nuggets,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",US,8,DePaul
2017,8,889,DEN,Denver Nuggets,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",US,5,Morehead State University
2017,8,983,DEN,Denver Nuggets,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",IT,7,
2017,8,1015,DEN,Denver Nuggets,7,Alonzo Gee,SF,6-6,225,"May 29, 1987",US,7,Alabama
2017,8,1202,DEN,Denver Nuggets,14,Gary Harris,SG,6-4,210,"September 14, 1994",US,2,Michigan State
2017,8,1267,DEN,Denver Nuggets,41,Juan Hernangomez,PF,6-9,214,"September 28, 1995",ES,R,
2017,8,1276,DEN,Denver Nuggets,34,Roy Hibbert,C,7-2,270,"December 11, 1986",US,8,Georgetown
2017,8,1522,DEN,Denver Nuggets,15,Nikola Jokic,C,6-11,284,"February 19, 1995",RS,1,
2017,8,1996,DEN,Denver Nuggets,3,Mike Miller,SF,6-8,218,"February 19, 1980",US,16,Florida
2017,8,2073,DEN,Denver Nuggets,0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",CD,1,
2017,8,2091,DEN,Denver Nuggets,27,Jamal Murray,SG,6-3,215,"February 23, 1997",CA,R,Kentucky
2017,8,2126,DEN,Denver Nuggets,1,Jameer Nelson,PG,6-0,190,"February 9, 1982",US,12,Saint Joseph's
2017,8,2167,DEN,Denver Nuggets,23,Jusuf Nurkic,C,6-11,290,"August 23, 1994",BA,2,
2017,8,2175,DEN,Denver Nuggets,9,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",US,2,LSU
2017,8,2322,DEN,Denver Nuggets,24,Mason Plumlee,C,6-11,254,"March 5, 1990",US,3,Duke
2017,8,2767,DEN,Denver Nuggets,12,Jarnell Stokes,C,6-9,263,"January 7, 1994",US,2,Tennessee
