Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,15,55,MEM,Memphis Grizzlies,9,Tony Allen,SG,6-4,213,"January 11, 1982",US,12,"Butler County Community College, Oklahoma State"
2017,15,149,MEM,Memphis Grizzlies,4,Wade Baldwin,PG,6-4,200,"March 29, 1996",US,R,Vanderbilt
2017,15,492,MEM,Memphis Grizzlies,15,Vince Carter,SF,6-6,220,"January 26, 1977",US,18,UNC
2017,15,585,MEM,Memphis Grizzlies,11,Mike Conley,PG,6-1,175,"October 11, 1987",US,9,Ohio State
2017,15,667,MEM,Memphis Grizzlies,30,Troy Daniels,SG,6-4,200,"July 15, 1991",US,3,VCU
2017,15,684,MEM,Memphis Grizzlies,23,Deyonta Davis,C,6-11,237,"December 2, 1996",US,R,Michigan State
2017,15,772,MEM,Memphis Grizzlies,16,Toney Douglas,PG,6-2,195,"March 16, 1986",US,7,"Auburn, Florida State"
2017,15,866,MEM,Memphis Grizzlies,8,James Ennis,SF,6-6,215,"July 1, 1990",US,2,Cal State Long Beach
2017,15,1007,MEM,Memphis Grizzlies,33,Marc Gasol,C,6-11,255,"January 29, 1985",ES,8,
2017,15,1104,MEM,Memphis Grizzlies,0,JaMychal Green,PF,6-8,227,"June 21, 1990",US,2,Alabama
2017,15,1212,MEM,Memphis Grizzlies,5,Andrew Harrison,PG,6-6,213,"October 28, 1994",US,R,Kentucky
2017,15,1855,MEM,Memphis Grizzlies,1,Jarell Martin,PF,6-10,239,"May 24, 1994",US,1,LSU
2017,15,2250,MEM,Memphis Grizzlies,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",US,5,Florida
2017,15,2395,MEM,Memphis Grizzlies,50,Zach Randolph,PF,6-9,250,"July 16, 1981",US,15,Michigan State
2017,15,2593,MEM,Memphis Grizzlies,7,Wayne Selden,SG,6-5,230,"September 30, 1994",US,R,Kansas
2017,15,3183,MEM,Memphis Grizzlies,10,Troy Williams,SF,6-7,218,"December 30, 1994",US,R,Indiana
2017,15,3237,MEM,Memphis Grizzlies,34,Brandan Wright,PF,6-10,210,"October 5, 1987",US,8,UNC
