PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Truck Robinson,28,82,2710,15.3,0.5529999999999999,0.0,0.45799999999999996,8.8,22.1,15.6,7.5,1.0,1.2,16.4,22.4,,2.1,3.9,6.0,0.106,,-0.8,-0.9,-1.7,0.2
Paul Westphal,29,82,2665,21.1,0.593,0.071,0.336,1.9,5.7,3.9,24.2,2.0,0.7,12.0,25.6,,7.7,2.8,10.5,0.18899999999999997,,4.0,0.0,3.9,4.0
Don Buse,29,81,2499,10.7,0.485,0.134,0.217,3.1,7.0,5.1,16.0,2.4,0.2,12.4,11.7,,1.7,2.9,4.6,0.08800000000000001,,-1.1,1.2,0.2,1.4
Walter Davis,25,75,2309,21.3,0.608,0.003,0.313,3.6,9.2,6.5,23.6,2.3,0.5,15.4,27.0,,5.5,2.8,8.3,0.17300000000000001,,3.4,0.2,3.6,3.3
Alvan Adams,25,75,2168,19.2,0.5710000000000001,0.002,0.27,8.2,22.4,15.4,21.6,2.3,1.4,18.2,21.9,,3.1,3.9,7.0,0.155,,1.7,1.9,3.6,3.1
Mike Bratz,24,82,1589,11.6,0.462,0.125,0.23600000000000002,3.5,7.9,5.8,19.1,2.7,0.3,15.1,22.3,,-0.5,2.0,1.5,0.046,,-2.5,0.1,-2.5,-0.2
Gar Heard,31,82,1403,11.5,0.45299999999999996,0.005,0.21,9.4,20.1,14.9,8.8,2.7,1.9,16.4,15.2,,-0.3,2.6,2.3,0.08,,-2.4,1.6,-0.9,0.4
Alvin Scott,24,79,1303,9.9,0.493,0.01,0.405,7.7,11.5,9.6,9.3,1.7,2.2,20.6,13.6,,0.0,1.7,1.7,0.062,,-1.6,0.8,-0.8,0.4
Johnny High,22,82,1121,10.1,0.51,0.022000000000000002,0.551,6.9,10.0,8.5,13.7,2.9,0.7,23.5,18.6,,-0.5,1.6,1.1,0.047,,-3.3,0.9,-2.4,-0.1
Jeff Cook,23,66,904,14.4,0.546,0.011000000000000001,0.469,11.2,18.0,14.6,12.2,1.4,1.1,17.6,17.7,,1.1,1.3,2.4,0.126,,-0.3,0.1,-0.2,0.4
Joel Kramer,24,54,711,10.0,0.547,0.006999999999999999,0.49,7.7,15.4,11.7,13.0,1.7,0.4,22.7,12.6,,0.5,0.9,1.4,0.095,,-2.2,0.8,-1.4,0.1
Rich Kelley,26,23,373,16.5,0.597,0.0,0.706,13.2,21.3,17.4,17.0,3.4,2.5,29.2,16.8,,0.3,0.8,1.1,0.145,,-0.7,3.1,2.4,0.5
