SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1980,21,SEA,Gus Williams,26,82,2969,20.6,0.53,0.02,0.27,4.5,5.3,4.9,20.7,3.2,0.7,9.5,25.2,,7.2,4.4,11.6,0.19,,3.1,1.6,4.7,5.0
1980,21,SEA,Dennis Johnson,25,81,2937,15.9,0.49,0.04,0.36,6.2,8.7,7.4,16.1,2.3,1.5,12.6,24.2,,3.0,4.4,7.4,0.12,,0.5,0.8,1.3,2.5
1980,21,SEA,Jack Sikma,24,82,2793,16.5,0.53,0.0,0.3,7.4,26.9,17.1,13.7,1.1,1.5,15.3,18.6,,3.3,5.3,8.6,0.15,,0.5,1.3,1.8,2.7
1980,21,SEA,John Johnson,32,81,2533,13.3,0.53,0.0,0.26,6.7,11.0,8.8,22.4,1.4,0.8,22.3,17.2,,1.7,3.2,4.9,0.09,,-0.1,0.4,0.3,1.5
1980,21,SEA,Lonnie Shelton,24,76,2243,16.8,0.57,0.01,0.3,9.3,18.0,13.6,9.1,1.9,1.9,15.7,18.9,,3.5,4.1,7.5,0.16,,0.2,1.4,1.6,2.0
1980,21,SEA,Fred Brown,31,80,1701,16.4,0.53,0.1,0.16,2.2,7.5,4.8,15.5,1.8,0.6,10.4,23.4,,2.8,2.1,4.9,0.14,,1.2,0.2,1.4,1.4
1980,21,SEA,Paul Silas,36,82,1595,8.2,0.44,0.0,0.46,13.4,15.4,14.4,5.0,0.7,0.2,18.8,10.9,,0.2,2.0,2.2,0.07,,-2.0,-0.9,-2.9,-0.4
1980,21,SEA,Tom LaGarde,24,82,1164,10.8,0.52,0.0,0.45,11.4,16.8,14.1,10.1,0.8,1.6,20.9,15.7,,0.6,1.7,2.2,0.09,,-2.9,0.4,-2.5,-0.1
1980,21,SEA,Wally Walker,25,70,844,12.3,0.54,0.0,0.23,7.9,13.3,10.6,8.6,1.2,0.3,14.2,16.5,,1.0,1.1,2.0,0.12,,-1.3,-0.1,-1.4,0.1
1980,21,SEA,James Bailey,22,67,726,12.3,0.5,0.0,0.37,10.2,18.3,14.3,5.3,1.4,4.1,20.0,21.4,,-0.4,1.4,1.0,0.06,,-4.2,0.9,-3.3,-0.2
1980,21,SEA,Vinnie Johnson,23,38,325,10.9,0.46,0.01,0.34,6.1,11.7,8.9,21.9,2.8,0.7,24.1,21.1,,-0.3,0.5,0.2,0.03,,-3.1,0.9,-2.2,0.0
