Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2014,3,68,BRK,Brooklyn Nets,6,Alan Anderson,SF,6-6,220,1982-10-16,US,4,Michigan State
2014,3,265,BRK,Brooklyn Nets,0,Andray Blatche,PF,6-11,235,1986-08-22,US,8,
2014,3,572,BRK,Brooklyn Nets,98,Jason Collins,C,7-0,255,1978-12-02,US,12,Stanford
2014,3,882,BRK,Brooklyn Nets,30,Reggie Evans,PF,6-8,245,1980-05-18,US,11,Iowa
2014,3,999,BRK,Brooklyn Nets,2,Kevin Garnett,C,6-11,240,1976-05-19,US,18,
2014,3,1141,BRK,Brooklyn Nets,13,Jorge Gutierrez,PG,6-3,191,1988-12-27,MX,R,California
2014,3,1496,BRK,Brooklyn Nets,7,Joe Johnson,SG,6-7,240,1981-06-29,US,12,Arkansas
2014,3,1629,BRK,Brooklyn Nets,47,Andrei Kirilenko,PF,6-9,220,1981-02-18,RU,11,
2014,3,1762,BRK,Brooklyn Nets,14,Shaun Livingston,PG,6-7,192,1985-09-11,US,8,
2014,3,1778,BRK,Brooklyn Nets,11,Brook Lopez,C,7-0,282,1988-04-01,US,5,Stanford
2014,3,2310,BRK,Brooklyn Nets,34,Paul Pierce,SF,6-7,235,1977-10-13,US,15,Kansas
2014,3,2325,BRK,Brooklyn Nets,1,Mason Plumlee,C,6-11,254,1990-03-05,US,R,Duke
2014,3,2620,BRK,Brooklyn Nets,20,Tornike Shengelia,SF,6-9,217,1991-10-05,GE,1,
2014,3,2827,BRK,Brooklyn Nets,10,Tyshawn Taylor,PG,6-3,185,1990-04-12,US,1,Kansas
2014,3,2831,BRK,Brooklyn Nets,12,Marquis Teague,SG,6-2,189,1993-02-28,US,1,Kentucky
2014,3,2832,BRK,Brooklyn Nets,33,Mirza Teletovic,SF,6-9,242,1985-09-18,BA,1,
2014,3,2839,BRK,Brooklyn Nets,31,Jason Terry,PG,6-2,185,1977-09-15,US,14,Arizona
2014,3,2886,BRK,Brooklyn Nets,10,Marcus Thornton,SG,6-4,205,1987-06-05,US,4,LSU
2014,3,3141,BRK,Brooklyn Nets,8,Deron Williams,PG,6-3,200,1984-06-26,US,8,Illinois
