Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1989,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",22.0,NBA,C,82,71,2041,9.2,17.7,0.52,0.0,0.0,0.0,9.2,17.7,0.52,4.4,6.0,0.72,4.4,7.5,11.9,1.7,0.9,3.6,3.1,7.4,22.7,,109,109
1990,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",23.0,NBA,C,82,82,2404,10.6,19.9,0.53,0.0,0.0,0.0,10.6,19.9,0.53,5.0,6.1,0.81,2.8,7.8,10.5,2.9,0.9,3.5,2.9,6.8,26.2,,113,109
1991,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",24.0,NBA,C,76,38,1690,9.8,20.2,0.48,0.0,0.0,,9.8,20.2,0.48,4.1,5.4,0.76,3.3,6.9,10.2,2.4,0.7,3.2,2.5,7.0,23.7,,108,111
1992,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",25.0,NBA,C,74,55,1772,11.9,23.4,0.51,0.0,0.1,0.0,11.9,23.3,0.51,4.2,5.3,0.79,3.4,8.0,11.4,3.2,0.8,2.7,3.6,6.3,28.0,,106,109
1993,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",26.0,NBA,C,81,81,2072,11.9,24.6,0.49,0.0,0.0,,11.9,24.6,0.49,4.0,5.5,0.73,3.0,7.4,10.4,2.9,0.7,1.8,3.5,6.9,27.9,,103,110
1994,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",27.0,NBA,C,78,75,2113,12.0,22.5,0.53,0.0,0.0,0.0,12.0,22.5,0.54,5.8,7.3,0.79,3.3,8.5,11.8,3.8,1.2,2.0,3.7,6.8,29.8,,113,103
1995,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",28.0,NBA,C,78,78,2381,12.5,23.7,0.53,0.0,0.0,0.0,12.5,23.7,0.53,6.4,8.4,0.75,4.3,9.2,13.5,2.5,0.9,1.8,4.2,6.2,31.3,,110,105
1996,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",29.0,NBA,C,63,63,1901,13.2,25.3,0.52,0.0,0.1,0.2,13.1,25.1,0.52,6.5,8.3,0.79,3.4,8.9,12.2,3.1,0.6,1.3,4.5,6.4,32.9,,108,107
1997,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",30.0,NBA,C,52,52,1518,12.6,26.0,0.49,0.1,0.3,0.25,12.6,25.8,0.49,6.1,7.7,0.8,3.7,9.1,12.8,2.4,0.8,2.1,4.5,6.2,31.5,,103,104
1998,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",31.0,NBA,C,73,69,2085,13.5,27.2,0.5,0.0,0.1,0.0,13.5,27.1,0.5,4.9,6.3,0.78,3.3,9.9,13.2,2.6,1.0,2.3,3.5,6.4,31.9,,104,99
1999,12,2710,IND,Indiana Pacers,Rik Smits,"August 23, 1966",32.0,NBA,C,49,49,1271,13.6,27.7,0.49,0.0,0.1,0.0,13.6,27.6,0.49,4.7,5.8,0.82,3.2,8.8,12.0,2.3,0.8,2.3,3.3,7.0,31.8,,104,103
