SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,10,GSW,Antawn Jamison,24,82,82,3394,8.5,19.2,0.44,0.7,2.2,0.3,7.8,17.0,0.46,4.1,5.7,0.72,3.0,4.6,7.6,1.7,1.2,0.3,2.1,2.4,21.7
2001,10,GSW,Mookie Blaylock,33,69,59,2352,4.9,12.3,0.4,1.1,3.4,0.32,3.7,8.8,0.42,0.8,1.2,0.7,1.1,3.1,4.2,7.1,2.5,0.3,2.0,2.1,11.6
2001,10,GSW,Larry Hughes,22,50,45,1846,6.0,15.7,0.38,0.3,1.5,0.19,5.7,14.2,0.4,3.8,4.9,0.77,1.5,3.9,5.4,4.3,1.9,0.6,3.0,2.9,16.0
2001,10,GSW,Bob Sura,27,53,42,1684,4.3,11.1,0.39,1.0,3.7,0.27,3.3,7.4,0.45,2.9,4.0,0.71,1.2,3.7,4.9,5.2,1.2,0.2,3.4,2.7,12.5
2001,10,GSW,Vonteego Cummings,24,66,11,1495,4.3,12.4,0.34,1.2,3.4,0.34,3.1,9.0,0.35,1.9,2.8,0.68,1.1,2.2,3.3,5.5,1.6,0.3,2.2,3.9,11.6
2001,10,GSW,Adonal Foyle,25,58,37,1457,3.9,9.3,0.42,0.0,0.0,,3.9,9.3,0.42,0.7,1.7,0.44,3.9,6.2,10.0,1.2,0.8,3.9,2.0,3.4,8.5
2001,10,GSW,Marc Jackson,26,48,35,1410,6.1,13.0,0.47,0.1,0.6,0.22,5.9,12.4,0.48,3.9,4.9,0.8,3.0,6.2,9.2,1.5,0.9,0.7,2.4,3.5,16.2
2001,10,GSW,Chris Porter,22,51,35,1147,5.4,14.0,0.39,0.0,0.2,0.0,5.4,13.8,0.39,3.0,4.4,0.67,2.8,3.1,5.9,1.9,1.4,0.2,1.9,3.5,13.8
2001,10,GSW,Erick Dampier,25,43,26,1038,4.4,10.9,0.4,0.0,0.1,0.0,4.4,10.8,0.4,2.3,4.4,0.53,3.4,5.3,8.7,2.0,0.6,2.0,2.8,4.3,11.1
2001,10,GSW,Corie Blount,32,38,0,918,4.2,9.7,0.43,0.1,0.3,0.25,4.1,9.4,0.44,1.7,2.7,0.63,5.7,6.6,12.4,2.0,1.1,0.7,2.2,3.5,10.2
2001,10,GSW,Adam Keefe,30,67,13,836,2.8,6.8,0.4,0.0,0.1,0.33,2.7,6.7,0.4,1.7,2.7,0.62,3.9,5.1,9.0,1.6,1.2,0.9,1.7,4.4,7.2
2001,10,GSW,Chris Mills,31,15,8,493,5.2,13.9,0.37,0.5,1.8,0.28,4.7,12.1,0.39,2.3,2.6,0.86,1.8,5.0,6.8,1.3,0.7,0.4,1.5,3.1,13.1
2001,10,GSW,Vinny Del Negro,34,29,1,396,2.7,8.2,0.33,0.1,0.8,0.11,2.6,7.4,0.36,1.5,1.5,1.0,0.4,2.5,2.8,5.6,0.5,0.0,1.4,3.3,7.0
2001,10,GSW,Chris Mullin,37,20,8,374,3.5,10.2,0.34,1.8,5.0,0.36,1.6,5.2,0.32,2.3,2.7,0.86,1.0,3.0,3.9,1.8,1.5,1.0,1.8,2.7,11.1
2001,10,GSW,Paul McPherson,22,22,0,287,7.8,15.1,0.52,0.3,0.8,0.33,7.5,14.3,0.53,3.0,4.3,0.71,2.5,1.4,3.9,2.8,1.6,0.1,3.0,4.0,18.8
2001,10,GSW,Danny Fortson,24,6,6,203,5.1,8.9,0.58,0.0,0.0,,5.1,8.9,0.58,7.4,9.6,0.78,5.1,12.2,17.4,0.9,0.4,0.0,1.8,3.9,17.7
2001,10,GSW,Bill Curley,28,15,2,177,4.9,8.7,0.56,0.2,0.2,1.0,4.7,8.5,0.55,2.2,3.1,0.73,4.3,3.3,7.5,0.6,1.2,1.6,2.8,8.3,12.2
2001,10,GSW,Chris Garner,25,8,0,149,1.7,8.9,0.19,0.0,1.7,0.0,1.7,7.2,0.23,1.2,1.4,0.83,0.5,2.4,2.9,4.3,1.7,0.2,2.2,4.3,4.6
2001,10,GSW,Chucky Brown,32,6,0,74,4.4,9.7,0.45,0.0,1.0,0.0,4.4,8.8,0.5,2.9,4.9,0.6,1.5,7.3,8.8,2.4,1.5,0.5,1.0,4.9,11.7
2001,10,GSW,John Coker,29,6,0,32,1.1,9.0,0.12,0.0,0.0,,1.1,9.0,0.12,0.0,0.0,,3.4,2.3,5.6,2.3,1.1,0.0,2.3,4.5,2.3
2001,10,GSW,RubAn GarcAs,27,3,0,11,0.0,22.9,0.0,0.0,0.0,,0.0,22.9,0.0,0.0,0.0,,13.1,9.8,22.9,3.3,3.3,3.3,0.0,0.0,0.0
2001,10,GSW,Randy Livingston,25,2,0,7,0.0,10.3,0.0,0.0,5.1,0.0,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
