Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,23.0,MIA,NBA,PF,3.0,3.0,20.0,1.3,3.3,0.4,0.0,0.0,,1.3,3.3,0.4,0.4,1.3,1.3,1.0,1.3,4.0,5.3,1.0,0.7,0.3,1.7,4.3,4.0
1999,26.0,NYK,NBA,PF,20.0,12.0,21.0,2.3,5.9,0.381,0.0,0.0,,2.3,5.9,0.381,0.381,0.8,1.2,0.696,1.9,3.6,5.5,0.4,0.8,0.6,1.0,3.8,5.3
2001,28.0,NYK,NBA,PF,5.0,5.0,37.2,5.0,9.4,0.532,0.0,0.0,,5.0,9.4,0.532,0.532,4.4,6.2,0.71,3.4,7.8,11.2,1.8,0.4,1.0,1.8,5.2,14.4
2004,31.0,NYK,NBA,PF,4.0,4.0,34.8,5.3,12.3,0.429,0.0,0.0,,5.3,12.3,0.429,0.429,2.3,3.0,0.75,2.3,9.3,11.5,1.5,1.8,0.8,2.5,4.3,12.8
2006,33.0,PHO,NBA,C,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
2007,34.0,PHO,NBA,C,11.0,5.0,19.3,3.1,5.9,0.523,0.0,0.0,,3.1,5.9,0.523,0.523,1.4,1.5,0.882,1.0,3.9,4.9,1.1,0.5,0.8,0.8,2.3,7.5
2008,35.0,SAS,NBA,PF,17.0,8.0,15.8,1.9,4.1,0.457,0.0,0.0,,1.9,4.1,0.457,0.457,0.3,0.4,0.714,1.5,3.4,4.9,0.4,0.1,0.4,0.8,2.7,4.1
2009,36.0,SAS,NBA,PF,5.0,0.0,16.0,1.0,2.2,0.455,0.0,0.0,,1.0,2.2,0.455,0.455,0.6,0.8,0.75,0.8,3.8,4.6,0.4,0.2,0.4,0.8,2.6,2.6
2010,37.0,MIL,NBA,C,7.0,7.0,28.4,2.4,5.0,0.486,0.0,0.0,,2.4,5.0,0.486,0.486,0.6,0.7,0.8,1.7,6.1,7.9,1.6,0.4,0.6,1.1,3.7,5.4
2011,38.0,CHI,NBA,PF,7.0,0.0,10.6,1.4,2.6,0.556,0.0,0.3,0.0,1.4,2.3,0.625,0.556,0.0,0.0,,1.3,1.4,2.7,0.4,0.1,0.4,0.4,1.7,2.9
