Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,21,1592,SEA,Seattle Supersonics,20.0,NBA,PF,81.0,1120.0,15.9,0.53,0.03,0.38,14.7,21.8,18.1,3.4,2.1,4.0,17.8,22.4,0.5,1.6,2.1,0.09,-2.2,0.2,-2.0,0.0
1991,21,1592,SEA,Seattle Supersonics,21.0,NBA,PF,81.0,2442.0,17.6,0.55,0.01,0.48,12.9,20.5,16.6,8.5,1.6,3.3,15.5,22.4,3.1,3.0,6.1,0.12,0.1,-0.2,0.0,1.2
1992,21,1592,SEA,Seattle Supersonics,22.0,NBA,PF,64.0,1808.0,21.6,0.57,0.0,0.5,16.5,26.1,21.2,7.3,1.9,4.4,15.1,24.0,3.6,3.0,6.7,0.18,1.6,0.3,1.9,1.8
1993,21,1592,SEA,Seattle Supersonics,23.0,NBA,PF,78.0,2582.0,20.4,0.55,0.0,0.48,12.8,25.1,18.8,8.8,2.3,3.8,14.6,24.2,4.0,5.1,9.1,0.17,0.9,1.0,1.9,2.6
1994,21,1592,SEA,Seattle Supersonics,24.0,NBA,PF,79.0,2597.0,22.9,0.59,0.0,0.5,14.2,24.7,19.4,12.4,2.8,4.6,17.7,24.2,5.6,6.0,11.7,0.22,2.4,2.0,4.4,4.2
1995,21,1592,SEA,Seattle Supersonics,25.0,NBA,PF,82.0,2679.0,21.7,0.61,0.01,0.59,14.4,25.0,19.8,8.8,1.9,3.5,17.1,24.4,5.9,4.7,10.6,0.19,1.6,0.1,1.7,2.5
1996,21,1592,SEA,Seattle Supersonics,26.0,NBA,PF,79.0,2631.0,22.6,0.63,0.01,0.71,13.0,26.9,20.3,11.5,1.8,3.8,20.4,26.2,5.2,6.1,11.2,0.2,1.5,1.3,2.8,3.2
1997,21,1592,SEA,Seattle Supersonics,27.0,NBA,PF,81.0,2750.0,20.7,0.58,0.03,0.59,12.1,23.3,17.7,10.0,2.4,2.5,17.7,26.3,4.6,5.4,10.0,0.17,0.6,0.3,0.8,2.0
1998,6,1592,CLE,Cleveland Cavaliers,28.0,NBA,PF,80.0,2769.0,17.5,0.51,0.01,0.48,9.9,23.0,16.5,13.6,2.1,2.5,16.1,28.0,0.9,5.9,6.8,0.12,-0.5,1.1,0.6,1.8
1999,6,1592,CLE,Cleveland Cavaliers,29.0,NBA,PF,42.0,1475.0,23.6,0.58,0.0,0.68,11.4,22.0,16.8,14.9,1.8,2.5,14.5,28.9,4.2,2.1,6.3,0.2,3.8,0.4,4.2,2.3
2001,25,1592,POR,Portland Trail Blazers,31.0,NBA,PF,68.0,1083.0,11.4,0.47,0.03,0.32,7.2,20.9,14.3,9.9,2.2,1.6,17.4,24.5,-0.8,1.7,0.9,0.04,-4.8,0.1,-4.8,-0.7
2002,25,1592,POR,Portland Trail Blazers,32.0,NBA,PF,75.0,1232.0,12.1,0.49,0.01,0.32,8.5,19.1,13.7,6.9,1.9,2.0,14.8,20.2,0.3,1.6,1.9,0.07,-3.8,0.2,-3.7,-0.5
2003,22,1592,ORL,Orlando Magic,33.0,NBA,C,79.0,1633.0,11.7,0.47,0.0,0.31,10.0,21.9,15.8,5.5,2.1,1.5,15.1,18.5,0.0,2.1,2.0,0.06,-3.5,-0.7,-4.2,-0.9
