Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2842,Daniel Theis,1992-04-04,236,106,1109.25,5.43,9.85,0.55,0.9,2.6,0.35,4.55,7.25,0.63,2.02,2.75,0.74,3.0,6.25,9.22,2.45,0.95,1.72,1.52,5.4,13.8
