SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,13,LAC,Michael Cage,26,72,70,2660,4.9,10.4,0.47,0.0,0.0,0.0,4.9,10.4,0.47,4.4,6.4,0.69,5.0,7.7,12.7,1.5,1.2,0.8,2.2,2.6,14.2
1988,13,LAC,Mike Woodson,29,80,77,2534,8.0,17.9,0.44,0.3,1.1,0.23,7.7,16.8,0.46,4.2,4.8,0.87,0.9,1.8,2.7,3.9,1.5,0.4,2.6,3.0,20.4
1988,13,LAC,Benoit Benjamin,23,66,59,2171,5.6,11.5,0.49,0.0,0.1,0.0,5.6,11.4,0.5,3.0,4.2,0.71,1.9,6.9,8.8,2.9,0.8,3.7,3.7,3.4,14.3
1988,13,LAC,Larry Drew,29,74,51,2024,5.8,12.8,0.46,0.5,1.6,0.29,5.4,11.2,0.48,1.5,1.9,0.77,0.4,1.7,2.1,6.8,1.2,0.0,2.7,2.0,13.6
1988,13,LAC,Darnell Valentine,28,79,31,1636,4.9,11.7,0.42,0.3,0.7,0.46,4.6,11.0,0.42,2.2,3.0,0.74,0.8,2.6,3.4,8.4,2.7,0.2,3.3,3.0,12.4
1988,13,LAC,Ken Norman,23,66,28,1435,6.0,12.5,0.48,0.0,0.3,0.0,6.0,12.3,0.49,2.2,4.3,0.51,2.5,4.1,6.6,2.0,1.1,0.9,2.6,3.1,14.3
1988,13,LAC,Quintin Dailey,27,67,7,1282,9.2,21.2,0.43,0.1,0.3,0.17,9.2,20.9,0.44,6.8,8.8,0.78,1.7,2.6,4.3,3.1,1.9,0.1,3.5,3.6,25.3
1988,13,LAC,Joe Wolf,23,42,26,1137,4.3,10.6,0.41,0.1,0.5,0.2,4.2,10.1,0.42,1.4,1.7,0.83,1.6,4.3,5.9,3.1,1.2,0.5,2.4,4.4,10.1
1988,13,LAC,Earl Cureton,30,69,11,1128,4.2,9.9,0.43,0.0,0.1,0.0,4.2,9.8,0.43,1.1,2.0,0.52,3.1,5.6,8.6,2.0,1.0,1.1,1.9,4.3,9.5
1988,13,LAC,Greg Kite,26,40,19,977,3.1,6.7,0.46,0.0,0.0,0.0,3.1,6.7,0.46,1.4,2.7,0.53,2.8,6.1,8.8,1.7,0.6,1.8,2.4,5.0,7.6
1988,13,LAC,Reggie Williams,23,35,14,857,6.4,17.9,0.36,0.5,2.4,0.22,5.8,15.5,0.38,2.0,2.8,0.73,2.3,2.6,5.0,2.4,1.2,0.9,2.6,4.5,15.3
1988,13,LAC,Norris Coleman,26,29,11,431,5.5,16.0,0.35,0.1,0.2,0.5,5.4,15.8,0.34,1.7,3.0,0.56,3.0,3.8,6.8,1.1,0.9,0.5,1.3,4.3,12.8
1988,13,LAC,Eric White,22,17,4,352,6.8,12.7,0.53,0.1,0.1,1.0,6.6,12.6,0.53,4.6,5.8,0.79,3.2,3.2,6.3,0.9,0.7,0.3,2.1,3.3,18.2
1988,13,LAC,Claude Gregory,29,23,2,313,7.0,15.4,0.46,0.0,0.1,0.0,7.0,15.3,0.46,1.4,4.1,0.33,4.3,6.7,10.9,1.8,1.0,1.5,2.5,4.3,15.4
1988,13,LAC,Steve Burtt,25,19,0,312,7.2,15.9,0.45,0.0,0.5,0.0,7.2,15.5,0.46,5.4,8.0,0.68,0.7,2.4,3.1,4.4,1.2,0.6,4.6,6.5,19.7
1988,13,LAC,Martin Nessley,22,35,0,295,2.2,6.0,0.37,0.0,0.0,,2.2,6.0,0.37,0.9,1.7,0.5,2.4,6.5,8.9,2.0,0.9,1.3,2.6,9.5,5.2
1988,13,LAC,Kenny Fields,25,7,0,154,3.7,8.4,0.44,0.0,0.0,,3.7,8.4,0.44,4.7,6.1,0.77,3.0,3.7,6.8,2.3,1.2,0.5,4.4,4.0,12.2
1988,13,LAC,Lancaster Gordon,25,8,0,65,6.1,17.2,0.36,0.0,0.0,,6.1,17.2,0.36,3.3,3.3,1.0,1.1,1.1,2.2,3.9,0.6,1.1,2.2,4.4,15.5
1988,13,LAC,Michael Phelps,26,2,0,23,4.7,11.0,0.43,0.0,0.0,,4.7,11.0,0.43,4.7,6.3,0.75,0.0,3.1,3.1,4.7,7.8,0.0,3.1,1.6,14.1
1988,13,LAC,Tod Murphy,24,1,0,19,1.9,1.9,1.0,0.0,0.0,,1.9,1.9,1.0,5.7,7.6,0.75,1.9,1.9,3.8,3.8,1.9,0.0,0.0,3.8,9.5
