Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1988,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,22.0,NBA,SF,10.0,6.0,294.0,46.0,99.0,0.46,3.0,6.0,0.5,43.0,93.0,0.46,0.48,5.0,7.0,0.71,24.0,28.0,52.0,24.0,8.0,8.0,26.0,33.0,100.0,0.0
1989,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,23.0,NBA,SF,17.0,17.0,619.0,84.0,182.0,0.46,22.0,56.0,0.39,62.0,126.0,0.49,0.52,32.0,50.0,0.64,34.0,95.0,129.0,67.0,23.0,16.0,41.0,63.0,222.0,0.0
1990,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,24.0,NBA,SF,15.0,14.0,612.0,104.0,210.0,0.5,10.0,31.0,0.32,94.0,179.0,0.52,0.52,71.0,100.0,0.71,33.0,75.0,108.0,83.0,31.0,19.0,49.0,62.0,289.0,1.0
1991,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,25.0,NBA,SF,17.0,17.0,704.0,142.0,282.0,0.5,4.0,17.0,0.24,138.0,265.0,0.52,0.51,80.0,101.0,0.79,37.0,114.0,151.0,99.0,42.0,19.0,55.0,58.0,368.0,0.0
1992,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,26.0,NBA,SF,22.0,22.0,899.0,152.0,325.0,0.47,6.0,24.0,0.25,146.0,301.0,0.48,0.48,118.0,155.0,0.76,59.0,134.0,193.0,147.0,41.0,25.0,70.0,72.0,428.0,1.0
1993,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,27.0,NBA,SF,19.0,19.0,789.0,152.0,327.0,0.46,3.0,17.0,0.18,149.0,310.0,0.48,0.47,74.0,116.0,0.64,37.0,95.0,132.0,107.0,41.0,13.0,71.0,62.0,381.0,1.0
1994,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,28.0,NBA,SF,10.0,10.0,384.0,85.0,196.0,0.43,12.0,45.0,0.27,73.0,151.0,0.48,0.46,46.0,52.0,0.88,17.0,66.0,83.0,46.0,24.0,7.0,37.0,33.0,228.0,0.0
1995,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,29.0,NBA,SF,10.0,10.0,396.0,58.0,131.0,0.44,14.0,38.0,0.37,44.0,93.0,0.47,0.5,48.0,71.0,0.68,24.0,62.0,86.0,58.0,14.0,10.0,27.0,40.0,178.0,0.0
1996,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,30.0,NBA,SF,18.0,18.0,742.0,112.0,287.0,0.39,30.0,105.0,0.29,82.0,182.0,0.45,0.44,51.0,80.0,0.64,62.0,91.0,153.0,107.0,47.0,16.0,41.0,51.0,305.0,1.0
1997,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,31.0,NBA,SF,19.0,19.0,753.0,129.0,309.0,0.42,39.0,113.0,0.34,90.0,196.0,0.46,0.48,68.0,86.0,0.79,36.0,93.0,129.0,72.0,28.0,18.0,55.0,49.0,365.0,0.0
1998,5,2319,CHI,Chicago Bulls,Scottie Pippen,1965-09-25,32.0,NBA,SF,21.0,21.0,836.0,122.0,294.0,0.42,18.0,79.0,0.23,104.0,215.0,0.48,0.45,91.0,134.0,0.68,49.0,101.0,150.0,110.0,45.0,20.0,51.0,66.0,353.0,0.0
1999,11,2319,HOU,Houston Rockets,Scottie Pippen,1965-09-25,33.0,NBA,SF,4.0,4.0,172.0,23.0,70.0,0.33,6.0,22.0,0.27,17.0,48.0,0.35,0.37,21.0,26.0,0.81,20.0,27.0,47.0,22.0,7.0,3.0,13.0,12.0,73.0,0.0
2000,25,2319,POR,Portland Trail Blazers,Scottie Pippen,1965-09-25,34.0,NBA,SF,16.0,16.0,614.0,83.0,198.0,0.42,21.0,70.0,0.3,62.0,128.0,0.48,0.47,52.0,70.0,0.74,22.0,92.0,114.0,69.0,32.0,7.0,37.0,49.0,239.0,0.0
2001,25,2319,POR,Portland Trail Blazers,Scottie Pippen,1965-09-25,35.0,NBA,SF,3.0,3.0,117.0,16.0,38.0,0.42,3.0,17.0,0.18,13.0,21.0,0.62,0.46,6.0,9.0,0.67,2.0,15.0,17.0,7.0,8.0,2.0,12.0,14.0,41.0,0.0
2002,25,2319,POR,Portland Trail Blazers,Scottie Pippen,1965-09-25,36.0,NBA,SF,3.0,3.0,99.0,18.0,39.0,0.46,6.0,11.0,0.55,12.0,28.0,0.43,0.54,7.0,8.0,0.88,8.0,20.0,28.0,17.0,4.0,2.0,10.0,14.0,49.0,0.0
2003,25,2319,POR,Portland Trail Blazers,Scottie Pippen,1965-09-25,37.0,NBA,SF,4.0,1.0,75.0,9.0,22.0,0.41,3.0,9.0,0.33,6.0,13.0,0.46,0.48,2.0,2.0,1.0,2.0,9.0,11.0,13.0,0.0,0.0,7.0,8.0,23.0,0.0
