Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1982,22.0,POR,NBA,PG,82.0,14.0,1387.0,6.4,15.6,0.413,0.0,0.3,0.0,6.4,15.3,0.421,5.2,6.9,0.76,1.7,3.5,5.1,9.3,3.2,0.1,4.4,6.4,18.1,,100.0,107.0
1983,23.0,POR,NBA,PG,47.0,36.0,1298.0,7.7,16.9,0.454,0.0,0.0,0.0,7.7,16.8,0.455,6.2,7.8,0.793,1.2,3.0,4.3,10.7,3.7,0.2,4.8,5.1,21.5,,105.0,103.0
1984,24.0,POR,NBA,PG,68.0,60.0,1893.0,6.3,14.1,0.447,0.0,0.1,0.0,6.3,14.0,0.45,4.9,6.2,0.789,1.2,2.0,3.2,9.9,2.7,0.2,3.7,4.5,17.5,,109.0,109.0
1985,25.0,POR,NBA,PG,75.0,59.0,2278.0,6.5,13.8,0.473,0.0,0.0,0.0,6.5,13.8,0.474,4.7,5.9,0.793,1.1,3.4,4.5,10.6,2.9,0.1,3.9,3.8,17.7,,109.0,108.0
1986,26.0,TOT,NBA,PG,62.0,29.0,1217.0,6.1,14.7,0.415,0.2,0.5,0.286,6.0,14.2,0.42,4.9,6.7,0.743,1.2,3.5,4.8,9.4,2.7,0.1,4.4,4.7,17.3,,99.0,110.0
1986,26.0,POR,NBA,PG,28.0,27.0,734.0,5.8,12.9,0.447,0.1,0.2,0.333,5.7,12.7,0.448,4.4,6.3,0.71,1.3,3.3,4.5,8.7,3.1,0.1,3.6,4.9,16.0,,104.0,108.0
1986,26.0,LAC,NBA,PG,34.0,2.0,483.0,6.7,17.6,0.379,0.3,1.1,0.273,6.4,16.5,0.386,5.7,7.3,0.787,1.2,4.0,5.1,10.4,2.2,0.1,5.5,4.4,19.4,,94.0,113.0
1987,27.0,LAC,NBA,PG,65.0,52.0,1759.0,7.3,17.8,0.41,0.3,1.5,0.232,7.0,16.3,0.426,4.3,5.3,0.815,1.0,3.0,4.0,11.9,3.1,0.3,4.4,3.9,19.3,,100.0,112.0
1988,28.0,LAC,NBA,PG,79.0,31.0,1636.0,6.5,15.5,0.418,0.4,1.0,0.455,6.1,14.6,0.416,2.9,4.0,0.743,1.1,3.5,4.5,11.1,3.6,0.2,4.3,3.9,16.4,,97.0,106.0
1989,29.0,CLE,NBA,SG,77.0,4.0,1086.0,6.1,14.4,0.426,0.1,0.6,0.214,6.0,13.8,0.436,4.1,5.1,0.813,1.0,3.7,4.6,7.8,2.6,0.3,3.7,4.0,16.5,,100.0,105.0
1991,31.0,CLE,NBA,PG,65.0,60.0,1841.0,6.3,13.6,0.464,0.2,0.7,0.24,6.1,12.9,0.476,3.9,4.7,0.831,1.0,3.7,4.7,9.6,2.7,0.3,3.5,4.7,16.7,,107.0,109.0
