Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2392,Julius Randle,"November 29, 1994",401.0,321.0,1698.86,6.81,14.3,0.48,0.64,1.94,0.33,6.2,12.34,0.5,3.8,5.91,0.64,2.11,7.33,9.46,3.3,0.69,0.44,3.03,3.63,18.06
