Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,24.0,1642,PHO,Phoenix Suns,Negele Knight,1967-03-06,23.0,NBA,PG,64,6,12.4,2.0,4.8,0.425,0.1,0.4,0.24,2.0,4.4,0.442,0.435,1.1,1.8,0.602,0.3,0.8,1.1,3.0,0.3,0.1,1.2,1.3,5.3
1992,24.0,1642,PHO,Phoenix Suns,Negele Knight,1967-03-06,24.0,NBA,PG,42,1,15.0,2.5,5.2,0.475,0.1,0.3,0.308,2.4,4.9,0.485,0.484,0.8,1.1,0.688,0.4,0.7,1.1,2.7,0.6,0.1,1.4,1.4,5.8
1993,24.0,1642,PHO,Phoenix Suns,Negele Knight,1967-03-06,25.0,NBA,PG,52,35,17.1,2.4,6.1,0.391,0.0,0.1,0.0,2.4,6.0,0.4,0.391,1.3,1.7,0.779,0.5,0.7,1.2,2.8,0.4,0.1,1.4,1.3,6.1
1994,31.0,1642,TOT,Total After Trade,Negele Knight,1967-03-06,26.0,NBA,PG,65,18,22.1,3.5,7.3,0.474,0.1,0.3,0.19,3.4,7.0,0.487,0.478,2.2,2.7,0.81,0.4,1.2,1.6,3.0,0.5,0.2,1.4,1.9,9.2
1994,24.0,1642,PHO,Phoenix Suns,Negele Knight,1967-03-06,26.0,NBA,PG,1,0,8.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
1994,27.0,1642,SAS,San Antonio Spurs,Negele Knight,1967-03-06,26.0,NBA,PG,64,18,22.3,3.5,7.4,0.476,0.1,0.3,0.19,3.4,7.0,0.489,0.48,2.2,2.7,0.81,0.4,1.2,1.6,3.1,0.5,0.2,1.5,1.9,9.3
1995,31.0,1642,TOT,Total After Trade,Negele Knight,1967-03-06,27.0,NBA,PG,47,17,15.1,1.8,4.6,0.397,0.2,0.6,0.393,1.6,4.0,0.398,0.423,0.4,0.5,0.72,0.4,0.9,1.3,2.7,0.4,0.1,1.0,1.5,4.2
1995,25.0,1642,POR,Portland Trail Blazers,Negele Knight,1967-03-06,27.0,NBA,PG,3,0,14.3,2.3,5.0,0.467,0.0,0.0,,2.3,5.0,0.467,0.467,1.3,1.3,1.0,0.3,0.7,1.0,3.7,0.3,0.0,1.3,1.7,6.0
1995,9.0,1642,DET,Detroit Pistons,Negele Knight,1967-03-06,27.0,NBA,PG,44,17,15.1,1.8,4.5,0.392,0.3,0.6,0.393,1.5,3.9,0.392,0.42,0.3,0.5,0.667,0.5,0.9,1.3,2.6,0.5,0.1,1.0,1.5,4.1
1999,28.0,1642,TOR,Toronto Raptors,Negele Knight,1967-03-06,31.0,NBA,PG,6,0,9.3,0.5,1.3,0.375,0.0,0.2,0.0,0.5,1.2,0.429,0.375,0.3,0.7,0.5,0.2,0.8,1.0,1.3,0.2,0.0,1.2,0.8,1.3
