Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1990,29,UTA,Utah Jazz,Karl Malone,26,5,5,40.6,9.2,21.0,0.44,0.0,0.2,0.0,9.2,20.8,0.44,0.44,6.8,9.0,0.76,3.2,7.0,10.2,2.2,2.2,1.0,2.4,4.4,25.2
1990,29,UTA,Utah Jazz,John Stockton,27,5,5,38.8,5.8,13.8,0.42,0.2,2.6,0.08,5.6,11.2,0.5,0.43,3.2,4.0,0.8,0.8,2.4,3.2,15.0,1.2,0.0,2.8,4.0,15.0
1990,29,UTA,Utah Jazz,Thurl Bailey,28,5,5,38.0,8.6,17.6,0.49,0.0,0.0,,8.6,17.6,0.49,0.49,3.8,4.8,0.79,1.6,4.8,6.4,1.4,1.0,1.2,1.0,3.8,21.0
1990,29,UTA,Utah Jazz,Bob Hansen,29,5,5,29.0,4.2,8.6,0.49,1.4,2.8,0.5,2.8,5.8,0.48,0.57,0.2,0.8,0.25,1.4,1.4,2.8,1.0,0.6,0.0,0.8,2.8,10.0
1990,29,UTA,Utah Jazz,Mark Eaton,33,5,5,25.6,1.8,3.4,0.53,0.0,0.0,,1.8,3.4,0.53,0.53,0.2,1.0,0.2,1.6,4.4,6.0,0.0,0.6,2.8,0.8,3.4,3.8
1990,29,UTA,Utah Jazz,Darrell Griffith,31,5,0,19.4,3.8,8.4,0.45,1.0,1.8,0.56,2.8,6.6,0.42,0.51,0.8,1.0,0.8,1.2,3.0,4.2,0.6,1.2,0.2,0.6,0.6,9.4
1990,29,UTA,Utah Jazz,Blue Edwards,24,5,0,18.8,2.8,5.2,0.54,0.2,0.6,0.33,2.6,4.6,0.56,0.56,1.4,1.6,0.88,1.6,2.0,3.6,1.6,1.4,0.4,2.4,3.2,7.2
1990,29,UTA,Utah Jazz,Mike Brown,26,5,0,13.4,1.4,3.0,0.47,0.0,0.0,,1.4,3.0,0.47,0.47,0.8,1.0,0.8,1.0,1.0,2.0,0.6,0.2,0.2,1.0,2.2,3.6
1990,29,UTA,Utah Jazz,Eric Leckner,23,3,0,9.3,2.0,3.3,0.6,0.3,0.3,1.0,1.7,3.0,0.56,0.65,1.7,3.0,0.56,0.7,2.0,2.7,0.7,0.0,0.0,0.3,2.7,6.0
1990,29,UTA,Utah Jazz,Delaney Rudd,27,5,0,9.0,1.6,4.6,0.35,0.2,1.4,0.14,1.4,3.2,0.44,0.37,0.2,0.4,0.5,0.2,0.4,0.6,2.6,0.2,0.0,0.6,2.0,3.6
1990,29,UTA,Utah Jazz,Eric Johnson,23,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,29,UTA,Utah Jazz,Raymond Brown,24,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
