SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1990,2,BOS,Larry Bird,33,5,5,41.4,8.8,19.8,0.44,1.0,3.8,0.26,7.8,16.0,0.49,0.47,5.8,6.4,0.91,1.4,7.8,9.2,8.8,1.0,1.0,3.6,2.0,24.4
1990,2,BOS,Reggie Lewis,24,5,5,40.0,7.4,12.4,0.6,0.0,0.2,0.0,7.4,12.2,0.61,0.6,5.4,7.0,0.77,1.8,3.2,5.0,4.4,1.4,0.4,2.4,2.8,20.2
1990,2,BOS,Kevin McHale,32,5,5,38.4,8.4,13.8,0.61,0.2,0.6,0.33,8.2,13.2,0.62,0.62,5.0,5.8,0.86,1.6,6.2,7.8,2.6,0.4,2.0,2.8,3.4,22.0
1990,2,BOS,Robert Parish,36,5,5,34.0,6.2,10.8,0.57,0.0,0.0,,6.2,10.8,0.57,0.57,3.4,3.6,0.94,4.6,5.4,10.0,2.6,1.0,1.4,2.4,4.2,15.8
1990,2,BOS,Dennis Johnson,35,5,5,32.4,6.0,12.4,0.48,0.4,1.2,0.33,5.6,11.2,0.5,0.5,1.4,1.4,1.0,0.4,2.4,2.8,5.6,0.4,0.4,2.0,3.4,13.8
1990,2,BOS,Joe Kleine,28,5,0,15.8,2.6,3.4,0.76,0.0,0.2,0.0,2.6,3.2,0.81,0.76,1.0,1.2,0.83,0.6,2.2,2.8,0.4,0.4,0.6,0.8,2.4,6.2
1990,2,BOS,John Bagley,29,5,0,14.0,1.6,3.0,0.53,0.0,0.2,0.0,1.6,2.8,0.57,0.53,0.6,0.8,0.75,0.6,0.2,0.8,3.4,0.8,0.2,1.8,1.8,3.8
1990,2,BOS,Jim Paxson,32,5,0,12.4,1.6,3.2,0.5,0.0,0.2,0.0,1.6,3.0,0.53,0.5,0.6,0.8,0.75,0.0,0.0,0.0,1.4,1.0,0.0,0.6,0.2,3.8
1990,2,BOS,Ed Pinckney,26,4,0,6.3,1.5,1.8,0.86,0.0,0.0,,1.5,1.8,0.86,0.86,1.8,2.3,0.78,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.8,4.8
1990,2,BOS,Michael Smith,24,4,0,4.0,1.3,2.0,0.62,0.0,0.5,0.0,1.3,1.5,0.83,0.62,1.8,1.8,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,4.3
1990,2,BOS,Charles Smith,22,3,0,3.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.3,0.0,0.3,1.0,0.3,0.0,0.0,0.0,0.7
1990,2,BOS,Kevin Gamble,24,3,0,2.7,1.0,1.7,0.6,0.0,0.0,,1.0,1.7,0.6,0.6,0.0,0.0,,0.3,0.0,0.3,0.7,0.0,0.0,0.3,0.3,2.0
