Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1990,25,POR,Portland Trail Blazers,Clyde Drexler,27,21,21,40.6,8.2,18.6,0.44,0.4,2.0,0.22,7.8,16.6,0.47,0.45,4.6,5.9,0.77,3.0,4.2,7.2,7.1,2.5,0.9,3.2,3.4,21.4
1990,25,POR,Portland Trail Blazers,Jerome Kersey,27,21,21,39.6,7.9,17.2,0.46,0.0,0.1,0.0,7.9,17.0,0.46,0.46,4.9,6.9,0.72,3.1,5.1,8.3,2.1,1.6,1.0,2.1,4.1,20.7
1990,25,POR,Portland Trail Blazers,Terry Porter,26,21,21,38.8,6.0,13.0,0.46,1.9,4.9,0.39,4.1,8.2,0.51,0.54,6.6,7.9,0.84,0.4,2.5,2.9,7.4,1.3,0.1,3.0,2.4,20.6
1990,25,POR,Portland Trail Blazers,Buck Williams,29,21,21,37.0,4.8,9.5,0.51,0.0,0.0,,4.8,9.5,0.51,0.51,3.4,5.0,0.68,3.2,6.0,9.2,1.9,0.6,0.3,2.0,3.5,13.0
1990,25,POR,Portland Trail Blazers,Kevin Duckworth,25,15,15,30.2,5.5,12.5,0.44,0.0,0.0,,5.5,12.5,0.44,0.44,2.2,3.1,0.72,1.9,3.9,5.8,1.1,0.3,0.6,2.2,4.0,13.1
1990,25,POR,Portland Trail Blazers,Clifford Robinson,23,21,6,18.6,2.6,7.2,0.36,0.0,0.2,0.0,2.6,7.0,0.37,0.36,1.4,2.5,0.56,1.5,2.6,4.1,1.1,0.9,1.1,1.2,3.4,6.5
1990,25,POR,Portland Trail Blazers,Danny Young,27,21,0,14.0,1.3,3.4,0.39,0.5,1.4,0.38,0.8,2.0,0.4,0.46,0.9,1.3,0.7,0.5,0.9,1.4,1.5,0.7,0.1,0.8,1.4,4.1
1990,25,POR,Portland Trail Blazers,Wayne Cooper,33,18,0,13.8,1.1,2.6,0.4,0.0,0.0,,1.1,2.6,0.4,0.4,0.6,1.1,0.53,1.4,2.6,3.9,0.3,0.3,1.6,0.3,2.2,2.7
1990,25,POR,Portland Trail Blazers,Drazen Petrovic,25,20,0,12.7,2.4,5.5,0.44,0.3,0.8,0.31,2.2,4.7,0.46,0.46,1.1,1.8,0.58,0.5,1.1,1.6,1.0,0.3,0.0,1.0,1.9,6.1
1990,25,POR,Portland Trail Blazers,Mark Bryant,24,13,0,12.3,1.4,2.5,0.55,0.0,0.0,,1.4,2.5,0.55,0.55,0.5,0.6,0.75,0.7,1.5,2.2,0.2,0.2,0.2,0.9,2.1,3.2
1990,25,POR,Portland Trail Blazers,Byron Irvin,23,4,0,11.8,1.3,5.5,0.23,0.0,0.0,,1.3,5.5,0.23,0.23,1.3,1.5,0.83,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.8,3.8
1990,25,POR,Portland Trail Blazers,Nate Johnston,23,3,0,6.3,2.0,3.7,0.55,0.0,0.0,,2.0,3.7,0.55,0.55,0.3,0.3,1.0,0.7,1.3,2.0,0.3,0.3,0.3,0.0,1.7,4.3
