SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2014,6,CLE,Kyrie Irving,21.0,71.0,2496.0,0.43,0.46,0.36,0.48,0.86,0.53,0.27,0.28,95.0,94.0,99.0,96.0,114.0,99.0,96.0,107.0,-52.7,-21.0
2014,6,CLE,Dion Waiters,22.0,70.0,2072.0,0.43,0.46,0.37,0.48,0.68,0.51,0.24,0.25,95.0,93.0,102.0,96.0,91.0,94.0,83.0,97.0,-43.1,-73.0
2014,6,CLE,Tristan Thompson,22.0,82.0,2594.0,0.48,0.48,0.0,0.48,0.69,0.53,0.45,0.0,105.0,98.0,,95.0,92.0,98.0,157.0,1.0,-36.6,-23.6
2014,6,CLE,Jarrett Jack,30.0,80.0,2252.0,0.41,0.44,0.34,0.46,0.84,0.5,0.21,0.26,90.0,89.0,95.0,91.0,111.0,92.0,75.0,102.0,-64.5,-66.0
2014,6,CLE,Luol Deng,28.0,40.0,1353.0,0.42,0.45,0.32,0.46,0.77,0.5,0.28,0.25,92.0,93.0,88.0,91.0,102.0,93.0,100.0,97.0,-45.1,-42.9
2014,6,CLE,Anderson VarejAo,31.0,65.0,1800.0,0.5,0.5,0.0,0.5,0.68,0.53,0.29,0.02,109.0,103.0,,99.0,90.0,97.0,103.0,6.0,-6.0,-14.8
2014,6,CLE,C.J. Miles,26.0,51.0,984.0,0.44,0.48,0.39,0.54,0.85,0.57,0.18,0.52,96.0,98.0,109.0,107.0,113.0,105.0,65.0,199.0,29.1,24.9
2014,6,CLE,Tyler Zeller,24.0,70.0,1049.0,0.54,0.54,0.0,0.54,0.72,0.58,0.42,0.0,118.0,111.0,,107.0,95.0,107.0,147.0,1.0,21.4,27.7
2014,6,CLE,Spencer Hawes,25.0,27.0,804.0,0.47,0.48,0.45,0.55,0.78,0.57,0.17,0.35,103.0,98.0,124.0,109.0,104.0,106.0,60.0,136.0,27.4,19.4
2014,6,CLE,Matthew Dellavedova,23.0,72.0,1271.0,0.41,0.46,0.37,0.51,0.79,0.53,0.16,0.52,91.0,95.0,102.0,101.0,105.0,99.0,57.0,202.0,4.4,-4.0
2014,6,CLE,Alonzo Gee,26.0,65.0,1020.0,0.42,0.44,0.33,0.46,0.7,0.49,0.26,0.25,91.0,91.0,91.0,91.0,93.0,91.0,91.0,95.0,-21.5,-26.3
2014,6,CLE,Earl Clark,26.0,45.0,698.0,0.38,0.4,0.34,0.46,0.58,0.47,0.1,0.48,83.0,83.0,96.0,91.0,77.0,86.0,35.0,186.0,-20.5,-37.0
2014,6,CLE,Anthony Bennett,20.0,52.0,663.0,0.36,0.39,0.24,0.38,0.64,0.42,0.31,0.24,78.0,80.0,68.0,77.0,84.0,79.0,108.0,91.0,-52.5,-59.2
2014,6,CLE,Andrew Bynum,26.0,24.0,480.0,0.42,0.42,,0.42,0.76,0.46,0.21,0.0,92.0,86.0,,84.0,101.0,84.0,73.0,,-33.4,-37.6
2014,6,CLE,Henry Sims,23.0,20.0,168.0,0.4,0.4,,0.4,0.57,0.43,0.31,0.0,88.0,82.0,,80.0,76.0,80.0,109.0,,-9.1,-11.3
2014,6,CLE,Sergey Karasev,20.0,22.0,156.0,0.34,0.5,0.21,0.4,0.9,0.47,0.29,0.54,75.0,103.0,59.0,80.0,119.0,87.0,101.0,209.0,-7.1,-5.6
2014,6,CLE,Carrick Felix,23.0,7.0,38.0,0.5,0.56,0.4,0.57,0.75,0.6,0.29,0.36,110.0,114.0,111.0,114.0,99.0,111.0,101.0,138.0,2.0,2.0
2014,6,CLE,Seth Curry,23.0,1.0,9.0,0.33,0.0,1.0,0.5,,0.5,0.0,0.33,73.0,,278.0,100.0,,92.0,,128.0,-0.0,-0.2
2014,6,CLE,Shane Edwards,26.0,2.0,12.0,0.33,0.33,,0.33,,0.33,0.0,0.0,73.0,68.0,,67.0,,62.0,,,-1.0,-1.2
2014,6,CLE,Scotty Hopson,24.0,2.0,7.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,0.5,,,,,66.0,19.0,176.0,193.0,-4.0,-4.3
2014,6,CLE,Arinze Onuaku,26.0,2.0,5.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-1.0,-1.1
2014,6,CLE,Team,,,,0.44,0.47,0.35,0.48,0.75,0.52,0.28,0.23,97.0,96.0,98.0,96.0,99.0,96.0,99.0,88.0,-232.2,-244.6
2014,6,CLE,League Average,,,,0.45,0.49,0.36,0.5,0.76,0.54,0.28,0.26,,,,,,,,,,
