PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
John Wall,23.0,82.0,2980.0,0.433,0.45799999999999996,0.35100000000000003,0.473,0.805,0.524,0.295,0.23,95.0,94.0,97.0,94.0,106.0,97.0,104.0,89.0,-73.9,-50.8
Bradley Beal,20.0,73.0,2530.0,0.419,0.426,0.402,0.479,0.7879999999999999,0.507,0.165,0.298,92.0,87.0,112.0,96.0,104.0,94.0,58.0,115.0,-51.5,-83.9
Trevor Ariza,28.0,77.0,2723.0,0.456,0.508,0.40700000000000003,0.562,0.772,0.59,0.226,0.518,100.0,104.0,113.0,112.0,102.0,109.0,80.0,200.0,103.2,92.4
Marcin Gortat,29.0,81.0,2655.0,0.542,0.541,1.0,0.542,0.6859999999999999,0.568,0.273,0.001,119.0,111.0,278.0,108.0,91.0,105.0,96.0,,69.2,50.3
Martell Webster,27.0,78.0,2157.0,0.433,0.502,0.39299999999999996,0.557,0.84,0.591,0.213,0.634,95.0,103.0,109.0,111.0,111.0,109.0,75.0,244.0,65.7,64.5
Nenê Hilário,31.0,53.0,1560.0,0.503,0.506,0.2,0.504,0.583,0.53,0.44799999999999995,0.008,111.0,104.0,56.0,101.0,77.0,98.0,158.0,3.0,3.7,-15.2
Trevor Booker,26.0,72.0,1553.0,0.551,0.5539999999999999,0.0,0.551,0.618,0.562,0.18899999999999997,0.005,121.0,114.0,,110.0,82.0,104.0,66.0,2.0,40.1,18.9
Kevin Séraphin,24.0,53.0,578.0,0.504,0.504,,0.505,0.871,0.5329999999999999,0.141,0.0,111.0,103.0,,101.0,115.0,99.0,50.0,,1.5,-3.7
Al Harrington,33.0,34.0,511.0,0.396,0.449,0.34,0.478,0.7709999999999999,0.506,0.16899999999999998,0.483,87.0,92.0,95.0,95.0,102.0,94.0,59.0,186.0,-9.4,-15.6
Drew Gooden,32.0,22.0,395.0,0.531,0.5479999999999999,0.41200000000000003,0.556,0.889,0.591,0.18899999999999997,0.11900000000000001,117.0,112.0,114.0,111.0,118.0,109.0,66.0,46.0,15.7,15.5
Garrett Temple,27.0,75.0,638.0,0.36200000000000004,0.402,0.207,0.38299999999999995,0.698,0.431,0.305,0.20600000000000002,80.0,82.0,58.0,76.0,92.0,80.0,107.0,79.0,-33.3,-35.0
Andre Miller,37.0,28.0,412.0,0.46,0.452,0.667,0.47100000000000003,0.833,0.534,0.345,0.035,101.0,93.0,185.0,94.0,110.0,99.0,121.0,13.0,-5.2,-1.4
Jan Veselý,23.0,33.0,470.0,0.522,0.522,,0.522,0.267,0.494,0.326,0.0,115.0,107.0,,104.0,35.0,91.0,115.0,,3.8,-9.8
Otto Porter,20.0,37.0,319.0,0.363,0.414,0.191,0.385,0.667,0.405,0.132,0.231,80.0,85.0,53.0,77.0,88.0,75.0,46.0,89.0,-21.2,-26.2
Chris Singleton,24.0,25.0,250.0,0.373,0.375,0.368,0.425,0.72,0.48100000000000004,0.373,0.284,82.0,77.0,102.0,85.0,95.0,89.0,131.0,109.0,-10.1,-9.4
Eric Maynor,26.0,23.0,215.0,0.292,0.27699999999999997,0.32,0.34700000000000003,0.667,0.355,0.042,0.34700000000000003,64.0,57.0,89.0,69.0,88.0,66.0,15.0,134.0,-22.2,-27.3
Glen Rice,23.0,11.0,109.0,0.297,0.3,0.294,0.365,0.7140000000000001,0.39899999999999997,0.18899999999999997,0.46,65.0,62.0,82.0,73.0,94.0,74.0,67.0,177.0,-10.1,-11.4
Team,,,,0.46,0.48700000000000004,0.38,0.508,0.737,0.54,0.248,0.251,101.0,100.0,106.0,101.0,98.0,100.0,87.0,97.0,89.6,-9.5
League Average,,,,0.45399999999999996,0.488,0.36,0.501,0.7559999999999999,0.541,0.284,0.26,,,,,,,,,,
