SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2014,4,CHA,Al Jefferson,29.0,73.0,2553.0,0.51,0.51,0.2,0.51,0.69,0.53,0.2,0.01,112.0,105.0,56.0,102.0,91.0,98.0,71.0,4.0,24.0,-26.3
2014,4,CHA,Kemba Walker,23.0,73.0,2614.0,0.39,0.42,0.33,0.44,0.84,0.5,0.3,0.29,86.0,85.0,93.0,88.0,111.0,92.0,104.0,110.0,-138.5,-107.8
2014,4,CHA,Gerald Henderson,26.0,77.0,2461.0,0.43,0.44,0.35,0.46,0.76,0.51,0.33,0.12,95.0,91.0,97.0,91.0,101.0,94.0,117.0,48.0,-86.0,-72.1
2014,4,CHA,Josh McRoberts,26.0,78.0,2360.0,0.44,0.52,0.36,0.53,0.73,0.55,0.15,0.51,96.0,106.0,100.0,106.0,96.0,101.0,53.0,198.0,31.8,8.3
2014,4,CHA,Ramon Sessions,27.0,55.0,1305.0,0.41,0.44,0.22,0.42,0.78,0.51,0.5,0.15,90.0,90.0,61.0,85.0,103.0,94.0,177.0,56.0,-71.0,-36.4
2014,4,CHA,Cody Zeller,21.0,82.0,1416.0,0.43,0.43,0.0,0.43,0.73,0.5,0.5,0.0,94.0,88.0,,85.0,97.0,92.0,174.0,1.0,-60.9,-42.2
2014,4,CHA,Michael Kidd-Gilchrist,20.0,62.0,1502.0,0.47,0.48,0.11,0.47,0.61,0.52,0.52,0.02,104.0,99.0,31.0,95.0,81.0,95.0,183.0,10.0,-18.8,-21.4
2014,4,CHA,Anthony Tolliver,28.0,64.0,1298.0,0.42,0.45,0.41,0.59,0.8,0.6,0.13,0.8,92.0,92.0,115.0,117.0,106.0,112.0,47.0,310.0,52.3,41.4
2014,4,CHA,Chris Douglas-Roberts,27.0,49.0,1016.0,0.44,0.5,0.39,0.54,0.8,0.59,0.32,0.52,97.0,103.0,107.0,108.0,106.0,109.0,114.0,202.0,20.5,27.4
2014,4,CHA,Gary Neal,29.0,22.0,507.0,0.44,0.46,0.41,0.51,0.96,0.57,0.26,0.36,96.0,94.0,113.0,102.0,127.0,105.0,92.0,137.0,3.6,12.9
2014,4,CHA,Bismack Biyombo,21.0,77.0,1072.0,0.61,0.61,,0.61,0.52,0.61,0.62,0.0,134.0,125.0,,122.0,68.0,112.0,217.0,,31.7,23.9
2014,4,CHA,Jeff Taylor,24.0,26.0,629.0,0.38,0.42,0.27,0.42,0.55,0.44,0.22,0.31,83.0,87.0,75.0,83.0,73.0,81.0,76.0,118.0,-36.5,-50.2
2014,4,CHA,Jannero Pargo,34.0,29.0,242.0,0.44,0.48,0.4,0.54,0.73,0.55,0.09,0.51,97.0,99.0,111.0,108.0,96.0,102.0,33.0,196.0,9.7,3.1
2014,4,CHA,Luke Ridnour,32.0,25.0,378.0,0.39,0.44,0.3,0.44,0.57,0.45,0.06,0.37,86.0,90.0,83.0,89.0,76.0,83.0,23.0,143.0,-12.2,-20.2
2014,4,CHA,Ben Gordon,30.0,19.0,279.0,0.34,0.37,0.28,0.38,0.81,0.42,0.19,0.27,75.0,75.0,77.0,76.0,107.0,78.0,68.0,103.0,-26.2,-27.8
2014,4,CHA,Jeff Adrien,27.0,25.0,256.0,0.55,0.55,,0.55,0.52,0.56,0.62,0.0,121.0,113.0,,110.0,69.0,103.0,220.0,,3.9,1.8
2014,4,CHA,Justin Hamilton,23.0,1.0,4.0,,,,,,,,,,,,,,,,,0.0,0.0
2014,4,CHA,James Southerland,23.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.33,,,,,,,,128.0,-3.0,-3.2
2014,4,CHA,D.J. White,27.0,2.0,10.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-1.0,-1.1
2014,4,CHA,Team,,,,0.44,0.47,0.36,0.48,0.73,0.52,0.28,0.22,98.0,96.0,99.0,97.0,96.0,97.0,100.0,84.0,-197.8,-245.0
2014,4,CHA,League Average,,,,0.45,0.49,0.36,0.5,0.76,0.54,0.28,0.26,,,,,,,,,,
