Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2059,654.0,150.0,17.97,2.84,6.42,0.44,1.13,2.8,0.4,1.7,3.62,0.47,0.53,0.95,1.05,0.9,0.43,1.18,1.58,0.73,0.47,0.08,0.49,1.32,7.72
