Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,1,ATL,Atlanta Hawks,Eddie Johnson,25.0,75,,2693,573,1136,0.5,6,20,0.3,567,1116,0.51,0.51,279,356,0.78,60,119,179,407,126,11,197,188,1431,1484
1981,1,ATL,Atlanta Hawks,Steve Hawes,30.0,74,,2309,333,637,0.52,1,4,0.25,332,633,0.52,0.52,222,278,0.8,165,396,561,168,73,32,161,289,889,1227
1981,1,ATL,Atlanta Hawks,Dan Roundfield,27.0,63,,2128,426,808,0.53,0,1,0.0,426,807,0.53,0.53,256,355,0.72,231,403,634,161,76,119,178,258,1108,2513
1981,1,ATL,Atlanta Hawks,John Drew,26.0,67,,2075,500,1096,0.46,0,7,0.0,500,1089,0.46,0.46,454,577,0.79,145,238,383,79,98,15,194,264,1454,783
1981,1,ATL,Atlanta Hawks,Charlie Criss,32.0,66,,1708,220,485,0.45,1,21,0.05,219,464,0.47,0.46,185,214,0.86,26,74,100,283,61,3,134,87,626,631
1981,1,ATL,Atlanta Hawks,Tom McMillen,28.0,79,,1564,253,519,0.49,1,6,0.17,252,513,0.49,0.49,80,108,0.74,96,199,295,72,23,25,81,165,587,1952
1981,1,ATL,Atlanta Hawks,Sam Pellom,29.0,77,,1472,186,380,0.49,0,1,0.0,186,379,0.49,0.49,81,116,0.7,122,234,356,48,50,92,99,228,453,2277
1981,1,ATL,Atlanta Hawks,Don Collins,22.0,47,,1184,230,530,0.43,0,3,0.0,230,527,0.44,0.43,137,162,0.85,96,91,187,115,69,11,107,166,597,568
1981,1,ATL,Atlanta Hawks,Wes Matthews,21.0,34,,1105,161,330,0.49,0,6,0.0,161,324,0.5,0.49,103,123,0.84,16,56,72,212,61,7,112,122,425,1873
1981,1,ATL,Atlanta Hawks,Tree Rollins,25.0,40,,1044,116,210,0.55,0,1,0.0,116,209,0.56,0.55,46,57,0.81,102,184,286,35,29,117,57,151,278,2501
1981,1,ATL,Atlanta Hawks,Jim McElroy,27.0,54,,680,78,202,0.39,1,8,0.12,77,194,0.4,0.39,48,59,0.81,10,38,48,84,20,9,79,62,205,1927
1981,1,ATL,Atlanta Hawks,Armond Hill,27.0,24,,624,39,116,0.34,0,1,0.0,39,115,0.34,0.34,42,50,0.84,10,41,51,118,26,3,58,60,120,1287
1981,1,ATL,Atlanta Hawks,Craig Shelton,23.0,55,,586,100,219,0.46,0,1,0.0,100,218,0.46,0.46,35,58,0.6,59,79,138,27,18,5,61,128,235,2611
1981,1,ATL,Atlanta Hawks,Art Collins,26.0,29,,395,35,99,0.35,0,2,0.0,35,97,0.36,0.35,24,36,0.67,19,22,41,25,11,1,32,35,94,567
1981,1,ATL,Atlanta Hawks,Tom Burleson,28.0,31,,363,41,99,0.41,0,0,,41,99,0.41,0.41,20,41,0.49,44,50,94,12,8,19,24,73,102,427
