Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
1983,2,BOS,Boston Celtics,56,26,0.68,2nd of 5,5.34,104.0,0.9,106.9,2.2,101.8,-2.9,Lost E. Conf. Semis,B. Fitch (56-26)
