PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Damian Lillard,23,11,466,19.3,0.578,0.37,0.349,2.8,10.1,6.5,25.8,1.2,0.2,12.1,23.4,,1.2,0.1,1.3,0.13,,5.2,-0.3,4.9,0.8
Nicolas Batum,25,11,459,14.5,0.562,0.423,0.106,2.4,17.3,9.9,18.3,1.5,0.8,15.9,16.9,,0.4,0.2,0.7,0.07,,2.5,0.8,3.3,0.6
LaMarcus Aldridge,28,11,441,21.0,0.509,0.012,0.3,7.5,21.2,14.4,7.0,0.8,3.0,6.3,30.1,,0.6,0.3,0.9,0.09699999999999999,,2.7,-0.7,2.1,0.4
Wesley Matthews,27,11,426,9.7,0.5329999999999999,0.5,0.235,1.8,9.1,5.5,5.1,1.7,0.9,12.8,17.7,,0.1,0.1,0.2,0.021,,-1.3,-0.3,-1.5,0.1
Robin Lopez,25,11,367,15.3,0.53,0.0,0.409,14.0,15.8,14.9,3.7,0.8,4.0,9.6,13.7,,0.6,0.2,0.8,0.10300000000000001,,0.8,-0.2,0.6,0.2
Mo Williams,31,8,187,4.6,0.462,0.35600000000000004,0.18600000000000003,1.2,5.7,3.5,12.2,0.8,0.0,18.0,18.3,,-0.2,0.0,-0.3,-0.068,,-4.8,-3.0,-7.9,-0.3
Thomas Robinson,22,11,122,10.9,0.469,0.0,0.226,9.0,15.8,12.4,7.3,2.1,3.0,12.8,14.1,,0.0,0.1,0.1,0.052000000000000005,,-2.5,2.0,-0.5,0.0
Dorell Wright,28,8,88,14.2,0.5660000000000001,0.632,0.789,2.5,17.1,9.9,4.9,1.7,7.5,16.3,15.3,,0.0,0.1,0.1,0.08,,0.7,2.6,3.3,0.1
Will Barton,23,7,81,17.4,0.614,0.324,0.17600000000000002,6.8,9.3,8.0,6.5,0.6,1.8,14.1,23.1,,0.1,0.0,0.1,0.085,,4.7,1.3,6.0,0.2
Joel Freeland,26,9,24,-3.5,0.129,0.0,0.667,18.3,17.9,18.1,5.4,2.1,3.0,50.8,14.4,,-0.1,0.0,-0.1,-0.214,,-11.7,-0.6,-12.3,-0.1
CJ McCollum,22,6,24,-12.3,0.168,0.455,0.182,0.0,4.5,2.3,0.0,0.0,0.0,7.8,23.6,,-0.2,0.0,-0.2,-0.392,,-12.5,-5.3,-17.9,-0.1
Earl Watson,34,4,14,-4.5,0.0,1.0,0.0,0.0,7.7,3.9,9.2,0.0,0.0,50.0,6.3,,0.0,0.0,0.0,-0.163,,-8.0,-2.2,-10.2,0.0
Meyers Leonard,21,4,9,-7.8,0.0,0.0,0.0,0.0,23.8,12.1,0.0,0.0,0.0,0.0,9.8,,0.0,0.0,0.0,-0.214,,-8.2,-2.6,-10.8,0.0
Victor Claver,25,2,7,-9.7,0.0,,,0.0,76.7,38.7,0.0,0.0,0.0,36.2,17.3,,-0.1,0.0,-0.1,-0.42100000000000004,,-12.8,-1.7,-14.6,0.0
