Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2012,8,2773,DEN,Denver Nuggets,Julyan Stone,1988-12-07,23.0,NBA,SG,22.0,2.0,179.0,3.7,8.8,0.42,0.6,3.1,0.18,3.1,5.7,0.55,2.3,3.1,0.73,1.4,5.7,7.1,10.5,2.3,1.7,3.1,5.1,10.2,109.0,105.0
2013,8,2773,DEN,Denver Nuggets,Julyan Stone,1988-12-07,24.0,NBA,PG,4.0,0.0,28.0,3.6,3.6,1.0,0.0,0.0,,3.6,3.6,1.0,5.4,7.2,0.75,3.6,1.8,5.4,3.6,1.8,0.0,3.6,7.2,12.6,131.0,110.0
2014,28,2773,TOR,Toronto Raptors,Julyan Stone,1988-12-07,25.0,NBA,SG,21.0,0.0,120.0,3.0,7.4,0.41,0.9,3.5,0.25,2.2,3.9,0.56,0.9,1.3,0.67,0.9,7.8,8.7,5.2,1.3,0.0,2.2,5.7,7.8,101.0,106.0
2018,4,2773,CHO,Charlotte Hornets,Julyan Stone,1988-12-07,29.0,NBA,SG,23.0,0.0,175.0,1.7,3.6,0.46,1.7,3.6,0.46,0.0,0.0,,0.3,0.6,0.5,0.3,7.8,8.1,7.2,1.1,0.6,2.0,5.9,5.3,123.0,110.0
