PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,35,11,11,451,6.9,16.4,0.41700000000000004,0.0,0.1,0.0,6.9,16.4,0.42,5.4,6.9,0.7909999999999999,2.9,7.0,9.9,4.2,1.0,0.6,3.2,3.0,19.2
Bryon Russell,28,11,11,387,4.6,10.7,0.426,0.8,3.3,0.25,3.7,7.3,0.506,2.4,3.3,0.722,1.6,4.7,6.2,1.2,1.9,0.2,1.0,3.4,12.4
John Stockton,36,11,11,352,4.3,10.7,0.4,0.4,1.2,0.33299999999999996,3.9,9.5,0.409,3.5,4.7,0.7390000000000001,1.1,2.6,3.7,9.4,1.8,0.1,3.2,3.3,12.5
Jeff Hornacek,35,11,11,304,5.8,12.6,0.462,0.8,2.1,0.389,5.0,10.4,0.47700000000000004,3.4,3.9,0.879,1.1,3.8,4.9,3.1,1.3,0.0,1.4,4.0,15.9
Shandon Anderson,25,11,0,297,4.5,9.3,0.48100000000000004,0.7,1.7,0.429,3.8,7.6,0.49200000000000005,2.9,4.1,0.706,1.0,4.0,5.0,1.6,0.7,0.4,1.7,4.1,12.6
Greg Ostertag,25,11,11,261,1.8,4.8,0.371,0.0,0.0,,1.8,4.8,0.371,2.5,3.9,0.643,2.5,6.5,9.0,0.8,0.3,3.3,1.1,3.7,6.1
Howard Eisley,26,11,0,241,3.9,10.6,0.366,0.7,3.6,0.20800000000000002,3.1,7.0,0.447,3.6,4.3,0.828,0.4,2.5,3.0,4.8,1.0,0.4,3.0,4.0,12.1
Thurl Bailey,37,11,0,115,5.3,10.3,0.515,0.0,0.0,,5.3,10.3,0.515,0.9,1.3,0.75,1.6,3.1,4.7,0.6,0.9,1.9,2.5,5.9,11.6
Todd Fuller,24,10,0,105,3.4,8.9,0.385,0.0,0.0,,3.4,8.9,0.385,2.1,3.4,0.6,2.7,6.9,9.6,0.0,0.0,0.7,1.7,7.2,8.9
Adam Keefe,28,10,0,101,6.4,10.7,0.6,0.0,0.0,,6.4,10.7,0.6,1.8,1.8,1.0,2.5,6.1,8.6,1.1,1.4,1.1,2.9,6.1,14.6
Greg Foster,30,8,0,70,4.1,9.8,0.42100000000000004,0.0,0.0,,4.1,9.8,0.42100000000000004,0.0,0.0,,0.5,3.6,4.1,0.5,0.5,0.0,1.5,5.7,8.2
Jacque Vaughn,23,2,0,6,6.0,12.0,0.5,6.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,18.0
