PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Vlade Divac,30,5,5,198,4.5,10.2,0.446,0.2,0.9,0.2,4.4,9.3,0.47100000000000003,5.5,6.5,0.833,1.6,7.5,9.1,4.2,1.5,0.7,3.5,3.1,14.7
Chris Webber,25,5,5,192,5.8,15.0,0.38799999999999996,0.4,1.3,0.28600000000000003,5.4,13.7,0.397,1.9,4.7,0.4,2.4,6.4,8.8,3.7,1.7,0.9,3.7,3.7,13.9
Jason Williams,23,5,5,163,3.5,9.9,0.35600000000000004,2.0,6.4,0.31,1.5,3.5,0.43799999999999994,2.0,2.0,1.0,0.4,3.5,4.0,4.4,1.8,0.2,2.9,3.3,11.0
Corliss Williamson,25,5,5,130,6.4,11.1,0.575,0.0,0.0,,6.4,11.1,0.575,1.9,2.8,0.7,1.9,2.5,4.4,1.7,0.6,0.3,1.7,3.6,14.7
Vernon Maxwell,33,5,0,129,5.3,16.7,0.317,3.1,9.8,0.314,2.2,7.0,0.32,2.0,2.8,0.7,1.1,2.0,3.1,1.4,1.7,0.0,1.7,3.3,15.6
Jon Barry,29,5,0,112,3.9,10.9,0.353,1.6,6.1,0.263,2.3,4.8,0.467,3.5,3.9,0.917,1.0,2.3,3.2,2.9,1.9,0.3,2.9,2.9,12.9
Peja Stojaković,21,5,0,108,3.0,8.7,0.34600000000000003,1.0,4.7,0.214,2.0,4.0,0.5,1.0,1.0,1.0,4.0,2.3,6.3,0.7,1.0,0.0,2.0,2.3,8.0
Tariq Abdul-Wahad,24,5,5,99,5.5,12.0,0.455,0.0,0.4,0.0,5.5,11.6,0.469,4.7,5.8,0.813,2.2,4.7,6.9,1.5,1.5,1.5,1.1,2.9,15.6
Scot Pollard,23,5,0,74,2.9,4.4,0.667,0.0,0.0,,2.9,4.4,0.667,1.5,2.4,0.6,2.4,2.9,5.4,0.5,1.9,2.9,1.0,6.3,7.3
Lawrence Funderburke,28,3,0,31,5.8,13.9,0.41700000000000004,0.0,0.0,,5.8,13.9,0.41700000000000004,0.0,0.0,,2.3,2.3,4.6,1.2,3.5,0.0,3.5,3.5,11.6
Michael Hawkins,26,2,0,10,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,,7.2,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,7.2
Jerome James,23,1,0,4,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,27.0,36.0,0.75,9.0,9.0,18.0,0.0,0.0,0.0,9.0,9.0,45.0
